ts,symbol,side,clip_usd,slippage_bps,book_usd_bid,book_usd_ask
2026-08-10T20:00:00.000Z,BNBUSDT,sell,1000000,8.95,10546586,9765134
2026-08-10T20:00:00.000Z,BNBUSDT,sell,5000000,39.964,10546586,9765134
2026-08-10T20:00:00.000Z,BTCUSDT,buy,10000,0.008,46281585,46686003
2026-08-10T20:00:00.000Z,BTCUSDT,buy,100000,0.008,46281585,46686003
2026-08-10T20:00:00.000Z,BTCUSDT,buy,1000000,0.943,46281585,46686003
2026-08-10T20:00:00.000Z,BTCUSDT,buy,5000000,2.795,46281585,46686003
2026-08-10T20:00:00.000Z,BTCUSDT,sell,10000,0.008,46281585,46686003
2026-08-10T20:00:00.000Z,BTCUSDT,sell,100000,0.008,46281585,46686003
2026-08-10T20:00:00.000Z,BTCUSDT,sell,1000000,0.008,46281585,46686003
2026-08-10T20:00:00.000Z,BTCUSDT,sell,5000000,0.85,46281585,46686003
2026-08-10T20:00:00.000Z,DOGEUSDT,buy,10000,1.766,48700385,30267406
2026-08-10T20:00:00.000Z,DOGEUSDT,buy,100000,2.696,48700385,30267406
2026-08-10T20:00:00.000Z,DOGEUSDT,buy,1000000,11.57,48700385,30267406
2026-08-10T20:00:00.000Z,DOGEUSDT,buy,5000000,50.187,48700385,30267406
2026-08-10T20:00:00.000Z,DOGEUSDT,sell,10000,0.716,48700385,30267406
2026-08-10T20:00:00.000Z,DOGEUSDT,sell,100000,0.716,48700385,30267406
2026-08-10T20:00:00.000Z,DOGEUSDT,sell,1000000,6.436,48700385,30267406
2026-08-10T20:00:00.000Z,DOGEUSDT,sell,5000000,44.756,48700385,30267406
2026-08-10T20:00:00.000Z,ETHUSDT,buy,10000,0.027,60165935,57941321
2026-08-10T20:00:00.000Z,ETHUSDT,buy,100000,0.226,60165935,57941321
2026-08-10T20:00:00.000Z,ETHUSDT,buy,1000000,1.338,60165935,57941321
2026-08-10T20:00:00.000Z,ETHUSDT,buy,5000000,3.683,60165935,57941321
2026-08-10T20:00:00.000Z,ETHUSDT,sell,10000,0.027,60165935,57941321
2026-08-10T20:00:00.000Z,ETHUSDT,sell,100000,0.027,60165935,57941321
2026-08-10T20:00:00.000Z,ETHUSDT,sell,1000000,0.032,60165935,57941321
2026-08-10T20:00:00.000Z,ETHUSDT,sell,5000000,2.518,60165935,57941321
2026-08-10T20:00:00.000Z,LINKUSDT,buy,10000,2.014,10255756,6184248
2026-08-10T20:00:00.000Z,LINKUSDT,buy,100000,6.382,10255756,6184248
2026-08-10T20:00:00.000Z,LINKUSDT,buy,1000000,32.256,10255756,6184248
2026-08-10T20:00:00.000Z,LINKUSDT,buy,5000000,141.509,10255756,6184248
2026-08-10T20:00:00.000Z,LINKUSDT,sell,10000,0.603,10255756,6184248
2026-08-10T20:00:00.000Z,LINKUSDT,sell,100000,2.796,10255756,6184248
2026-08-10T20:00:00.000Z,LINKUSDT,sell,1000000,27.72,10255756,6184248
2026-08-10T20:00:00.000Z,LINKUSDT,sell,5000000,116.256,10255756,6184248
2026-08-10T20:00:00.000Z,SOLUSDT,buy,10000,0.655,96364170,72760087
2026-08-10T20:00:00.000Z,SOLUSDT,buy,100000,0.95,96364170,72760087
2026-08-10T20:00:00.000Z,SOLUSDT,buy,1000000,3.18,96364170,72760087
2026-08-10T20:00:00.000Z,SOLUSDT,buy,5000000,10.746,96364170,72760087
2026-08-10T20:00:00.000Z,SOLUSDT,sell,10000,0.655,96364170,72760087
2026-08-10T20:00:00.000Z,SOLUSDT,sell,100000,0.655,96364170,72760087
2026-08-10T20:00:00.000Z,SOLUSDT,sell,1000000,1.329,96364170,72760087
2026-08-10T20:00:00.000Z,SOLUSDT,sell,5000000,9.736,96364170,72760087
2026-08-10T20:00:00.000Z,XRPUSDT,buy,10000,0.491,38383954,29835919
2026-08-10T20:00:00.000Z,XRPUSDT,buy,100000,1.253,38383954,29835919
2026-08-10T20:00:00.000Z,XRPUSDT,buy,1000000,4.984,38383954,29835919
2026-08-10T20:00:00.000Z,XRPUSDT,buy,5000000,24.026,38383954,29835919
2026-08-10T20:00:00.000Z,XRPUSDT,sell,10000,0.491,38383954,29835919
2026-08-10T20:00:00.000Z,XRPUSDT,sell,100000,0.491,38383954,29835919
2026-08-10T20:00:00.000Z,XRPUSDT,sell,1000000,3.99,38383954,29835919
2026-08-10T20:00:00.000Z,XRPUSDT,sell,5000000,24.924,38383954,29835919
2026-08-10T21:00:00.000Z,ADAUSDT,buy,10000,3.045,16593358,11379518
2026-08-10T21:00:00.000Z,ADAUSDT,buy,100000,7.323,16593358,11379518
2026-08-10T21:00:00.000Z,ADAUSDT,buy,1000000,34.812,16593358,11379518
2026-08-10T21:00:00.000Z,ADAUSDT,buy,5000000,114.547,16593358,11379518
2026-08-10T21:00:00.000Z,ADAUSDT,sell,10000,2.599,16593358,11379518
2026-08-10T21:00:00.000Z,ADAUSDT,sell,100000,5.942,16593358,11379518
2026-08-10T21:00:00.000Z,ADAUSDT,sell,1000000,37.966,16593358,11379518
2026-08-10T21:00:00.000Z,ADAUSDT,sell,5000000,114.813,16593358,11379518
2026-08-10T21:00:00.000Z,BNBUSDT,buy,10000,0.083,11436581,8709587
2026-08-10T21:00:00.000Z,BNBUSDT,buy,100000,0.806,11436581,8709587
2026-08-10T21:00:00.000Z,BNBUSDT,buy,1000000,11.514,11436581,8709587
2026-08-10T21:00:00.000Z,BNBUSDT,buy,5000000,54.285,11436581,8709587
2026-08-10T21:00:00.000Z,BNBUSDT,sell,10000,0.158,11436581,8709587
2026-08-10T21:00:00.000Z,BNBUSDT,sell,100000,1.97,11436581,8709587
2026-08-10T21:00:00.000Z,BNBUSDT,sell,1000000,13.884,11436581,8709587
2026-08-10T21:00:00.000Z,BNBUSDT,sell,5000000,44.758,11436581,8709587
2026-08-10T21:00:00.000Z,BTCUSDT,buy,10000,0.008,35668514,47040688
2026-08-10T21:00:00.000Z,BTCUSDT,buy,100000,0.008,35668514,47040688
2026-08-10T21:00:00.000Z,BTCUSDT,buy,1000000,0.013,35668514,47040688
2026-08-10T21:00:00.000Z,BTCUSDT,buy,5000000,1.227,35668514,47040688
2026-08-10T21:00:00.000Z,BTCUSDT,sell,10000,0.008,35668514,47040688
2026-08-10T21:00:00.000Z,BTCUSDT,sell,100000,0.008,35668514,47040688
2026-08-10T21:00:00.000Z,BTCUSDT,sell,1000000,0.766,35668514,47040688
2026-08-10T21:00:00.000Z,BTCUSDT,sell,5000000,2.697,35668514,47040688
2026-08-10T21:00:00.000Z,DOGEUSDT,buy,10000,0.717,47804225,29757642
2026-08-10T21:00:00.000Z,DOGEUSDT,buy,100000,2.66,47804225,29757642
2026-08-10T21:00:00.000Z,DOGEUSDT,buy,1000000,14.962,47804225,29757642
2026-08-10T21:00:00.000Z,DOGEUSDT,buy,5000000,62.204,47804225,29757642
2026-08-10T21:00:00.000Z,DOGEUSDT,sell,10000,0.717,47804225,29757642
2026-08-10T21:00:00.000Z,DOGEUSDT,sell,100000,2.964,47804225,29757642
2026-08-10T21:00:00.000Z,DOGEUSDT,sell,1000000,14.878,47804225,29757642
2026-08-10T21:00:00.000Z,DOGEUSDT,sell,5000000,56.075,47804225,29757642
2026-08-10T21:00:00.000Z,ETHUSDT,buy,10000,0.027,75282745,54111018
2026-08-10T21:00:00.000Z,ETHUSDT,buy,100000,0.027,75282745,54111018
2026-08-10T21:00:00.000Z,ETHUSDT,buy,1000000,0.526,75282745,54111018
2026-08-10T21:00:00.000Z,ETHUSDT,buy,5000000,3.612,75282745,54111018
2026-08-10T21:00:00.000Z,ETHUSDT,sell,10000,0.027,75282745,54111018
2026-08-10T21:00:00.000Z,ETHUSDT,sell,100000,0.027,75282745,54111018
2026-08-10T21:00:00.000Z,ETHUSDT,sell,1000000,0.211,75282745,54111018
2026-08-10T21:00:00.000Z,ETHUSDT,sell,5000000,1.598,75282745,54111018
2026-08-10T21:00:00.000Z,LINKUSDT,buy,10000,0.603,10169024,6095358
2026-08-10T21:00:00.000Z,LINKUSDT,buy,100000,4.993,10169024,6095358
2026-08-10T21:00:00.000Z,LINKUSDT,buy,1000000,40.021,10169024,6095358
2026-08-10T21:00:00.000Z,LINKUSDT,buy,5000000,159.079,10169024,6095358
2026-08-10T21:00:00.000Z,LINKUSDT,sell,10000,2.437,10169024,6095358
2026-08-10T21:00:00.000Z,LINKUSDT,sell,100000,7.025,10169024,6095358
2026-08-10T21:00:00.000Z,LINKUSDT,sell,1000000,29.019,10169024,6095358
2026-08-10T21:00:00.000Z,LINKUSDT,sell,5000000,111.261,10169024,6095358
2026-08-10T21:00:00.000Z,SOLUSDT,buy,10000,0.655,92941752,70656781
2026-08-10T21:00:00.000Z,SOLUSDT,buy,100000,0.655,92941752,70656781
2026-08-10T21:00:00.000Z,SOLUSDT,buy,1000000,2.199,92941752,70656781
2026-08-10T21:00:00.000Z,SOLUSDT,buy,5000000,13.216,92941752,70656781
2026-08-10T21:00:00.000Z,SOLUSDT,sell,10000,0.655,92941752,70656781
2026-08-10T21:00:00.000Z,SOLUSDT,sell,100000,0.888,92941752,70656781
2026-08-10T21:00:00.000Z,SOLUSDT,sell,1000000,4.641,92941752,70656781
2026-08-10T21:00:00.000Z,SOLUSDT,sell,5000000,15.824,92941752,70656781
2026-08-10T21:00:00.000Z,XRPUSDT,buy,10000,0.492,37930080,29059874
2026-08-10T21:00:00.000Z,XRPUSDT,buy,100000,0.492,37930080,29059874
2026-08-10T21:00:00.000Z,XRPUSDT,buy,1000000,6.515,37930080,29059874
2026-08-10T21:00:00.000Z,XRPUSDT,buy,5000000,30.797,37930080,29059874
2026-08-10T21:00:00.000Z,XRPUSDT,sell,10000,0.492,37930080,29059874
2026-08-10T21:00:00.000Z,XRPUSDT,sell,100000,1.697,37930080,29059874
2026-08-10T21:00:00.000Z,XRPUSDT,sell,1000000,9.308,37930080,29059874
2026-08-10T21:00:00.000Z,XRPUSDT,sell,5000000,26.598,37930080,29059874
2026-08-10T22:00:00.000Z,ADAUSDT,buy,10000,2.602,16192965,11125626
2026-08-10T22:00:00.000Z,ADAUSDT,buy,100000,4.594,16192965,11125626
2026-08-10T22:00:00.000Z,ADAUSDT,buy,1000000,26.64,16192965,11125626
2026-08-10T22:00:00.000Z,ADAUSDT,buy,5000000,114.61,16192965,11125626
2026-08-10T22:00:00.000Z,ADAUSDT,sell,10000,2.602,16192965,11125626
2026-08-10T22:00:00.000Z,ADAUSDT,sell,100000,5.46,16192965,11125626
2026-08-10T22:00:00.000Z,ADAUSDT,sell,1000000,30.561,16192965,11125626
2026-08-10T22:00:00.000Z,ADAUSDT,sell,5000000,108.886,16192965,11125626
2026-08-10T22:00:00.000Z,BNBUSDT,buy,10000,0.083,11893858,9027274
2026-08-10T22:00:00.000Z,BNBUSDT,buy,100000,1.042,11893858,9027274
2026-08-10T22:00:00.000Z,BNBUSDT,buy,1000000,11.483,11893858,9027274
2026-08-10T22:00:00.000Z,BNBUSDT,buy,5000000,47.906,11893858,9027274
2026-08-10T22:00:00.000Z,BNBUSDT,sell,10000,0.086,11893858,9027274
2026-08-10T22:00:00.000Z,BNBUSDT,sell,100000,2.288,11893858,9027274
2026-08-10T22:00:00.000Z,BNBUSDT,sell,1000000,12.454,11893858,9027274
2026-08-10T22:00:00.000Z,BNBUSDT,sell,5000000,41.502,11893858,9027274
2026-08-10T22:00:00.000Z,BTCUSDT,buy,10000,0.008,39946178,43020817
2026-08-10T22:00:00.000Z,BTCUSDT,buy,100000,0.008,39946178,43020817
2026-08-10T22:00:00.000Z,BTCUSDT,buy,1000000,0.36,39946178,43020817
2026-08-10T22:00:00.000Z,BTCUSDT,buy,5000000,1.848,39946178,43020817
2026-08-10T22:00:00.000Z,BTCUSDT,sell,10000,0.008,39946178,43020817
2026-08-10T22:00:00.000Z,BTCUSDT,sell,100000,0.008,39946178,43020817
2026-08-10T22:00:00.000Z,BTCUSDT,sell,1000000,0.01,39946178,43020817
2026-08-10T22:00:00.000Z,BTCUSDT,sell,5000000,1.734,39946178,43020817
2026-08-10T22:00:00.000Z,DOGEUSDT,buy,10000,0.717,48053423,29932792
2026-08-10T22:00:00.000Z,DOGEUSDT,buy,100000,1.543,48053423,29932792
2026-08-10T22:00:00.000Z,DOGEUSDT,buy,1000000,12.244,48053423,29932792
2026-08-10T22:00:00.000Z,DOGEUSDT,buy,5000000,57.376,48053423,29932792
2026-08-10T22:00:00.000Z,DOGEUSDT,sell,10000,0.717,48053423,29932792
2026-08-10T22:00:00.000Z,DOGEUSDT,sell,100000,2.101,48053423,29932792
2026-08-10T22:00:00.000Z,DOGEUSDT,sell,1000000,10.256,48053423,29932792
2026-08-10T22:00:00.000Z,DOGEUSDT,sell,5000000,52.602,48053423,29932792
2026-08-10T22:00:00.000Z,ETHUSDT,buy,10000,0.027,75453558,56455196
2026-08-10T22:00:00.000Z,ETHUSDT,buy,100000,0.394,75453558,56455196
2026-08-10T22:00:00.000Z,ETHUSDT,buy,1000000,1.399,75453558,56455196
2026-08-10T22:00:00.000Z,ETHUSDT,buy,5000000,3.947,75453558,56455196
2026-08-10T22:00:00.000Z,ETHUSDT,sell,10000,0.027,75453558,56455196
2026-08-10T22:00:00.000Z,ETHUSDT,sell,100000,0.027,75453558,56455196
2026-08-10T22:00:00.000Z,ETHUSDT,sell,1000000,0.068,75453558,56455196
2026-08-10T22:00:00.000Z,ETHUSDT,sell,5000000,2.862,75453558,56455196
2026-08-10T22:00:00.000Z,LINKUSDT,buy,10000,0.602,10229424,6303459
2026-08-10T22:00:00.000Z,LINKUSDT,buy,100000,4.419,10229424,6303459
2026-08-10T22:00:00.000Z,LINKUSDT,buy,1000000,31.308,10229424,6303459
2026-08-10T22:00:00.000Z,LINKUSDT,buy,5000000,135.712,10229424,6303459
2026-08-10T22:00:00.000Z,LINKUSDT,sell,10000,1.468,10229424,6303459
2026-08-10T22:00:00.000Z,LINKUSDT,sell,100000,4.307,10229424,6303459
2026-08-10T22:00:00.000Z,LINKUSDT,sell,1000000,30.548,10229424,6303459
2026-08-10T22:00:00.000Z,LINKUSDT,sell,5000000,123.699,10229424,6303459
2026-08-10T22:00:00.000Z,SOLUSDT,buy,10000,0.657,95987553,73771395
2026-08-10T22:00:00.000Z,SOLUSDT,buy,100000,0.657,95987553,73771395
2026-08-10T22:00:00.000Z,SOLUSDT,buy,1000000,2.519,95987553,73771395
2026-08-10T22:00:00.000Z,SOLUSDT,buy,5000000,11.46,95987553,73771395
2026-08-10T22:00:00.000Z,SOLUSDT,sell,10000,0.657,95987553,73771395
2026-08-10T22:00:00.000Z,SOLUSDT,sell,100000,0.657,95987553,73771395
2026-08-10T22:00:00.000Z,SOLUSDT,sell,1000000,1.922,95987553,73771395
2026-08-10T22:00:00.000Z,SOLUSDT,sell,5000000,9.552,95987553,73771395
2026-08-10T22:00:00.000Z,XRPUSDT,buy,10000,0.495,35141259,28843696
2026-08-10T22:00:00.000Z,XRPUSDT,buy,100000,0.584,35141259,28843696
2026-08-10T22:00:00.000Z,XRPUSDT,buy,1000000,4.456,35141259,28843696
2026-08-10T22:00:00.000Z,XRPUSDT,buy,5000000,24.982,35141259,28843696
2026-08-10T22:00:00.000Z,XRPUSDT,sell,10000,0.495,35141259,28843696
2026-08-10T22:00:00.000Z,XRPUSDT,sell,100000,1.202,35141259,28843696
2026-08-10T22:00:00.000Z,XRPUSDT,sell,1000000,5.539,35141259,28843696
2026-08-10T22:00:00.000Z,XRPUSDT,sell,5000000,35.051,35141259,28843696
2026-08-10T23:00:00.000Z,ADAUSDT,buy,10000,2.609,16105926,11277491
2026-08-10T23:00:00.000Z,ADAUSDT,buy,100000,5.731,16105926,11277491
2026-08-10T23:00:00.000Z,ADAUSDT,buy,1000000,30.377,16105926,11277491
2026-08-10T23:00:00.000Z,ADAUSDT,buy,5000000,122.618,16105926,11277491
2026-08-10T23:00:00.000Z,ADAUSDT,sell,10000,2.609,16105926,11277491
2026-08-10T23:00:00.000Z,ADAUSDT,sell,100000,7.201,16105926,11277491
2026-08-10T23:00:00.000Z,ADAUSDT,sell,1000000,33.333,16105926,11277491
2026-08-10T23:00:00.000Z,ADAUSDT,sell,5000000,105.475,16105926,11277491
2026-08-10T23:00:00.000Z,BNBUSDT,buy,10000,0.083,15184131,7848136
2026-08-10T23:00:00.000Z,BNBUSDT,buy,100000,0.453,15184131,7848136
2026-08-10T23:00:00.000Z,BNBUSDT,buy,1000000,10.658,15184131,7848136
2026-08-10T23:00:00.000Z,BNBUSDT,buy,5000000,45.847,15184131,7848136
2026-08-10T23:00:00.000Z,BNBUSDT,sell,10000,0.735,15184131,7848136
2026-08-10T23:00:00.000Z,BNBUSDT,sell,100000,2.349,15184131,7848136
2026-08-10T23:00:00.000Z,BNBUSDT,sell,1000000,11.963,15184131,7848136
2026-08-10T23:00:00.000Z,BNBUSDT,sell,5000000,42.047,15184131,7848136
2026-08-10T23:00:00.000Z,BTCUSDT,buy,10000,0.008,35973340,42799949
2026-08-10T23:00:00.000Z,BTCUSDT,buy,100000,0.008,35973340,42799949
2026-08-10T23:00:00.000Z,BTCUSDT,buy,1000000,0.414,35973340,42799949
2026-08-10T23:00:00.000Z,BTCUSDT,buy,5000000,1.957,35973340,42799949
2026-08-10T23:00:00.000Z,BTCUSDT,sell,10000,0.008,35973340,42799949
2026-08-10T23:00:00.000Z,BTCUSDT,sell,100000,0.008,35973340,42799949
2026-08-10T23:00:00.000Z,BTCUSDT,sell,1000000,0.041,35973340,42799949
2026-08-10T23:00:00.000Z,BTCUSDT,sell,5000000,1.518,35973340,42799949
2026-08-10T23:00:00.000Z,DOGEUSDT,buy,10000,0.717,48573888,30587759
2026-08-10T23:00:00.000Z,DOGEUSDT,buy,100000,1.802,48573888,30587759
2026-08-10T23:00:00.000Z,DOGEUSDT,buy,1000000,14.066,48573888,30587759
2026-08-10T23:00:00.000Z,DOGEUSDT,buy,5000000,57.934,48573888,30587759
2026-08-10T23:00:00.000Z,DOGEUSDT,sell,10000,0.717,48573888,30587759
2026-08-10T23:00:00.000Z,DOGEUSDT,sell,100000,1.46,48573888,30587759
2026-08-10T23:00:00.000Z,DOGEUSDT,sell,1000000,11.547,48573888,30587759
2026-08-10T23:00:00.000Z,DOGEUSDT,sell,5000000,50.775,48573888,30587759
2026-08-10T23:00:00.000Z,ETHUSDT,buy,10000,0.027,85440335,55916037
2026-08-10T23:00:00.000Z,ETHUSDT,buy,100000,0.027,85440335,55916037
2026-08-10T23:00:00.000Z,ETHUSDT,buy,1000000,0.951,85440335,55916037
2026-08-10T23:00:00.000Z,ETHUSDT,buy,5000000,3.152,85440335,55916037
2026-08-10T23:00:00.000Z,ETHUSDT,sell,10000,0.027,85440335,55916037
2026-08-10T23:00:00.000Z,ETHUSDT,sell,100000,0.027,85440335,55916037
2026-08-10T23:00:00.000Z,ETHUSDT,sell,1000000,0.779,85440335,55916037
2026-08-10T23:00:00.000Z,ETHUSDT,sell,5000000,3.877,85440335,55916037
2026-08-10T23:00:00.000Z,LINKUSDT,buy,10000,0.603,9932199,6360128
2026-08-10T23:00:00.000Z,LINKUSDT,buy,100000,4.117,9932199,6360128
2026-08-10T23:00:00.000Z,LINKUSDT,buy,1000000,30.976,9932199,6360128
2026-08-10T23:00:00.000Z,LINKUSDT,buy,5000000,142.336,9932199,6360128
2026-08-10T23:00:00.000Z,LINKUSDT,sell,10000,1.538,9932199,6360128
2026-08-10T23:00:00.000Z,LINKUSDT,sell,100000,4.157,9932199,6360128
2026-08-10T23:00:00.000Z,LINKUSDT,sell,1000000,30.499,9932199,6360128
2026-08-10T23:00:00.000Z,LINKUSDT,sell,5000000,119.843,9932199,6360128
2026-08-10T23:00:00.000Z,SOLUSDT,buy,10000,0.658,96227109,74260529
2026-08-10T23:00:00.000Z,SOLUSDT,buy,100000,0.658,96227109,74260529
2026-08-10T23:00:00.000Z,SOLUSDT,buy,1000000,1.344,96227109,74260529
2026-08-10T23:00:00.000Z,SOLUSDT,buy,5000000,9.875,96227109,74260529
2026-08-10T23:00:00.000Z,SOLUSDT,sell,10000,0.658,96227109,74260529
2026-08-10T23:00:00.000Z,SOLUSDT,sell,100000,0.658,96227109,74260529
2026-08-10T23:00:00.000Z,SOLUSDT,sell,1000000,2.817,96227109,74260529
2026-08-10T23:00:00.000Z,SOLUSDT,sell,5000000,10.03,96227109,74260529
2026-08-10T23:00:00.000Z,XRPUSDT,buy,10000,0.494,37067527,32102699
2026-08-10T23:00:00.000Z,XRPUSDT,buy,100000,0.765,37067527,32102699
2026-08-10T23:00:00.000Z,XRPUSDT,buy,1000000,4.308,37067527,32102699
2026-08-10T23:00:00.000Z,XRPUSDT,buy,5000000,7.915,37067527,32102699
2026-08-10T23:00:00.000Z,XRPUSDT,sell,10000,0.494,37067527,32102699
2026-08-10T23:00:00.000Z,XRPUSDT,sell,100000,1.344,37067527,32102699
2026-08-10T23:00:00.000Z,XRPUSDT,sell,1000000,5.048,37067527,32102699
2026-08-10T23:00:00.000Z,XRPUSDT,sell,5000000,27.626,37067527,32102699
2026-08-11T00:00:00.000Z,ADAUSDT,buy,10000,4.276,16013405,11571921
2026-08-11T00:00:00.000Z,ADAUSDT,buy,100000,7.538,16013405,11571921
2026-08-11T00:00:00.000Z,ADAUSDT,buy,1000000,28.88,16013405,11571921
2026-08-11T00:00:00.000Z,ADAUSDT,buy,5000000,111.026,16013405,11571921
2026-08-11T00:00:00.000Z,ADAUSDT,sell,10000,2.634,16013405,11571921
2026-08-11T00:00:00.000Z,ADAUSDT,sell,100000,5.374,16013405,11571921
2026-08-11T00:00:00.000Z,ADAUSDT,sell,1000000,30.017,16013405,11571921
2026-08-11T00:00:00.000Z,ADAUSDT,sell,5000000,103.713,16013405,11571921
2026-08-11T00:00:00.000Z,BNBUSDT,buy,10000,0.095,14956229,7684770
2026-08-11T00:00:00.000Z,BNBUSDT,buy,100000,1.576,14956229,7684770
2026-08-11T00:00:00.000Z,BNBUSDT,buy,1000000,10.772,14956229,7684770
2026-08-11T00:00:00.000Z,BNBUSDT,buy,5000000,47.986,14956229,7684770
2026-08-11T00:00:00.000Z,BNBUSDT,sell,10000,0.107,14956229,7684770
2026-08-11T00:00:00.000Z,BNBUSDT,sell,100000,1.417,14956229,7684770
2026-08-11T00:00:00.000Z,BNBUSDT,sell,1000000,8.982,14956229,7684770
2026-08-11T00:00:00.000Z,BNBUSDT,sell,5000000,38.094,14956229,7684770
2026-08-11T00:00:00.000Z,BTCUSDT,buy,10000,0.008,40811390,43436417
2026-08-11T00:00:00.000Z,BTCUSDT,buy,100000,0.008,40811390,43436417
2026-08-11T00:00:00.000Z,BTCUSDT,buy,1000000,0.488,40811390,43436417
2026-08-11T00:00:00.000Z,BTCUSDT,buy,5000000,1.969,40811390,43436417
2026-08-11T00:00:00.000Z,BTCUSDT,sell,10000,0.008,40811390,43436417
2026-08-11T00:00:00.000Z,BTCUSDT,sell,100000,0.008,40811390,43436417
2026-08-11T00:00:00.000Z,BTCUSDT,sell,1000000,0.032,40811390,43436417
2026-08-11T00:00:00.000Z,BTCUSDT,sell,5000000,0.936,40811390,43436417
2026-08-11T00:00:00.000Z,DOGEUSDT,buy,10000,0.717,48521513,30106498
2026-08-11T00:00:00.000Z,DOGEUSDT,buy,100000,2.872,48521513,30106498
2026-08-11T00:00:00.000Z,DOGEUSDT,buy,1000000,13.131,48521513,30106498
2026-08-11T00:00:00.000Z,DOGEUSDT,buy,5000000,56.049,48521513,30106498
2026-08-11T00:00:00.000Z,DOGEUSDT,sell,10000,0.717,48521513,30106498
2026-08-11T00:00:00.000Z,DOGEUSDT,sell,100000,1.259,48521513,30106498
2026-08-11T00:00:00.000Z,DOGEUSDT,sell,1000000,11.021,48521513,30106498
2026-08-11T00:00:00.000Z,DOGEUSDT,sell,5000000,51.373,48521513,30106498
2026-08-11T00:00:00.000Z,ETHUSDT,buy,10000,0.027,83712172,58826630
2026-08-11T00:00:00.000Z,ETHUSDT,buy,100000,0.027,83712172,58826630
2026-08-11T00:00:00.000Z,ETHUSDT,buy,1000000,1.11,83712172,58826630
2026-08-11T00:00:00.000Z,ETHUSDT,buy,5000000,3.551,83712172,58826630
2026-08-11T00:00:00.000Z,ETHUSDT,sell,10000,0.027,83712172,58826630
2026-08-11T00:00:00.000Z,ETHUSDT,sell,100000,0.027,83712172,58826630
2026-08-11T00:00:00.000Z,ETHUSDT,sell,1000000,0.763,83712172,58826630
2026-08-11T00:00:00.000Z,ETHUSDT,sell,5000000,3.699,83712172,58826630
2026-08-11T00:00:00.000Z,LINKUSDT,buy,10000,0.601,10036886,6214814
2026-08-11T00:00:00.000Z,LINKUSDT,buy,100000,4.102,10036886,6214814
2026-08-11T00:00:00.000Z,LINKUSDT,buy,1000000,27.281,10036886,6214814
2026-08-11T00:00:00.000Z,LINKUSDT,buy,5000000,139.272,10036886,6214814
2026-08-11T00:00:00.000Z,LINKUSDT,sell,10000,0.712,10036886,6214814
2026-08-11T00:00:00.000Z,LINKUSDT,sell,100000,4.816,10036886,6214814
2026-08-11T00:00:00.000Z,LINKUSDT,sell,1000000,30.715,10036886,6214814
2026-08-11T00:00:00.000Z,LINKUSDT,sell,5000000,121.357,10036886,6214814
2026-08-11T00:00:00.000Z,SOLUSDT,buy,10000,0.659,96080317,75186496
2026-08-11T00:00:00.000Z,SOLUSDT,buy,100000,0.659,96080317,75186496
2026-08-11T00:00:00.000Z,SOLUSDT,buy,1000000,1.994,96080317,75186496
2026-08-11T00:00:00.000Z,SOLUSDT,buy,5000000,8.104,96080317,75186496
2026-08-11T00:00:00.000Z,SOLUSDT,sell,10000,0.659,96080317,75186496
2026-08-11T00:00:00.000Z,SOLUSDT,sell,100000,0.659,96080317,75186496
2026-08-11T00:00:00.000Z,SOLUSDT,sell,1000000,1.698,96080317,75186496
2026-08-11T00:00:00.000Z,SOLUSDT,sell,5000000,9.831,96080317,75186496
2026-08-11T00:00:00.000Z,XRPUSDT,buy,10000,0.495,36124100,30725182
2026-08-11T00:00:00.000Z,XRPUSDT,buy,100000,0.733,36124100,30725182
2026-08-11T00:00:00.000Z,XRPUSDT,buy,1000000,5.426,36124100,30725182
2026-08-11T00:00:00.000Z,XRPUSDT,buy,5000000,13.089,36124100,30725182
2026-08-11T00:00:00.000Z,XRPUSDT,sell,10000,0.495,36124100,30725182
2026-08-11T00:00:00.000Z,XRPUSDT,sell,100000,0.495,36124100,30725182
2026-08-11T00:00:00.000Z,XRPUSDT,sell,1000000,3.457,36124100,30725182
2026-08-11T00:00:00.000Z,XRPUSDT,sell,5000000,27.142,36124100,30725182
2026-08-11T01:00:00.000Z,ADAUSDT,buy,10000,2.62,16588656,11418725
2026-08-11T01:00:00.000Z,ADAUSDT,buy,100000,5.456,16588656,11418725
2026-08-11T01:00:00.000Z,ADAUSDT,buy,1000000,28.428,16588656,11418725
2026-08-11T01:00:00.000Z,ADAUSDT,buy,5000000,107.401,16588656,11418725
2026-08-11T01:00:00.000Z,ADAUSDT,sell,10000,2.62,16588656,11418725
2026-08-11T01:00:00.000Z,ADAUSDT,sell,100000,6.449,16588656,11418725
2026-08-11T01:00:00.000Z,ADAUSDT,sell,1000000,27.829,16588656,11418725
2026-08-11T01:00:00.000Z,ADAUSDT,sell,5000000,92.708,16588656,11418725
2026-08-11T01:00:00.000Z,BNBUSDT,buy,10000,0.085,12429041,9427015
2026-08-11T01:00:00.000Z,BNBUSDT,buy,100000,1.544,12429041,9427015
2026-08-11T01:00:00.000Z,BNBUSDT,buy,1000000,10.674,12429041,9427015
2026-08-11T01:00:00.000Z,BNBUSDT,buy,5000000,42.035,12429041,9427015
2026-08-11T01:00:00.000Z,BNBUSDT,sell,10000,0.083,12429041,9427015
2026-08-11T01:00:00.000Z,BNBUSDT,sell,100000,1.291,12429041,9427015
