date,currency,instrument,expiry,strike,type,open_interest,mark_iv,underlying_usd,source
2026-08-21,BTC,BTC-23AUG26-73500-C,23AUG26,73500,call,11.9,36.77,73781.51,bykaranteli.com
2026-08-21,BTC,BTC-23AUG26-73500-P,23AUG26,73500,put,14.3,36.77,73781.51,bykaranteli.com
2026-08-21,BTC,BTC-23AUG26-74000-C,23AUG26,74000,call,37.5,36.95,73784.27,bykaranteli.com
2026-08-21,BTC,BTC-23AUG26-74000-P,23AUG26,74000,put,0,36.95,73784.27,bykaranteli.com
2026-08-21,BTC,BTC-23AUG26-74500-C,23AUG26,74500,call,11.8,37.51,73784.27,bykaranteli.com
2026-08-21,BTC,BTC-23AUG26-74500-P,23AUG26,74500,put,0,37.51,73781.51,bykaranteli.com
2026-08-21,BTC,BTC-23AUG26-75000-C,23AUG26,75000,call,16.4,38.28,73784.27,bykaranteli.com
2026-08-21,BTC,BTC-23AUG26-75000-P,23AUG26,75000,put,0,38.28,73784.27,bykaranteli.com
2026-08-21,BTC,BTC-23AUG26-76000-C,23AUG26,76000,call,31.9,40.12,73781.51,bykaranteli.com
2026-08-21,BTC,BTC-23AUG26-76000-P,23AUG26,76000,put,0,40.12,73784.27,bykaranteli.com
2026-08-21,BTC,BTC-23AUG26-77000-C,23AUG26,77000,call,30.9,43.12,73781.51,bykaranteli.com
2026-08-21,BTC,BTC-23AUG26-77000-P,23AUG26,77000,put,0,43.12,73781.51,bykaranteli.com
2026-08-21,BTC,BTC-23AUG26-78000-C,23AUG26,78000,call,6.2,46.86,73784.27,bykaranteli.com
2026-08-21,BTC,BTC-23AUG26-78000-P,23AUG26,78000,put,0,46.86,73784.27,bykaranteli.com
2026-08-21,BTC,BTC-23AUG26-79000-C,23AUG26,79000,call,42,51.05,73781.51,bykaranteli.com
2026-08-21,BTC,BTC-23AUG26-79000-P,23AUG26,79000,put,0,51.05,73784.27,bykaranteli.com
2026-08-21,BTC,BTC-23AUG26-80000-C,23AUG26,80000,call,1.2,55.47,73781.51,bykaranteli.com
2026-08-21,BTC,BTC-23AUG26-80000-P,23AUG26,80000,put,0,55.47,73784.27,bykaranteli.com
2026-08-21,BTC,BTC-23AUG26-85000-C,23AUG26,85000,call,5.6,81.2,73784.27,bykaranteli.com
2026-08-21,BTC,BTC-23AUG26-85000-P,23AUG26,85000,put,0,81.2,73784.27,bykaranteli.com
2026-08-21,BTC,BTC-24AUG26-62000-C,24AUG26,62000,call,0,68.93,73799.92,bykaranteli.com
2026-08-21,BTC,BTC-24AUG26-62000-P,24AUG26,62000,put,0.2,68.93,73799.92,bykaranteli.com
2026-08-21,BTC,BTC-24AUG26-63000-C,24AUG26,63000,call,0,68.91,73799.92,bykaranteli.com
2026-08-21,BTC,BTC-24AUG26-63000-P,24AUG26,63000,put,1.5,68.91,73799.92,bykaranteli.com
2026-08-21,BTC,BTC-24AUG26-64000-C,24AUG26,64000,call,0,62.71,73799.92,bykaranteli.com
2026-08-21,BTC,BTC-24AUG26-64000-P,24AUG26,64000,put,1.6,62.71,73799.92,bykaranteli.com
2026-08-21,BTC,BTC-24AUG26-65000-C,24AUG26,65000,call,2.2,56.81,73799.92,bykaranteli.com
2026-08-21,BTC,BTC-24AUG26-65000-P,24AUG26,65000,put,9,56.81,73799.92,bykaranteli.com
2026-08-21,BTC,BTC-24AUG26-66000-C,24AUG26,66000,call,0,53.63,73799.92,bykaranteli.com
2026-08-21,BTC,BTC-24AUG26-66000-P,24AUG26,66000,put,3.5,53.63,73799.92,bykaranteli.com
2026-08-21,BTC,BTC-24AUG26-67000-C,24AUG26,67000,call,0,49.51,73799.92,bykaranteli.com
2026-08-21,BTC,BTC-24AUG26-67000-P,24AUG26,67000,put,1.2,49.51,73799.92,bykaranteli.com
2026-08-21,BTC,BTC-24AUG26-67500-C,24AUG26,67500,call,0,47.16,73799.92,bykaranteli.com
2026-08-21,BTC,BTC-24AUG26-67500-P,24AUG26,67500,put,0.3,47.16,73799.92,bykaranteli.com
2026-08-21,BTC,BTC-24AUG26-68000-C,24AUG26,68000,call,0,45.33,73799.92,bykaranteli.com
2026-08-21,BTC,BTC-24AUG26-68000-P,24AUG26,68000,put,36.1,45.33,73799.92,bykaranteli.com
2026-08-21,BTC,BTC-24AUG26-68500-C,24AUG26,68500,call,0,43.63,73799.92,bykaranteli.com
2026-08-21,BTC,BTC-24AUG26-68500-P,24AUG26,68500,put,5.2,43.63,73799.92,bykaranteli.com
2026-08-21,BTC,BTC-24AUG26-69000-C,24AUG26,69000,call,0,41.96,73799.92,bykaranteli.com
2026-08-21,BTC,BTC-24AUG26-69000-P,24AUG26,69000,put,37,41.96,73799.92,bykaranteli.com
2026-08-21,BTC,BTC-24AUG26-69500-C,24AUG26,69500,call,0,40.34,73799.92,bykaranteli.com
2026-08-21,BTC,BTC-24AUG26-69500-P,24AUG26,69500,put,1.7,40.34,73799.92,bykaranteli.com
2026-08-21,BTC,BTC-24AUG26-70000-C,24AUG26,70000,call,0,39.14,73799.92,bykaranteli.com
2026-08-21,BTC,BTC-24AUG26-70000-P,24AUG26,70000,put,4.8,39.14,73799.92,bykaranteli.com
2026-08-21,BTC,BTC-24AUG26-70500-C,24AUG26,70500,call,0.4,38.15,73799.92,bykaranteli.com
2026-08-21,BTC,BTC-24AUG26-70500-P,24AUG26,70500,put,16.7,38.15,73799.92,bykaranteli.com
2026-08-21,BTC,BTC-24AUG26-71000-C,24AUG26,71000,call,2.1,37.34,73799.92,bykaranteli.com
2026-08-21,BTC,BTC-24AUG26-71000-P,24AUG26,71000,put,1.5,37.34,73799.92,bykaranteli.com
2026-08-21,BTC,BTC-24AUG26-71500-C,24AUG26,71500,call,4.2,36.75,73799.92,bykaranteli.com
2026-08-21,BTC,BTC-24AUG26-71500-P,24AUG26,71500,put,30.2,36.75,73799.92,bykaranteli.com
2026-08-21,BTC,BTC-24AUG26-72000-C,24AUG26,72000,call,84.3,36.41,73799.92,bykaranteli.com
2026-08-21,BTC,BTC-24AUG26-72000-P,24AUG26,72000,put,3.4,36.41,73799.92,bykaranteli.com
2026-08-21,BTC,BTC-24AUG26-72500-C,24AUG26,72500,call,2.7,35.95,73799.92,bykaranteli.com
2026-08-21,BTC,BTC-24AUG26-72500-P,24AUG26,72500,put,18,35.95,73799.92,bykaranteli.com
2026-08-21,BTC,BTC-24AUG26-73000-C,24AUG26,73000,call,5,35.95,73799.92,bykaranteli.com
2026-08-21,BTC,BTC-24AUG26-73000-P,24AUG26,73000,put,3.2,35.95,73799.92,bykaranteli.com
2026-08-21,BTC,BTC-24AUG26-73500-C,24AUG26,73500,call,1.1,35.9,73799.92,bykaranteli.com
2026-08-21,BTC,BTC-24AUG26-73500-P,24AUG26,73500,put,8,35.9,73799.92,bykaranteli.com
2026-08-21,BTC,BTC-24AUG26-74000-C,24AUG26,74000,call,12.5,36.21,73799.92,bykaranteli.com
2026-08-21,BTC,BTC-24AUG26-74000-P,24AUG26,74000,put,0,36.21,73799.92,bykaranteli.com
2026-08-21,BTC,BTC-24AUG26-74500-P,24AUG26,74500,put,0,36.56,73799.92,bykaranteli.com
2026-08-21,BTC,BTC-24AUG26-74500-C,24AUG26,74500,call,18.7,36.56,73799.92,bykaranteli.com
2026-08-21,BTC,BTC-24AUG26-75000-C,24AUG26,75000,call,8.8,37.17,73799.92,bykaranteli.com
2026-08-21,BTC,BTC-24AUG26-75000-P,24AUG26,75000,put,0,37.17,73799.92,bykaranteli.com
2026-08-21,BTC,BTC-24AUG26-76000-C,24AUG26,76000,call,211.7,38.77,73799.92,bykaranteli.com
2026-08-21,BTC,BTC-24AUG26-76000-P,24AUG26,76000,put,0,38.77,73799.92,bykaranteli.com
2026-08-21,BTC,BTC-24AUG26-77000-C,24AUG26,77000,call,1.8,40.94,73799.92,bykaranteli.com
2026-08-21,BTC,BTC-24AUG26-77000-P,24AUG26,77000,put,0,40.94,73799.92,bykaranteli.com
2026-08-21,BTC,BTC-24AUG26-78000-C,24AUG26,78000,call,24.8,43.62,73799.92,bykaranteli.com
2026-08-21,BTC,BTC-24AUG26-78000-P,24AUG26,78000,put,0,43.62,73799.92,bykaranteli.com
2026-08-21,BTC,BTC-24AUG26-79000-C,24AUG26,79000,call,2.1,46.83,73799.92,bykaranteli.com
2026-08-21,BTC,BTC-24AUG26-79000-P,24AUG26,79000,put,0,46.83,73799.92,bykaranteli.com
2026-08-21,BTC,BTC-24AUG26-80000-C,24AUG26,80000,call,237,50.7,73799.92,bykaranteli.com
2026-08-21,BTC,BTC-24AUG26-80000-P,24AUG26,80000,put,0,50.7,73799.92,bykaranteli.com
2026-08-21,BTC,BTC-24AUG26-81000-C,24AUG26,81000,call,0.6,54.4,73799.92,bykaranteli.com
2026-08-21,BTC,BTC-24AUG26-81000-P,24AUG26,81000,put,0,54.4,73799.92,bykaranteli.com
2026-08-21,BTC,BTC-24AUG26-85000-C,24AUG26,85000,call,7.2,67.77,73799.92,bykaranteli.com
2026-08-21,BTC,BTC-24AUG26-85000-P,24AUG26,85000,put,0,67.77,73799.92,bykaranteli.com
2026-08-21,BTC,BTC-25DEC26-20000-P,25DEC26,20000,put,299.6,91.55,75029.72,bykaranteli.com
2026-08-21,BTC,BTC-25DEC26-20000-C,25DEC26,20000,call,2.9,91.55,75028.15,bykaranteli.com
2026-08-21,BTC,BTC-25DEC26-30000-P,25DEC26,30000,put,2120.2,73.46,75029.72,bykaranteli.com
2026-08-21,BTC,BTC-25DEC26-30000-C,25DEC26,30000,call,300.6,73.46,75028.15,bykaranteli.com
2026-08-21,BTC,BTC-25DEC26-35000-C,25DEC26,35000,call,77.8,67.44,75028.15,bykaranteli.com
2026-08-21,BTC,BTC-25DEC26-35000-P,25DEC26,35000,put,2397.5,67.44,75028.15,bykaranteli.com
2026-08-21,BTC,BTC-25DEC26-40000-P,25DEC26,40000,put,4464.1,61.47,75028.15,bykaranteli.com
2026-08-21,BTC,BTC-25DEC26-40000-C,25DEC26,40000,call,250.9,61.47,75028.15,bykaranteli.com
2026-08-21,BTC,BTC-25DEC26-45000-C,25DEC26,45000,call,54.3,56.24,75028.15,bykaranteli.com
2026-08-21,BTC,BTC-25DEC26-45000-P,25DEC26,45000,put,2736.5,56.24,75028.15,bykaranteli.com
2026-08-21,BTC,BTC-25DEC26-50000-C,25DEC26,50000,call,260.8,51.72,75028.15,bykaranteli.com
2026-08-21,BTC,BTC-25DEC26-50000-P,25DEC26,50000,put,1988.9,51.72,75028.15,bykaranteli.com
2026-08-21,BTC,BTC-25DEC26-52000-P,25DEC26,52000,put,502.6,49.98,75028.15,bykaranteli.com
2026-08-21,BTC,BTC-25DEC26-52000-C,25DEC26,52000,call,0.1,49.98,75028.15,bykaranteli.com
2026-08-21,BTC,BTC-25DEC26-54000-C,25DEC26,54000,call,33.1,48.49,75029.72,bykaranteli.com
2026-08-21,BTC,BTC-25DEC26-54000-P,25DEC26,54000,put,1817.7,48.49,75029.72,bykaranteli.com
2026-08-21,BTC,BTC-25DEC26-55000-C,25DEC26,55000,call,44.9,47.82,75028.15,bykaranteli.com
2026-08-21,BTC,BTC-25DEC26-55000-P,25DEC26,55000,put,1000,47.82,75028.15,bykaranteli.com
2026-08-21,BTC,BTC-25DEC26-56000-C,25DEC26,56000,call,41.5,47.17,75028.15,bykaranteli.com
2026-08-21,BTC,BTC-25DEC26-56000-P,25DEC26,56000,put,480.5,47.17,75028.15,bykaranteli.com
2026-08-21,BTC,BTC-25DEC26-58000-C,25DEC26,58000,call,40.3,46.05,75028.15,bykaranteli.com
2026-08-21,BTC,BTC-25DEC26-58000-P,25DEC26,58000,put,1971.2,46.05,75028.15,bykaranteli.com
2026-08-21,BTC,BTC-25DEC26-60000-C,25DEC26,60000,call,787.6,45.02,75028.15,bykaranteli.com
2026-08-21,BTC,BTC-25DEC26-60000-P,25DEC26,60000,put,6603.2,45.02,75028.15,bykaranteli.com
2026-08-21,BTC,BTC-25DEC26-62000-C,25DEC26,62000,call,247.2,44.16,75028.15,bykaranteli.com
2026-08-21,BTC,BTC-25DEC26-62000-P,25DEC26,62000,put,1021.1,44.16,75028.15,bykaranteli.com
2026-08-21,BTC,BTC-25DEC26-64000-C,25DEC26,64000,call,408.9,43.44,75028.15,bykaranteli.com
2026-08-21,BTC,BTC-25DEC26-64000-P,25DEC26,64000,put,329.9,43.44,75028.15,bykaranteli.com
2026-08-21,BTC,BTC-25DEC26-65000-P,25DEC26,65000,put,875.7,43.11,75029.72,bykaranteli.com
2026-08-21,BTC,BTC-25DEC26-65000-C,25DEC26,65000,call,952.5,43.11,75028.15,bykaranteli.com
2026-08-21,BTC,BTC-25DEC26-66000-C,25DEC26,66000,call,282.1,42.82,75028.15,bykaranteli.com
2026-08-21,BTC,BTC-25DEC26-66000-P,25DEC26,66000,put,369.7,42.82,75028.15,bykaranteli.com
2026-08-21,BTC,BTC-25DEC26-68000-C,25DEC26,68000,call,937.3,42.32,75028.15,bykaranteli.com
2026-08-21,BTC,BTC-25DEC26-68000-P,25DEC26,68000,put,472.2,42.32,75028.15,bykaranteli.com
2026-08-21,BTC,BTC-25DEC26-70000-P,25DEC26,70000,put,1113,41.93,75028.15,bykaranteli.com
2026-08-21,BTC,BTC-25DEC26-70000-C,25DEC26,70000,call,1978.3,41.93,75028.15,bykaranteli.com
2026-08-21,BTC,BTC-25DEC26-72000-P,25DEC26,72000,put,341.7,41.59,75028.15,bykaranteli.com
2026-08-21,BTC,BTC-25DEC26-72000-C,25DEC26,72000,call,1272.5,41.59,75028.15,bykaranteli.com
2026-08-21,BTC,BTC-25DEC26-74000-P,25DEC26,74000,put,106.3,41.39,75028.15,bykaranteli.com
2026-08-21,BTC,BTC-25DEC26-74000-C,25DEC26,74000,call,145.9,41.39,75028.15,bykaranteli.com
2026-08-21,BTC,BTC-25DEC26-75000-C,25DEC26,75000,call,1957.1,41.32,75029.72,bykaranteli.com
2026-08-21,BTC,BTC-25DEC26-75000-P,25DEC26,75000,put,926.1,41.32,75028.15,bykaranteli.com
2026-08-21,BTC,BTC-25DEC26-76000-P,25DEC26,76000,put,142,41.25,75028.15,bykaranteli.com
2026-08-21,BTC,BTC-25DEC26-76000-C,25DEC26,76000,call,460.3,41.25,75028.15,bykaranteli.com
2026-08-21,BTC,BTC-25DEC26-78000-C,25DEC26,78000,call,854.3,41.14,75028.15,bykaranteli.com
2026-08-21,BTC,BTC-25DEC26-78000-P,25DEC26,78000,put,240.6,41.14,75028.15,bykaranteli.com
2026-08-21,BTC,BTC-25DEC26-80000-P,25DEC26,80000,put,953.8,41.17,75028.15,bykaranteli.com
2026-08-21,BTC,BTC-25DEC26-80000-C,25DEC26,80000,call,8651.8,41.17,75028.15,bykaranteli.com
2026-08-21,BTC,BTC-25DEC26-82000-P,25DEC26,82000,put,158.8,41.11,75028.15,bykaranteli.com
2026-08-21,BTC,BTC-25DEC26-82000-C,25DEC26,82000,call,1033.6,41.11,75029.72,bykaranteli.com
2026-08-21,BTC,BTC-25DEC26-84000-C,25DEC26,84000,call,736.3,41.17,75028.15,bykaranteli.com
2026-08-21,BTC,BTC-25DEC26-84000-P,25DEC26,84000,put,47.1,41.17,75028.15,bykaranteli.com
2026-08-21,BTC,BTC-25DEC26-85000-C,25DEC26,85000,call,2284.3,41.21,75028.15,bykaranteli.com
2026-08-21,BTC,BTC-25DEC26-85000-P,25DEC26,85000,put,547.1,41.21,75028.15,bykaranteli.com
2026-08-21,BTC,BTC-25DEC26-86000-C,25DEC26,86000,call,301.7,41.24,75028.15,bykaranteli.com
2026-08-21,BTC,BTC-25DEC26-86000-P,25DEC26,86000,put,23.4,41.24,75028.15,bykaranteli.com
2026-08-21,BTC,BTC-25DEC26-88000-C,25DEC26,88000,call,2899.9,41.36,75028.15,bykaranteli.com
2026-08-21,BTC,BTC-25DEC26-88000-P,25DEC26,88000,put,4.2,41.36,75028.15,bykaranteli.com
2026-08-21,BTC,BTC-25DEC26-90000-C,25DEC26,90000,call,3480.2,41.49,75028.15,bykaranteli.com
2026-08-21,BTC,BTC-25DEC26-90000-P,25DEC26,90000,put,590.6,41.49,75028.15,bykaranteli.com
2026-08-21,BTC,BTC-25DEC26-92000-C,25DEC26,92000,call,315.7,41.69,75028.15,bykaranteli.com
2026-08-21,BTC,BTC-25DEC26-92000-P,25DEC26,92000,put,5.6,41.69,75028.15,bykaranteli.com
2026-08-21,BTC,BTC-25DEC26-94000-C,25DEC26,94000,call,144.1,41.91,75028.15,bykaranteli.com
2026-08-21,BTC,BTC-25DEC26-94000-P,25DEC26,94000,put,5.3,41.91,75028.15,bykaranteli.com
2026-08-21,BTC,BTC-25DEC26-95000-C,25DEC26,95000,call,1360.2,42.03,75028.15,bykaranteli.com
2026-08-21,BTC,BTC-25DEC26-95000-P,25DEC26,95000,put,85.9,42.03,75028.15,bykaranteli.com
2026-08-21,BTC,BTC-25DEC26-96000-C,25DEC26,96000,call,1345.4,42.19,75028.15,bykaranteli.com
2026-08-21,BTC,BTC-25DEC26-96000-P,25DEC26,96000,put,11.3,42.19,75028.15,bykaranteli.com
2026-08-21,BTC,BTC-25DEC26-98000-P,25DEC26,98000,put,1.2,42.44,75028.15,bykaranteli.com
2026-08-21,BTC,BTC-25DEC26-98000-C,25DEC26,98000,call,216.1,42.44,75029.72,bykaranteli.com
2026-08-21,BTC,BTC-25DEC26-100000-C,25DEC26,100000,call,4310.7,42.74,75029.72,bykaranteli.com
2026-08-21,BTC,BTC-25DEC26-100000-P,25DEC26,100000,put,303.3,42.74,75028.15,bykaranteli.com
2026-08-21,BTC,BTC-25DEC26-102000-C,25DEC26,102000,call,286,43.04,75028.15,bykaranteli.com
2026-08-21,BTC,BTC-25DEC26-102000-P,25DEC26,102000,put,7.8,43.04,75028.15,bykaranteli.com
2026-08-21,BTC,BTC-25DEC26-104000-P,25DEC26,104000,put,0.1,43.34,75028.15,bykaranteli.com
2026-08-21,BTC,BTC-25DEC26-104000-C,25DEC26,104000,call,86.4,43.34,75028.15,bykaranteli.com
2026-08-21,BTC,BTC-25DEC26-105000-C,25DEC26,105000,call,831.3,43.53,75028.15,bykaranteli.com
2026-08-21,BTC,BTC-25DEC26-105000-P,25DEC26,105000,put,109.4,43.53,75028.15,bykaranteli.com
2026-08-21,BTC,BTC-25DEC26-106000-C,25DEC26,106000,call,819.8,43.71,75029.72,bykaranteli.com
2026-08-21,BTC,BTC-25DEC26-106000-P,25DEC26,106000,put,0.2,43.71,75029.72,bykaranteli.com
2026-08-21,BTC,BTC-25DEC26-108000-C,25DEC26,108000,call,127.5,44.01,75028.15,bykaranteli.com
2026-08-21,BTC,BTC-25DEC26-108000-P,25DEC26,108000,put,0.1,44.01,75029.72,bykaranteli.com
2026-08-21,BTC,BTC-25DEC26-110000-C,25DEC26,110000,call,2636.6,44.35,75028.15,bykaranteli.com
2026-08-21,BTC,BTC-25DEC26-110000-P,25DEC26,110000,put,54.2,44.35,75029.72,bykaranteli.com
2026-08-21,BTC,BTC-25DEC26-115000-C,25DEC26,115000,call,2341.6,45.3,75028.15,bykaranteli.com
2026-08-21,BTC,BTC-25DEC26-115000-P,25DEC26,115000,put,5,45.3,75028.15,bykaranteli.com
2026-08-21,BTC,BTC-25DEC26-120000-P,25DEC26,120000,put,35.7,46.18,75028.15,bykaranteli.com
2026-08-21,BTC,BTC-25DEC26-120000-C,25DEC26,120000,call,6036.4,46.18,75028.15,bykaranteli.com
2026-08-21,BTC,BTC-25DEC26-125000-P,25DEC26,125000,put,9.1,47.24,75028.15,bykaranteli.com
2026-08-21,BTC,BTC-25DEC26-125000-C,25DEC26,125000,call,595.4,47.24,75028.15,bykaranteli.com
2026-08-21,BTC,BTC-25DEC26-130000-P,25DEC26,130000,put,54,48.38,75028.15,bykaranteli.com
2026-08-21,BTC,BTC-25DEC26-130000-C,25DEC26,130000,call,1583.4,48.38,75028.15,bykaranteli.com
2026-08-21,BTC,BTC-25DEC26-135000-P,25DEC26,135000,put,0.7,49.45,75028.15,bykaranteli.com
2026-08-21,BTC,BTC-25DEC26-135000-C,25DEC26,135000,call,1113.9,49.45,75028.15,bykaranteli.com
2026-08-21,BTC,BTC-25DEC26-140000-P,25DEC26,140000,put,0.2,50.22,75028.15,bykaranteli.com
2026-08-21,BTC,BTC-25DEC26-140000-C,25DEC26,140000,call,1464.1,50.22,75029.72,bykaranteli.com
2026-08-21,BTC,BTC-25DEC26-150000-P,25DEC26,150000,put,2.1,52.35,75029.72,bykaranteli.com
2026-08-21,BTC,BTC-25DEC26-150000-C,25DEC26,150000,call,1626.3,52.35,75028.15,bykaranteli.com
2026-08-21,BTC,BTC-25DEC26-160000-P,25DEC26,160000,put,0,54,75028.15,bykaranteli.com
2026-08-21,BTC,BTC-25DEC26-160000-C,25DEC26,160000,call,1223.1,54,75028.15,bykaranteli.com
2026-08-21,BTC,BTC-25DEC26-170000-P,25DEC26,170000,put,0,55.78,75028.15,bykaranteli.com
2026-08-21,BTC,BTC-25DEC26-170000-C,25DEC26,170000,call,2378.5,55.78,75029.72,bykaranteli.com
2026-08-21,BTC,BTC-25DEC26-180000-C,25DEC26,180000,call,923.8,57.43,75028.15,bykaranteli.com
2026-08-21,BTC,BTC-25DEC26-180000-P,25DEC26,180000,put,0,57.43,75029.72,bykaranteli.com
2026-08-21,BTC,BTC-25DEC26-190000-P,25DEC26,190000,put,0,59.08,75028.15,bykaranteli.com
2026-08-21,BTC,BTC-25DEC26-190000-C,25DEC26,190000,call,992.3,59.08,75028.15,bykaranteli.com
2026-08-21,BTC,BTC-25DEC26-200000-P,25DEC26,200000,put,0,60.59,75029.72,bykaranteli.com
2026-08-21,BTC,BTC-25DEC26-200000-C,25DEC26,200000,call,958.4,60.59,75029.72,bykaranteli.com
2026-08-21,BTC,BTC-25DEC26-210000-C,25DEC26,210000,call,151.7,61.21,75028.15,bykaranteli.com
2026-08-21,BTC,BTC-25DEC26-210000-P,25DEC26,210000,put,0,61.21,75029.72,bykaranteli.com
2026-08-21,BTC,BTC-25DEC26-220000-C,25DEC26,220000,call,252.8,61.89,75029.72,bykaranteli.com
2026-08-21,BTC,BTC-25DEC26-220000-P,25DEC26,220000,put,0,61.89,75028.15,bykaranteli.com
2026-08-21,BTC,BTC-25DEC26-230000-C,25DEC26,230000,call,196.1,63.58,75028.15,bykaranteli.com
2026-08-21,BTC,BTC-25DEC26-230000-P,25DEC26,230000,put,0,63.58,75028.15,bykaranteli.com
2026-08-21,BTC,BTC-25DEC26-240000-P,25DEC26,240000,put,0,65.6,75028.15,bykaranteli.com
2026-08-21,BTC,BTC-25DEC26-240000-C,25DEC26,240000,call,804.5,65.6,75028.15,bykaranteli.com
2026-08-21,BTC,BTC-25DEC26-250000-C,25DEC26,250000,call,1183.7,67.51,75028.15,bykaranteli.com
2026-08-21,BTC,BTC-25DEC26-250000-P,25DEC26,250000,put,10,67.51,75028.15,bykaranteli.com
2026-08-21,BTC,BTC-25JUN27-30000-P,25JUN27,30000,put,293.7,60.69,76743,bykaranteli.com
2026-08-21,BTC,BTC-25JUN27-30000-C,25JUN27,30000,call,38.8,60.69,76743,bykaranteli.com
2026-08-21,BTC,BTC-25JUN27-40000-C,25JUN27,40000,call,17,53.93,76739.82,bykaranteli.com
2026-08-21,BTC,BTC-25JUN27-40000-P,25JUN27,40000,put,1048.6,53.93,76743,bykaranteli.com
2026-08-21,BTC,BTC-25JUN27-45000-C,25JUN27,45000,call,0.5,51.07,76743,bykaranteli.com
2026-08-21,BTC,BTC-25JUN27-45000-P,25JUN27,45000,put,150.9,51.07,76743,bykaranteli.com
2026-08-21,BTC,BTC-25JUN27-50000-P,25JUN27,50000,put,298.1,48.73,76743,bykaranteli.com
2026-08-21,BTC,BTC-25JUN27-50000-C,25JUN27,50000,call,17.5,48.73,76743,bykaranteli.com
2026-08-21,BTC,BTC-25JUN27-52000-P,25JUN27,52000,put,28.8,48.16,76739.82,bykaranteli.com
2026-08-21,BTC,BTC-25JUN27-52000-C,25JUN27,52000,call,1.1,48.16,76739.82,bykaranteli.com
2026-08-21,BTC,BTC-25JUN27-54000-P,25JUN27,54000,put,20.7,47.3,76739.82,bykaranteli.com
2026-08-21,BTC,BTC-25JUN27-54000-C,25JUN27,54000,call,0.9,47.3,76743,bykaranteli.com
2026-08-21,BTC,BTC-25JUN27-55000-P,25JUN27,55000,put,35.9,46.9,76743,bykaranteli.com
2026-08-21,BTC,BTC-25JUN27-55000-C,25JUN27,55000,call,2.9,46.9,76743,bykaranteli.com
2026-08-21,BTC,BTC-25JUN27-56000-C,25JUN27,56000,call,3,46.57,76743,bykaranteli.com
2026-08-21,BTC,BTC-25JUN27-56000-P,25JUN27,56000,put,84.4,46.57,76739.82,bykaranteli.com
2026-08-21,BTC,BTC-25JUN27-58000-C,25JUN27,58000,call,14.1,45.98,76743,bykaranteli.com
2026-08-21,BTC,BTC-25JUN27-58000-P,25JUN27,58000,put,71.1,45.98,76743,bykaranteli.com
2026-08-21,BTC,BTC-25JUN27-60000-C,25JUN27,60000,call,944.8,45.48,76743,bykaranteli.com
2026-08-21,BTC,BTC-25JUN27-60000-P,25JUN27,60000,put,156.2,45.48,76739.82,bykaranteli.com
2026-08-21,BTC,BTC-25JUN27-62000-C,25JUN27,62000,call,118.2,45.01,76743,bykaranteli.com
2026-08-21,BTC,BTC-25JUN27-62000-P,25JUN27,62000,put,66.7,45.01,76739.82,bykaranteli.com
2026-08-21,BTC,BTC-25JUN27-64000-C,25JUN27,64000,call,51,44.59,76739.82,bykaranteli.com
2026-08-21,BTC,BTC-25JUN27-64000-P,25JUN27,64000,put,17.9,44.59,76739.82,bykaranteli.com
2026-08-21,BTC,BTC-25JUN27-66000-P,25JUN27,66000,put,39.1,44.21,76739.82,bykaranteli.com
2026-08-21,BTC,BTC-25JUN27-66000-C,25JUN27,66000,call,28.7,44.21,76739.82,bykaranteli.com
2026-08-21,BTC,BTC-25JUN27-68000-P,25JUN27,68000,put,14,43.92,76739.82,bykaranteli.com
2026-08-21,BTC,BTC-25JUN27-68000-C,25JUN27,68000,call,11.4,43.92,76739.82,bykaranteli.com
2026-08-21,BTC,BTC-25JUN27-70000-C,25JUN27,70000,call,193.7,43.64,76743,bykaranteli.com
2026-08-21,BTC,BTC-25JUN27-70000-P,25JUN27,70000,put,14.1,43.64,76739.82,bykaranteli.com
2026-08-21,BTC,BTC-25JUN27-72000-P,25JUN27,72000,put,1.4,43.41,76739.82,bykaranteli.com
2026-08-21,BTC,BTC-25JUN27-72000-C,25JUN27,72000,call,88.7,43.41,76743,bykaranteli.com
2026-08-21,BTC,BTC-25JUN27-74000-P,25JUN27,74000,put,2.2,43.2,76739.82,bykaranteli.com
2026-08-21,BTC,BTC-25JUN27-74000-C,25JUN27,74000,call,18.5,43.2,76739.82,bykaranteli.com
2026-08-21,BTC,BTC-25JUN27-76000-P,25JUN27,76000,put,14.7,43.01,76743,bykaranteli.com
2026-08-21,BTC,BTC-25JUN27-76000-C,25JUN27,76000,call,22.3,43.01,76743,bykaranteli.com
2026-08-21,BTC,BTC-25JUN27-78000-P,25JUN27,78000,put,0.4,42.87,76743,bykaranteli.com
2026-08-21,BTC,BTC-25JUN27-78000-C,25JUN27,78000,call,12.8,42.87,76739.82,bykaranteli.com
2026-08-21,BTC,BTC-25JUN27-80000-C,25JUN27,80000,call,76.8,42.75,76739.82,bykaranteli.com
2026-08-21,BTC,BTC-25JUN27-80000-P,25JUN27,80000,put,8.5,42.75,76739.82,bykaranteli.com
2026-08-21,BTC,BTC-25JUN27-82000-P,25JUN27,82000,put,2.2,42.65,76743,bykaranteli.com
2026-08-21,BTC,BTC-25JUN27-82000-C,25JUN27,82000,call,60.3,42.65,76739.82,bykaranteli.com
