date,venue,market,symbol,quote,price_usd,volume_24h_usd,open_interest_usd,funding_rate_8h_pct,source
2026-08-21,independentreserve,spot,USDC,USD,1.00594,301724,,,bykaranteli.com
2026-08-21,independentreserve,spot,USDT,USD,0.99431,1304115,,,bykaranteli.com
2026-08-21,independentreserve,spot,XRP,USD,1.46408,1325392,,,bykaranteli.com
2026-08-21,kraken,perp,AAVE,USD,121.81,8121142,2812510,0.02346365726075718,bykaranteli.com
2026-08-21,kraken,perp,ADA,USD,0.22853,31454325,5466456,0.04137060479854715,bykaranteli.com
2026-08-21,kraken,perp,APT,USD,0.6446,417612,477427,0.06227866582941737,bykaranteli.com
2026-08-21,kraken,perp,ARB,USD,0.09804,1595609,1595233,0.05897208117409919,bykaranteli.com
2026-08-21,kraken,perp,AVAX,USD,7.8,4440944,2735120,0.04118343066609075,bykaranteli.com
2026-08-21,kraken,perp,BCH,USD,286.62,5549327,1514532,0.02481568484865496,bykaranteli.com
2026-08-21,kraken,perp,BNB,USD,687.83,2731746,2108811,0.03944061843191325,bykaranteli.com
2026-08-21,kraken,perp,BTC,USD,78193,1831566184,202322495,0.03246944218802122,bykaranteli.com
2026-08-21,kraken,perp,DOGE,USD,0.0912,24455672,4679243,-0.001471881656178593,bykaranteli.com
2026-08-21,kraken,perp,DOT,USD,0.9345,3653884,4240706,0.02953007935755513,bykaranteli.com
2026-08-21,kraken,perp,ENA,USD,0.1429,9398216,1469727,0.07198376614032939,bykaranteli.com
2026-08-21,kraken,perp,ETH,USD,2512.7,421901161,66259394,0.0528997200627301,bykaranteli.com
2026-08-21,kraken,perp,FIL,USD,0.8065,1416850,594978,0.05425637204469199,bykaranteli.com
2026-08-21,kraken,perp,HBAR,USD,0.07983,2881153,1124709,0.03872848454576049,bykaranteli.com
2026-08-21,kraken,perp,HYPE,USD,75.551,56035624,15836041,0.03039043473288789,bykaranteli.com
2026-08-21,kraken,perp,LINK,USD,12.002,14862804,5796898,0.04386131808899493,bykaranteli.com
2026-08-21,kraken,perp,LTC,USD,52.98,2727058,3888084,0.06196605011083933,bykaranteli.com
2026-08-21,kraken,perp,NEAR,USD,1.9523,5912889,3185900,-0.002034864553353617,bykaranteli.com
2026-08-21,kraken,perp,ONDO,USD,0.3975,3375090,3022804,0.03829721963400349,bykaranteli.com
2026-08-21,kraken,perp,OP,USD,0.10681,605015,542156,0.120983093561702,bykaranteli.com
2026-08-21,kraken,perp,PEPE,USD,0.0000041606,6367378,2596646,0.08218608195535866,bykaranteli.com
2026-08-21,kraken,perp,SOL,USD,93.41,305602183,35849307,0.04276203630500948,bykaranteli.com
2026-08-21,kraken,perp,SUI,USD,0.8398,13205856,4035468,0.005448325739128889,bykaranteli.com
2026-08-21,kraken,perp,TAO,USD,229.5,5573949,2572594,0.05464142725584015,bykaranteli.com
2026-08-21,kraken,perp,TRX,USD,0.34321,380500,1207169,0.05371635644518215,bykaranteli.com
2026-08-21,kraken,perp,UNI,USD,4.114,4825587,2604315,0.01990070414515269,bykaranteli.com
2026-08-21,kraken,perp,WIF,USD,0.1973,1515570,609846,-0.02626836746016641,bykaranteli.com
2026-08-21,kraken,perp,XLM,USD,0.20142,3351101,2259212,0.06090326668455536,bykaranteli.com
2026-08-21,kraken,perp,XRP,USD,1.4502,144462838,14030689,0.06578086279071348,bykaranteli.com
2026-08-21,kraken,spot,ADA,USD,0.228352,22174678,,,bykaranteli.com
2026-08-21,kraken,spot,BTC,USD,78195.1,508972878,,,bykaranteli.com
2026-08-21,kraken,spot,DAI,USD,0.9985,37241,,,bykaranteli.com
2026-08-21,kraken,spot,DOGE,USD,0.0912692,30281492,,,bykaranteli.com
2026-08-21,kraken,spot,ETH,USD,2512.07,146146171,,,bykaranteli.com
2026-08-21,kraken,spot,SOL,USD,93.46,49607768,,,bykaranteli.com
2026-08-21,kraken,spot,USDC,USD,1,126445612,,,bykaranteli.com
2026-08-21,kraken,spot,USDT,USD,0.99979,336599765,,,bykaranteli.com
2026-08-21,kraken,spot,XRP,USD,1.44944,190850214,,,bykaranteli.com
2026-08-21,kucoin,perp,AAVE,USDT,121.93,12366955,19444304,0.01,bykaranteli.com
2026-08-21,kucoin,perp,ADA,USDT,0.22843,36232068,54494462,0.01,bykaranteli.com
2026-08-21,kucoin,perp,APT,USDT,0.6445,4520633,5412614,0.01,bykaranteli.com
2026-08-21,kucoin,perp,ARB,USDT,0.09806,3864867,17714270,0.01,bykaranteli.com
2026-08-21,kucoin,perp,AVAX,USDT,7.797,13795891,22352364,0.01,bykaranteli.com
2026-08-21,kucoin,perp,BCH,USDT,286.15,14491413,20062431,0.01,bykaranteli.com
2026-08-21,kucoin,perp,BNB,USDT,687.37,6498101,53076910,0.01,bykaranteli.com
2026-08-21,kucoin,perp,BTC,USDT,78205.8,1289636871,1615592074,0.01,bykaranteli.com
2026-08-21,kucoin,perp,DOGE,USDT,0.09122,60592524,139478910,0.01,bykaranteli.com
2026-08-21,kucoin,perp,DOT,USDT,0.936,4401234,9755154,0.01,bykaranteli.com
2026-08-21,kucoin,perp,ENA,USDT,0.14311,56620124,26651086,0.005,bykaranteli.com
2026-08-21,kucoin,perp,ETH,USDT,2519.41,1123204761,931499645,0.01,bykaranteli.com
2026-08-21,kucoin,perp,FIL,USDT,0.8063,5256817,7500052,0.01,bykaranteli.com
2026-08-21,kucoin,perp,HBAR,USDT,0.07972,6992443,12608459,0.01,bykaranteli.com
2026-08-21,kucoin,perp,HYPE,USDT,75.728,86896201,94324252,0.005,bykaranteli.com
2026-08-21,kucoin,perp,LINK,USDT,12.025,19698551,36844528,0.01,bykaranteli.com
2026-08-21,kucoin,perp,LTC,USDT,52.95,14214646,24982170,0.01,bykaranteli.com
2026-08-21,kucoin,perp,NEAR,USDT,1.951,17952977,45992734,0.01,bykaranteli.com
2026-08-21,kucoin,perp,ONDO,USDT,0.3977,7860195,29955726,0.005,bykaranteli.com
2026-08-21,kucoin,perp,OP,USDT,0.1069,2074160,3413519,0.01,bykaranteli.com
2026-08-21,kucoin,perp,PEPE,USDT,0.0000041718,66923672,39431628,0.01,bykaranteli.com
2026-08-21,kucoin,perp,SOL,USDT,93.516,251526161,221919116,0.01,bykaranteli.com
2026-08-21,kucoin,perp,SUI,USDT,0.8398,31404760,80817768,0.01,bykaranteli.com
2026-08-21,kucoin,perp,TAO,USDT,229.96,19109654,46702528,0.005,bykaranteli.com
2026-08-21,kucoin,perp,TRX,USDT,0.34318,3415422,26799441,0.01,bykaranteli.com
2026-08-21,kucoin,perp,UNI,USDT,4.112,9418799,20722687,-0.0005,bykaranteli.com
2026-08-21,kucoin,perp,WIF,USDT,0.1981,8736993,7794094,0.005,bykaranteli.com
2026-08-21,kucoin,perp,XLM,USDT,0.2018,9533194,24995184,0.01,bykaranteli.com
2026-08-21,kucoin,perp,XRP,USDT,1.45016,398372463,246015090,0.01,bykaranteli.com
2026-08-21,kucoin,spot,BNB,USDT,686.474,21490245,,,bykaranteli.com
2026-08-21,kucoin,spot,BTC,USDT,78185.2,430390144,,,bykaranteli.com
2026-08-21,kucoin,spot,DOGE,USDT,0.0913,34649266,,,bykaranteli.com
2026-08-21,kucoin,spot,ETH,USDT,2512.94,299324900,,,bykaranteli.com
2026-08-21,kucoin,spot,SOL,USDT,93.49,59001978,,,bykaranteli.com
2026-08-21,kucoin,spot,USDC,USDT,1.0004,57493204,,,bykaranteli.com
2026-08-21,kucoin,spot,XRP,USDT,1.44951,190109205,,,bykaranteli.com
2026-08-21,luno,spot,AAVE,ZAR,119.9045262552798,2441,,,bykaranteli.com
2026-08-21,luno,spot,ADA,ZAR,0.2311864237334733,76779,,,bykaranteli.com
2026-08-21,luno,spot,AVAX,ZAR,8.113393816700407,724,,,bykaranteli.com
2026-08-21,luno,spot,BCH,ZAR,299.9175226812627,3237,,,bykaranteli.com
2026-08-21,luno,spot,BTC,ZAR,78803.2041188673,8518596,,,bykaranteli.com
2026-08-21,luno,spot,DOGE,ZAR,0.0938491914723451,154981,,,bykaranteli.com
2026-08-21,luno,spot,DOT,ZAR,0.9372422583789458,340,,,bykaranteli.com
2026-08-21,luno,spot,ETH,ZAR,2530.554097623154,786233,,,bykaranteli.com
2026-08-21,luno,spot,LINK,ZAR,12.37972057684137,10745,,,bykaranteli.com
2026-08-21,luno,spot,LTC,ZAR,53.67273999650096,19726,,,bykaranteli.com
2026-08-21,luno,spot,SOL,ZAR,94.23783459548623,393813,,,bykaranteli.com
2026-08-21,luno,spot,TRX,ZAR,0.344905151083452,943,,,bykaranteli.com
2026-08-21,luno,spot,UNI,ZAR,4.373172377596161,1164,,,bykaranteli.com
2026-08-21,luno,spot,USDC,ZAR,1.007954062632776,394757,,,bykaranteli.com
2026-08-21,luno,spot,USDT,ZAR,1.008478918297468,2214030,,,bykaranteli.com
2026-08-21,luno,spot,XLM,ZAR,0.2030691559821049,7243,,,bykaranteli.com
2026-08-21,luno,spot,XRP,ZAR,1.46084826672665,3028125,,,bykaranteli.com
2026-08-21,mercadobitcoin,spot,ADA,BRL,0.2290398035917957,52376,,,bykaranteli.com
2026-08-21,mercadobitcoin,spot,AVAX,BRL,7.856714802141932,25200,,,bykaranteli.com
2026-08-21,mercadobitcoin,spot,BTC,BRL,78184.38400123721,5401281,,,bykaranteli.com
2026-08-21,mercadobitcoin,spot,DOGE,BRL,0.09113456668406503,21015,,,bykaranteli.com
2026-08-21,mercadobitcoin,spot,DOT,BRL,0.9429720272961009,1755,,,bykaranteli.com
2026-08-21,mercadobitcoin,spot,ETH,BRL,2513.097102205726,1207290,,,bykaranteli.com
2026-08-21,mercadobitcoin,spot,LINK,BRL,12.0182102882329,41058,,,bykaranteli.com
2026-08-21,mercadobitcoin,spot,LTC,BRL,53.29119062808096,15829,,,bykaranteli.com
2026-08-21,mercadobitcoin,spot,SOL,BRL,93.90283979972548,299382,,,bykaranteli.com
2026-08-21,mercadobitcoin,spot,USDC,BRL,0.9993233969340216,5735798,,,bykaranteli.com
2026-08-21,mercadobitcoin,spot,USDT,BRL,0.9993813914825339,1463930,,,bykaranteli.com
2026-08-21,mercadobitcoin,spot,XRP,BRL,1.452376809913202,694550,,,bykaranteli.com
2026-08-21,mexc,perp,AAVE,USDT,121.88,70696436,24909284,0.01,bykaranteli.com
2026-08-21,mexc,perp,ADA,USDT,0.2286,107378803,33498655,0.01,bykaranteli.com
2026-08-21,mexc,perp,APT,USDT,0.6452,9793327,21806377,0.01,bykaranteli.com
2026-08-21,mexc,perp,ARB,USDT,0.09794,11580022,17043034,0.01,bykaranteli.com
2026-08-21,mexc,perp,AVAX,USDT,7.799,75325334,23735718,0.01,bykaranteli.com
2026-08-21,mexc,perp,BCH,USDT,286.45,33927657,51948807,0.0191,bykaranteli.com
2026-08-21,mexc,perp,BNB,USDT,689.1,34546194,61891448,0.0225,bykaranteli.com
2026-08-21,mexc,perp,BTC,USDT,78151,10674725417,5078754178,0.01,bykaranteli.com
2026-08-21,mexc,perp,DOGE,USDT,0.09124,281695084,90083059,0.01,bykaranteli.com
2026-08-21,mexc,perp,DOT,USDT,0.9344,18016756,18339652,0.01,bykaranteli.com
2026-08-21,mexc,perp,ENA,USDT,0.14289,229436852,35726438,0.0137,bykaranteli.com
2026-08-21,mexc,perp,ETH,USDT,2512.11,5351852465,1730660758,0.01,bykaranteli.com
2026-08-21,mexc,perp,HBAR,USDT,0.0795,14889649,15102628,0.01,bykaranteli.com
2026-08-21,mexc,perp,HYPE,USDT,75.552,409109604,81977939,0.014,bykaranteli.com
2026-08-21,mexc,perp,LINK,USDT,12.008,160264885,37982625,0.01,bykaranteli.com
2026-08-21,mexc,perp,LTC,USDT,52.96,23590063,26015116,0.01,bykaranteli.com
2026-08-21,mexc,perp,NEAR,USDT,1.954,38959981,30190789,0.01,bykaranteli.com
2026-08-21,mexc,perp,ONDO,USDT,0.3971,57618326,47405186,0.005,bykaranteli.com
2026-08-21,mexc,perp,OP,USDT,0.10676,5178509,5296511,0.01,bykaranteli.com
2026-08-21,mexc,perp,PEPE,USDT,0.0000041679,514907856,87734962,0.0282,bykaranteli.com
2026-08-21,mexc,perp,SOL,USDT,93.45,2283991829,325698014,0.01,bykaranteli.com
2026-08-21,mexc,perp,SUI,USDT,0.8404,164301813,84200965,0.01,bykaranteli.com
2026-08-21,mexc,perp,TAO,USDT,229.64,101272145,68049740,0.005,bykaranteli.com
2026-08-21,mexc,perp,TRX,USDT,0.34304,7011633,18833555,0.01,bykaranteli.com
2026-08-21,mexc,perp,UNI,USDT,4.118,33024727,25910442,0.01,bykaranteli.com
2026-08-21,mexc,perp,WIF,USDT,0.1978,10873408,17229903,0.005,bykaranteli.com
2026-08-21,mexc,perp,XLM,USDT,0.20154,33278377,23010217,0.01,bykaranteli.com
2026-08-21,mexc,perp,XRP,USDT,1.4487,1522292020,239322195,0.01,bykaranteli.com
2026-08-21,mexc,spot,BNB,USDT,687.42,48252438,,,bykaranteli.com
2026-08-21,mexc,spot,BTC,USDT,78268.14,1176662728,,,bykaranteli.com
2026-08-21,mexc,spot,DOGE,USDT,0.09159,33126687,,,bykaranteli.com
2026-08-21,mexc,spot,ETH,USDT,2520.01,795868208,,,bykaranteli.com
2026-08-21,mexc,spot,FDUSD,USDT,0.9988,236966,,,bykaranteli.com
2026-08-21,mexc,spot,SOL,USDT,93.64,164102395,,,bykaranteli.com
2026-08-21,mexc,spot,USDC,USDT,1.00016,145813716,,,bykaranteli.com
2026-08-21,mexc,spot,XRP,USDT,1.4527,141882142,,,bykaranteli.com
2026-08-21,okx,perp,AAVE,USDT,121.68,135376465,18607467,0.01,bykaranteli.com
2026-08-21,okx,perp,ADA,USDT,0.2286,148163467,26733680,0.01,bykaranteli.com
2026-08-21,okx,perp,APT,USDT,0.6443,18859468,5202524,0.01,bykaranteli.com
2026-08-21,okx,perp,ARB,USDT,0.09791,16135562,4722727,0.01,bykaranteli.com
2026-08-21,okx,perp,AVAX,USDT,7.799,60587656,15988513,0.01,bykaranteli.com
2026-08-21,okx,perp,BCH,USDT,285.6,282863444,32959945,0.01,bykaranteli.com
2026-08-21,okx,perp,BNB,USDT,686.4,126548136,50650177,0.01,bykaranteli.com
2026-08-21,okx,perp,BTC,USDT,78171.2,19055239948,2325487677,0.01,bykaranteli.com
2026-08-21,okx,perp,DOGE,USDT,0.09127,762748635,106128547,0.01,bykaranteli.com
2026-08-21,okx,perp,DOT,USDT,0.9342,28927740,7990487,0.01,bykaranteli.com
2026-08-21,okx,perp,ENA,USDT,0.14268,536198777,13927186,0.005,bykaranteli.com
2026-08-21,okx,perp,ETH,USDT,2512.53,15651533616,1444878004,0.01,bykaranteli.com
2026-08-21,okx,perp,FIL,USDT,0.8058,55894862,13491198,0.01,bykaranteli.com
2026-08-21,okx,perp,HBAR,USDT,0.07947,18278806,4612318,0.01,bykaranteli.com
2026-08-21,okx,perp,HYPE,USDT,75.554,779127483,107171135,0.01110437543568,bykaranteli.com
2026-08-21,okx,perp,LINK,USDT,12.007,137761225,28909086,0.01,bykaranteli.com
2026-08-21,okx,perp,LTC,USDT,52.93,77647236,23008967,0.01,bykaranteli.com
2026-08-21,okx,perp,NEAR,USDT,1.95,66326551,23659561,0.01,bykaranteli.com
2026-08-21,okx,perp,ONDO,USDT,0.3966,78957512,13278929,0.005,bykaranteli.com
2026-08-21,okx,perp,OP,USDT,0.10675,15951189,4471662,0.01,bykaranteli.com
2026-08-21,okx,perp,PEPE,USDT,0.000004163,594968342,42448737,0.01216314767195,bykaranteli.com
2026-08-21,okx,perp,SOL,USDT,93.43,1479878907,271588053,0.01,bykaranteli.com
2026-08-21,okx,perp,SUI,USDT,0.8402,184613457,28326389,0.01,bykaranteli.com
2026-08-21,okx,perp,TAO,USDT,229.8,43676916,15280041,0.01,bykaranteli.com
2026-08-21,okx,perp,TRX,USDT,0.34306,13824416,14977101,0.01,bykaranteli.com
2026-08-21,okx,perp,UNI,USDT,4.112,78740433,22130476,0.01,bykaranteli.com
2026-08-21,okx,perp,WIF,USDT,0.1973,24223845,4827628,0.005,bykaranteli.com
2026-08-21,okx,perp,XLM,USDT,0.20133,36648646,9746601,0.01,bykaranteli.com
2026-08-21,okx,perp,XRP,USDT,1.4496,1507615101,112570987,0.01,bykaranteli.com
2026-08-21,okx,spot,BNB,USDT,686.6,11859498149,,,bykaranteli.com
2026-08-21,okx,spot,BTC,USDT,78180.8,110058657109348,,,bykaranteli.com
2026-08-21,okx,spot,DOGE,USDT,0.09128,11845843,,,bykaranteli.com
2026-08-21,okx,spot,ETH,USDT,2512.56,1885473237889,,,bykaranteli.com
2026-08-21,okx,spot,SOL,USDT,93.49,14980744044,,,bykaranteli.com
2026-08-21,okx,spot,USDC,USDT,1.0002,202251331,,,bykaranteli.com
2026-08-21,okx,spot,XRP,USDT,1.4501,274664408,,,bykaranteli.com
2026-08-21,paradex,perp,AAVE,USD,116.16,9703,44677,0.010512411981,bykaranteli.com
2026-08-21,paradex,perp,ADA,USD,0.2224,4218,19087,0.011597773083,bykaranteli.com
2026-08-21,paradex,perp,AVAX,USD,8.075,266,11599,0.010012474922,bykaranteli.com
2026-08-21,paradex,perp,BNB,USD,689.54,71750,65745,0.010059459034,bykaranteli.com
2026-08-21,paradex,perp,BTC,USD,78314.7,18548254,1998633,0.009999317762,bykaranteli.com
2026-08-21,paradex,perp,DOGE,USD,0.09057,3790,26234,0.010017450582,bykaranteli.com
2026-08-21,paradex,perp,ENA,USD,0.1505,8760,29463,0.010266006297,bykaranteli.com
2026-08-21,paradex,perp,ETH,USD,2513.54,5128326,2500505,0.012513836885,bykaranteli.com
2026-08-21,paradex,perp,HYPE,USD,75.611,343579,288258,0.018588358489,bykaranteli.com
2026-08-21,paradex,perp,LINK,USD,12.187,92530,33346,0.010009799796,bykaranteli.com
2026-08-21,paradex,perp,LTC,USD,50.48,2526,11651,0.010001548714,bykaranteli.com
2026-08-21,paradex,perp,NEAR,USD,1.9472,7955,9946,0.009862009487,bykaranteli.com
2026-08-21,paradex,perp,ONDO,USD,0.3784,1753,4421,0.010007726873,bykaranteli.com
2026-08-21,paradex,perp,PEPE,USD,0.0035,13,3917,0.023032661594,bykaranteli.com
2026-08-21,paradex,perp,SOL,USD,94.11,287725,649732,0.010002511316,bykaranteli.com
2026-08-21,paradex,perp,SUI,USD,0.842,6280,29949,0.010030551523,bykaranteli.com
2026-08-21,paradex,perp,TAO,USD,232.6,6117,40977,0.011956197246,bykaranteli.com
2026-08-21,paradex,perp,TRX,USD,0.34003,464,34189,0.010000510035,bykaranteli.com
2026-08-21,paradex,perp,UNI,USD,3.924,3504,17264,0.009974286334,bykaranteli.com
2026-08-21,paradex,perp,XRP,USD,1.4728,18421,41083,0.010006115163,bykaranteli.com
2026-08-21,phemex,perp,AAVE,USDT,121.81,4688654,4286926,0.01,bykaranteli.com
2026-08-21,phemex,perp,ADA,USDT,0.2286,9795009,37940179,0.01,bykaranteli.com
2026-08-21,phemex,perp,ARB,USDT,0.0978,6314077,6312441,0.01,bykaranteli.com
2026-08-21,phemex,perp,AVAX,USDT,7.795,8126330,21698370,0.01,bykaranteli.com
2026-08-21,phemex,perp,BCH,USDT,286,8699210,5401346,0.01,bykaranteli.com
2026-08-21,phemex,perp,BNB,USDT,687.24,57706473,66417567,0.013513,bykaranteli.com
2026-08-21,phemex,perp,BTC,USDT,78162.5,704285515,161636053,0.01,bykaranteli.com
2026-08-21,phemex,perp,DOGE,USDT,0.09126,13084328,92806156,0.01,bykaranteli.com
2026-08-21,phemex,perp,DOT,USDT,0.936,2118309,1402668,0.01,bykaranteli.com
2026-08-21,phemex,perp,ENA,USDT,0.1429,15421080,1682969,0.005,bykaranteli.com
2026-08-21,phemex,perp,ETH,USDT,2511.96,87552600,247492683,0.01,bykaranteli.com
2026-08-21,phemex,perp,FIL,USDT,0.806,1982649,1990378,0.01,bykaranteli.com
2026-08-21,phemex,perp,HBAR,USDT,0.07941,2042088,2251208,0.01,bykaranteli.com
2026-08-21,phemex,perp,HYPE,USDT,75.7,4125192,10093384,0.017076,bykaranteli.com
2026-08-21,phemex,perp,LINK,USDT,12.015,15821547,19492469,0.01909,bykaranteli.com
2026-08-21,phemex,perp,LTC,USDT,53,9934898,18645776,0.01,bykaranteli.com
2026-08-21,phemex,perp,NEAR,USDT,1.956,5376643,2812809,0.01,bykaranteli.com
2026-08-21,phemex,perp,ONDO,USDT,0.3974,5602528,3337827,0.005,bykaranteli.com
2026-08-21,phemex,perp,SOL,USDT,93.43,45774583,36843906,0.01,bykaranteli.com
2026-08-21,phemex,perp,SUI,USDT,0.8405,15701393,7018535,0.01,bykaranteli.com
2026-08-21,phemex,perp,TAO,USDT,229.77,10583787,1983275,0.005,bykaranteli.com
2026-08-21,phemex,perp,TRX,USDT,0.34307,1584239,5084703,0.01,bykaranteli.com
2026-08-21,phemex,perp,UNI,USDT,4.119,7482301,19037937,0.01,bykaranteli.com
2026-08-21,phemex,perp,XLM,USDT,0.20137,8377071,6129309,0.01,bykaranteli.com
2026-08-21,phemex,perp,XRP,USDT,1.449,42047487,53067488,0.01,bykaranteli.com
2026-08-21,poloniex,spot,AAVE,USDT,118.84,10586642,,,bykaranteli.com
2026-08-21,poloniex,spot,ADA,USDT,0.22836,14481031,,,bykaranteli.com
2026-08-21,poloniex,spot,APT,USDT,0.636,2196166,,,bykaranteli.com
2026-08-21,poloniex,spot,ARB,USDT,0.099,2072045,,,bykaranteli.com
2026-08-21,poloniex,spot,AVAX,USDT,7.831,9312995,,,bykaranteli.com
2026-08-21,poloniex,spot,BCH,USDT,285.98,12171338,,,bykaranteli.com
2026-08-21,poloniex,spot,BNB,USDT,687.49,38323867,,,bykaranteli.com
2026-08-21,poloniex,spot,BTC,USDT,78164.93,691639760,,,bykaranteli.com
2026-08-21,poloniex,spot,DOGE,USDT,0.09165,31834358,,,bykaranteli.com
2026-08-21,poloniex,spot,DOT,USDT,0.939,2607346,,,bykaranteli.com
2026-08-21,poloniex,spot,ENA,USDT,0.1398,278,,,bykaranteli.com
2026-08-21,poloniex,spot,ETH,USDT,2512.84,309644501,,,bykaranteli.com
2026-08-21,poloniex,spot,FIL,USDT,0.806,2721908,,,bykaranteli.com
2026-08-21,poloniex,spot,LINK,USDT,12.0132,16991781,,,bykaranteli.com
2026-08-21,poloniex,spot,LTC,USDT,53.088,9768992,,,bykaranteli.com
2026-08-21,poloniex,spot,NEAR,USDT,1.965,8782211,,,bykaranteli.com
2026-08-21,poloniex,spot,ONDO,USDT,0.3569,1758,,,bykaranteli.com
2026-08-21,poloniex,spot,OP,USDT,0.1063,1334860,,,bykaranteli.com
2026-08-21,poloniex,spot,PEPE,USDT,0.00000415918,13677979,,,bykaranteli.com
2026-08-21,poloniex,spot,SOL,USDT,93.512,68451019,,,bykaranteli.com
2026-08-21,poloniex,spot,SUI,USDT,0.8401,20141756,,,bykaranteli.com
2026-08-21,poloniex,spot,TRX,USDT,0.34299,11487446,,,bykaranteli.com
2026-08-21,poloniex,spot,UNI,USDT,4.131,8335882,,,bykaranteli.com
2026-08-21,poloniex,spot,WIF,USDT,0.1297,0,,,bykaranteli.com
2026-08-21,poloniex,spot,XLM,USDT,0.2023,9019182,,,bykaranteli.com
2026-08-21,poloniex,spot,XRP,USDT,1.4493,105486097,,,bykaranteli.com
2026-08-21,upbit,spot,ADA,KRW,0.2279679533867444,21804861,,,bykaranteli.com
2026-08-21,upbit,spot,BTC,KRW,78241.80626365622,301006062,,,bykaranteli.com
2026-08-21,upbit,spot,DOGE,KRW,0.09176984705025491,49767339,,,bykaranteli.com
2026-08-21,upbit,spot,ETH,KRW,2512.745812090313,187974297,,,bykaranteli.com
2026-08-21,upbit,spot,SOL,KRW,93.44501092498179,62442450,,,bykaranteli.com
2026-08-21,upbit,spot,USDC,KRW,1.000728332119446,3353954,,,bykaranteli.com
2026-08-21,upbit,spot,USDT,KRW,1,281383198,,,bykaranteli.com
2026-08-21,upbit,spot,XRP,KRW,1.44938091769847,490557779,,,bykaranteli.com
2026-08-21,whitebit,perp,AAVE,USDT,121.38,33936749,19349271,-0.028714,bykaranteli.com
2026-08-21,whitebit,perp,ADA,USDT,0.227934,43188838,25294321,0.01,bykaranteli.com
2026-08-21,whitebit,perp,APT,USDT,0.6454,6991001,4285846,0.01,bykaranteli.com
2026-08-21,whitebit,perp,ARB,USDT,0.09767,3370364,4907219,0.01,bykaranteli.com
2026-08-21,whitebit,perp,AVAX,USDT,7.7999,14311684,15696183,0.01,bykaranteli.com
2026-08-21,whitebit,perp,BCH,USDT,285.92,29351824,29964539,0.01,bykaranteli.com
2026-08-21,whitebit,perp,BNB,USDT,686.51,38124020,39283777,0.01,bykaranteli.com
2026-08-21,whitebit,perp,BTC,USDT,78172.4,7107066165,1599736566,0.01,bykaranteli.com
2026-08-21,whitebit,perp,DOGE,USDT,0.091218,112217493,69734469,0.01,bykaranteli.com
2026-08-21,whitebit,perp,DOT,USDT,0.9329,3857503,7383243,0.01,bykaranteli.com
2026-08-21,whitebit,perp,ENA,USDT,0.1427,18166371,19491963,0.005,bykaranteli.com
2026-08-21,whitebit,perp,ETH,USDT,2518.31,10048257657,1151813094,0.046369,bykaranteli.com
2026-08-21,whitebit,perp,FIL,USDT,0.8079,8326079,9903063,0.01,bykaranteli.com
2026-08-21,whitebit,perp,HBAR,USDT,0.07948,14275112,6312545,0.008981,bykaranteli.com
2026-08-21,whitebit,perp,HYPE,USDT,75.64,21951094,94508173,0.023308,bykaranteli.com
2026-08-21,whitebit,perp,LINK,USDT,12.005,35448455,31214437,0.01,bykaranteli.com
2026-08-21,whitebit,perp,LTC,USDT,52.85,68396169,17036345,0.01,bykaranteli.com
2026-08-21,whitebit,perp,NEAR,USDT,1.954,20154459,19740414,0.01,bykaranteli.com
2026-08-21,whitebit,perp,ONDO,USDT,0.3966,5673944,12396793,0.005,bykaranteli.com
2026-08-21,whitebit,perp,OP,USDT,0.1066,2240360,3464499,0.01,bykaranteli.com
2026-08-21,whitebit,perp,PEPE,USDT,0.000004147,2911229,7874008,0.01,bykaranteli.com
2026-08-21,whitebit,perp,SOL,USDT,93.4581,346117955,194863484,0.01,bykaranteli.com
2026-08-21,whitebit,perp,SUI,USDT,0.8386,37058763,23947294,0.01,bykaranteli.com
2026-08-21,whitebit,perp,TAO,USDT,229.74,11061945,14566814,0.005,bykaranteli.com
2026-08-21,whitebit,perp,TRX,USDT,0.342596,32218352,21057586,0.01,bykaranteli.com
2026-08-21,whitebit,perp,UNI,USDT,4.1099,21083701,17692482,0.01,bykaranteli.com
2026-08-21,whitebit,perp,WIF,USDT,0.1974,7166891,3869472,0.005,bykaranteli.com
2026-08-21,whitebit,perp,XLM,USDT,0.20152,9652176,9544443,0.01,bykaranteli.com
2026-08-21,whitebit,perp,XRP,USDT,1.44937,593538796,112642555,0.01,bykaranteli.com
2026-08-21,whitebit,spot,AAVE,USDT,121.6515,10080756,,,bykaranteli.com
2026-08-21,whitebit,spot,ADA,USDT,0.228458,21597923,,,bykaranteli.com
2026-08-21,whitebit,spot,APT,USDT,0.6441,4888421,,,bykaranteli.com
2026-08-21,whitebit,spot,ARB,USDT,0.098,2381208,,,bykaranteli.com
2026-08-21,whitebit,spot,AVAX,USDT,7.8004,3291620,,,bykaranteli.com
2026-08-21,whitebit,spot,BCH,USDT,285.01,21478879,,,bykaranteli.com
2026-08-21,whitebit,spot,BNB,USDT,686.54,5165488,,,bykaranteli.com
2026-08-21,whitebit,spot,BTC,USDT,78180.43,577684576,,,bykaranteli.com
2026-08-21,whitebit,spot,DOGE,USDT,0.0912972,11538488,,,bykaranteli.com
2026-08-21,whitebit,spot,DOT,USDT,0.9349,1986772,,,bykaranteli.com
2026-08-21,whitebit,spot,ENA,USDT,0.1426,9607491,,,bykaranteli.com
