date,currency,dvol,source
2022-01-08,ETH,83.21,bykaranteli.com
2022-01-09,BTC,73.5,bykaranteli.com
2022-01-09,ETH,84.36,bykaranteli.com
2022-01-10,BTC,74.1,bykaranteli.com
2022-01-10,ETH,85.77,bykaranteli.com
2022-01-11,BTC,75.37,bykaranteli.com
2022-01-11,ETH,82.17,bykaranteli.com
2022-01-12,BTC,71.81,bykaranteli.com
2022-01-12,ETH,79.85,bykaranteli.com
2022-01-13,BTC,67.51,bykaranteli.com
2022-01-13,ETH,75.5,bykaranteli.com
2022-01-14,BTC,65.13,bykaranteli.com
2022-01-14,ETH,72.08,bykaranteli.com
2022-01-15,BTC,62.95,bykaranteli.com
2022-01-15,ETH,70.72,bykaranteli.com
2022-01-16,BTC,62.22,bykaranteli.com
2022-01-16,ETH,71.8,bykaranteli.com
2022-01-17,BTC,65.23,bykaranteli.com
2022-01-17,ETH,72.74,bykaranteli.com
2022-01-18,BTC,67.27,bykaranteli.com
2022-01-18,ETH,73.93,bykaranteli.com
2022-01-19,BTC,65.96,bykaranteli.com
2022-01-19,ETH,73.75,bykaranteli.com
2022-01-20,BTC,65.24,bykaranteli.com
2022-01-20,ETH,74.66,bykaranteli.com
2022-01-21,BTC,77.8,bykaranteli.com
2022-01-21,ETH,92.74,bykaranteli.com
2022-01-22,BTC,81,bykaranteli.com
2022-01-22,ETH,95.29,bykaranteli.com
2022-01-23,BTC,77.29,bykaranteli.com
2022-01-23,ETH,91.8,bykaranteli.com
2022-01-24,BTC,78.59,bykaranteli.com
2022-01-24,ETH,94.78,bykaranteli.com
2022-01-25,BTC,81.26,bykaranteli.com
2022-01-25,ETH,91.84,bykaranteli.com
2022-01-26,BTC,80.39,bykaranteli.com
2022-01-26,ETH,95.83,bykaranteli.com
2022-01-27,BTC,80.14,bykaranteli.com
2022-01-27,ETH,97.76,bykaranteli.com
2022-01-28,BTC,74.77,bykaranteli.com
2022-01-28,ETH,84.96,bykaranteli.com
2022-01-29,BTC,75.18,bykaranteli.com
2022-01-29,ETH,83.81,bykaranteli.com
2022-01-30,BTC,74.32,bykaranteli.com
2022-01-30,ETH,83.79,bykaranteli.com
2022-01-31,BTC,70.99,bykaranteli.com
2022-01-31,ETH,82.83,bykaranteli.com
2022-02-01,BTC,71.81,bykaranteli.com
2022-02-01,ETH,84.44,bykaranteli.com
2022-02-02,BTC,75,bykaranteli.com
2022-02-02,ETH,87.39,bykaranteli.com
2022-02-03,BTC,74.14,bykaranteli.com
2022-02-03,ETH,88.01,bykaranteli.com
2022-02-04,BTC,70.14,bykaranteli.com
2022-02-04,ETH,82.3,bykaranteli.com
2022-02-05,BTC,67.37,bykaranteli.com
2022-02-05,ETH,80.06,bykaranteli.com
2022-02-06,BTC,70.69,bykaranteli.com
2022-02-06,ETH,81.46,bykaranteli.com
2022-02-07,BTC,69.18,bykaranteli.com
2022-02-07,ETH,80.86,bykaranteli.com
2022-02-08,BTC,70.27,bykaranteli.com
2022-02-08,ETH,81.16,bykaranteli.com
2022-02-09,BTC,69.81,bykaranteli.com
2022-02-09,ETH,81.95,bykaranteli.com
2022-02-10,BTC,70.81,bykaranteli.com
2022-02-10,ETH,82.44,bykaranteli.com
2022-02-11,BTC,72.34,bykaranteli.com
2022-02-11,ETH,85.14,bykaranteli.com
2022-02-12,BTC,71.32,bykaranteli.com
2022-02-12,ETH,82.55,bykaranteli.com
2022-02-13,BTC,73.05,bykaranteli.com
2022-02-13,ETH,85.9,bykaranteli.com
2022-02-14,BTC,72.16,bykaranteli.com
2022-02-14,ETH,82.13,bykaranteli.com
2022-02-15,BTC,70.59,bykaranteli.com
2022-02-15,ETH,78.42,bykaranteli.com
2022-02-16,BTC,68.07,bykaranteli.com
2022-02-16,ETH,75.26,bykaranteli.com
2022-02-17,BTC,71.54,bykaranteli.com
2022-02-17,ETH,82.73,bykaranteli.com
2022-02-18,BTC,68.83,bykaranteli.com
2022-02-18,ETH,78.27,bykaranteli.com
2022-02-19,BTC,67.72,bykaranteli.com
2022-02-19,ETH,76.89,bykaranteli.com
2022-02-20,BTC,73.92,bykaranteli.com
2022-02-20,ETH,92.7,bykaranteli.com
2022-02-21,BTC,77.69,bykaranteli.com
2022-02-21,ETH,95.26,bykaranteli.com
2022-02-22,BTC,75.22,bykaranteli.com
2022-02-22,ETH,89.93,bykaranteli.com
2022-02-23,BTC,73.78,bykaranteli.com
2022-02-23,ETH,90.24,bykaranteli.com
2022-02-24,BTC,79.88,bykaranteli.com
2022-02-24,ETH,93.77,bykaranteli.com
2022-02-25,BTC,71.44,bykaranteli.com
2022-02-25,ETH,83.64,bykaranteli.com
2022-02-26,BTC,72.49,bykaranteli.com
2022-02-26,ETH,82.21,bykaranteli.com
2022-02-27,BTC,80.65,bykaranteli.com
2022-02-27,ETH,92.48,bykaranteli.com
2022-02-28,BTC,77.47,bykaranteli.com
2022-02-28,ETH,85.85,bykaranteli.com
2022-03-01,BTC,76.99,bykaranteli.com
2022-03-01,ETH,86.01,bykaranteli.com
2022-03-02,BTC,73.8,bykaranteli.com
2022-03-02,ETH,81.6,bykaranteli.com
2022-03-03,BTC,73.7,bykaranteli.com
2022-03-03,ETH,84.11,bykaranteli.com
2022-03-04,BTC,79.28,bykaranteli.com
2022-03-04,ETH,88.4,bykaranteli.com
2022-03-05,BTC,77.39,bykaranteli.com
2022-03-05,ETH,85.13,bykaranteli.com
2022-03-06,BTC,79.72,bykaranteli.com
2022-03-06,ETH,87.73,bykaranteli.com
2022-03-07,BTC,80.7,bykaranteli.com
2022-03-07,ETH,92.58,bykaranteli.com
2022-03-08,BTC,80.93,bykaranteli.com
2022-03-08,ETH,90.62,bykaranteli.com
2022-03-09,BTC,81.01,bykaranteli.com
2022-03-09,ETH,89.59,bykaranteli.com
2022-03-10,BTC,80.13,bykaranteli.com
2022-03-10,ETH,88.79,bykaranteli.com
2022-03-11,BTC,79.73,bykaranteli.com
2022-03-11,ETH,91.27,bykaranteli.com
2022-03-12,BTC,81.13,bykaranteli.com
2022-03-12,ETH,90.33,bykaranteli.com
2022-03-13,BTC,82.47,bykaranteli.com
2022-03-13,ETH,92.24,bykaranteli.com
2022-03-14,BTC,82.43,bykaranteli.com
2022-03-14,ETH,91.01,bykaranteli.com
2022-03-15,BTC,81.98,bykaranteli.com
2022-03-15,ETH,91.59,bykaranteli.com
2022-03-16,BTC,81.79,bykaranteli.com
2022-03-16,ETH,87.32,bykaranteli.com
2022-03-17,BTC,75.18,bykaranteli.com
2022-03-17,ETH,83.11,bykaranteli.com
2022-03-18,BTC,70.75,bykaranteli.com
2022-03-18,ETH,78.88,bykaranteli.com
2022-03-19,BTC,71.66,bykaranteli.com
2022-03-19,ETH,80.18,bykaranteli.com
2022-03-20,BTC,72.67,bykaranteli.com
2022-03-20,ETH,81.87,bykaranteli.com
2022-03-21,BTC,71.8,bykaranteli.com
2022-03-21,ETH,82.66,bykaranteli.com
2022-03-22,BTC,71.19,bykaranteli.com
2022-03-22,ETH,80.85,bykaranteli.com
2022-03-23,BTC,69.58,bykaranteli.com
2022-03-23,ETH,77.7,bykaranteli.com
2022-03-24,BTC,65.47,bykaranteli.com
2022-03-24,ETH,76.06,bykaranteli.com
2022-03-25,BTC,62.41,bykaranteli.com
2022-03-25,ETH,70.71,bykaranteli.com
2022-03-26,BTC,66.62,bykaranteli.com
2022-03-26,ETH,71.33,bykaranteli.com
2022-03-27,BTC,68.62,bykaranteli.com
2022-03-27,ETH,71.65,bykaranteli.com
2022-03-28,BTC,63.04,bykaranteli.com
2022-03-28,ETH,72.6,bykaranteli.com
2022-03-29,BTC,62.04,bykaranteli.com
2022-03-29,ETH,71.14,bykaranteli.com
2022-03-30,BTC,62.44,bykaranteli.com
2022-03-30,ETH,70.8,bykaranteli.com
2022-03-31,BTC,64.11,bykaranteli.com
2022-03-31,ETH,75.03,bykaranteli.com
2022-04-01,BTC,59.54,bykaranteli.com
2022-04-01,ETH,70.62,bykaranteli.com
2022-04-02,BTC,59.26,bykaranteli.com
2022-04-02,ETH,68.77,bykaranteli.com
2022-04-03,BTC,59.47,bykaranteli.com
2022-04-03,ETH,69.33,bykaranteli.com
2022-04-04,BTC,60.54,bykaranteli.com
2022-04-04,ETH,68.69,bykaranteli.com
2022-04-05,BTC,62.88,bykaranteli.com
2022-04-05,ETH,70.89,bykaranteli.com
2022-04-06,BTC,66.05,bykaranteli.com
2022-04-06,ETH,77.04,bykaranteli.com
2022-04-07,BTC,61.74,bykaranteli.com
2022-04-07,ETH,72.68,bykaranteli.com
2022-04-08,BTC,62.19,bykaranteli.com
2022-04-08,ETH,70.66,bykaranteli.com
2022-04-09,BTC,59.72,bykaranteli.com
2022-04-09,ETH,66.75,bykaranteli.com
2022-04-10,BTC,61.08,bykaranteli.com
2022-04-10,ETH,70.45,bykaranteli.com
2022-04-11,BTC,68.28,bykaranteli.com
2022-04-11,ETH,73.72,bykaranteli.com
2022-04-12,BTC,65.22,bykaranteli.com
2022-04-12,ETH,69.88,bykaranteli.com
2022-04-13,BTC,63.61,bykaranteli.com
2022-04-13,ETH,69.25,bykaranteli.com
2022-04-14,BTC,62.1,bykaranteli.com
2022-04-14,ETH,66.83,bykaranteli.com
2022-04-15,BTC,60.4,bykaranteli.com
2022-04-15,ETH,65.38,bykaranteli.com
2022-04-16,BTC,61.05,bykaranteli.com
2022-04-16,ETH,65.07,bykaranteli.com
2022-04-17,BTC,63.59,bykaranteli.com
2022-04-17,ETH,66.91,bykaranteli.com
2022-04-18,BTC,63.47,bykaranteli.com
2022-04-18,ETH,68.49,bykaranteli.com
2022-04-19,BTC,62.46,bykaranteli.com
2022-04-19,ETH,66.78,bykaranteli.com
2022-04-20,BTC,62.19,bykaranteli.com
2022-04-20,ETH,67.34,bykaranteli.com
2022-04-21,BTC,63.51,bykaranteli.com
2022-04-21,ETH,68.08,bykaranteli.com
2022-04-22,BTC,61.12,bykaranteli.com
2022-04-22,ETH,65.25,bykaranteli.com
2022-04-23,BTC,61.34,bykaranteli.com
2022-04-23,ETH,65.59,bykaranteli.com
2022-04-24,BTC,62.62,bykaranteli.com
2022-04-24,ETH,66.51,bykaranteli.com
2022-04-25,BTC,65.57,bykaranteli.com
2022-04-25,ETH,72.83,bykaranteli.com
2022-04-26,BTC,66.78,bykaranteli.com
2022-04-26,ETH,72.36,bykaranteli.com
2022-04-27,BTC,65.09,bykaranteli.com
2022-04-27,ETH,71.66,bykaranteli.com
2022-04-28,BTC,63,bykaranteli.com
2022-04-28,ETH,71.27,bykaranteli.com
2022-04-29,BTC,60.54,bykaranteli.com
2022-04-29,ETH,66.73,bykaranteli.com
2022-04-30,BTC,62.23,bykaranteli.com
2022-04-30,ETH,69.72,bykaranteli.com
2022-05-01,BTC,62.44,bykaranteli.com
2022-05-01,ETH,68.08,bykaranteli.com
2022-05-02,BTC,62.42,bykaranteli.com
2022-05-02,ETH,69.68,bykaranteli.com
2022-05-03,BTC,64.92,bykaranteli.com
2022-05-03,ETH,72.62,bykaranteli.com
2022-05-04,BTC,60.58,bykaranteli.com
2022-05-04,ETH,68.55,bykaranteli.com
2022-05-05,BTC,63.13,bykaranteli.com
2022-05-05,ETH,70.94,bykaranteli.com
2022-05-06,BTC,62.19,bykaranteli.com
2022-05-06,ETH,68.53,bykaranteli.com
2022-05-07,BTC,64.87,bykaranteli.com
2022-05-07,ETH,70.54,bykaranteli.com
2022-05-08,BTC,68.59,bykaranteli.com
2022-05-08,ETH,72.52,bykaranteli.com
2022-05-09,BTC,84.91,bykaranteli.com
2022-05-09,ETH,89.08,bykaranteli.com
2022-05-10,BTC,81.61,bykaranteli.com
2022-05-10,ETH,87.71,bykaranteli.com
2022-05-11,BTC,101.25,bykaranteli.com
2022-05-11,ETH,110.36,bykaranteli.com
2022-05-12,BTC,114.58,bykaranteli.com
2022-05-12,ETH,132.18,bykaranteli.com
2022-05-13,BTC,99.66,bykaranteli.com
2022-05-13,ETH,108.8,bykaranteli.com
2022-05-14,BTC,93.57,bykaranteli.com
2022-05-14,ETH,103.6,bykaranteli.com
2022-05-15,BTC,92.34,bykaranteli.com
2022-05-15,ETH,104.32,bykaranteli.com
2022-05-16,BTC,96.37,bykaranteli.com
2022-05-16,ETH,105.33,bykaranteli.com
2022-05-17,BTC,91.46,bykaranteli.com
2022-05-17,ETH,97.29,bykaranteli.com
2022-05-18,BTC,100.59,bykaranteli.com
2022-05-18,ETH,107.9,bykaranteli.com
2022-05-19,BTC,91.11,bykaranteli.com
2022-05-19,ETH,99.01,bykaranteli.com
2022-05-20,BTC,88.56,bykaranteli.com
2022-05-20,ETH,98.59,bykaranteli.com
2022-05-21,BTC,84.12,bykaranteli.com
2022-05-21,ETH,91.4,bykaranteli.com
2022-05-22,BTC,82.49,bykaranteli.com
2022-05-22,ETH,92.22,bykaranteli.com
2022-05-23,BTC,82.54,bykaranteli.com
2022-05-23,ETH,92.17,bykaranteli.com
2022-05-24,BTC,82.27,bykaranteli.com
2022-05-24,ETH,91.61,bykaranteli.com
2022-05-25,BTC,82.57,bykaranteli.com
2022-05-25,ETH,93.34,bykaranteli.com
2022-05-26,BTC,81.63,bykaranteli.com
2022-05-26,ETH,95.91,bykaranteli.com
2022-05-27,BTC,84.72,bykaranteli.com
2022-05-27,ETH,98.7,bykaranteli.com
2022-05-28,BTC,80.91,bykaranteli.com
2022-05-28,ETH,94.45,bykaranteli.com
2022-05-29,BTC,81.2,bykaranteli.com
2022-05-29,ETH,95.32,bykaranteli.com
2022-05-30,BTC,75.39,bykaranteli.com
2022-05-30,ETH,90.14,bykaranteli.com
2022-05-31,BTC,73.06,bykaranteli.com
2022-05-31,ETH,88.86,bykaranteli.com
2022-06-01,BTC,74.75,bykaranteli.com
2022-06-01,ETH,90.86,bykaranteli.com
2022-06-02,BTC,73.43,bykaranteli.com
2022-06-02,ETH,87.9,bykaranteli.com
2022-06-03,BTC,71.33,bykaranteli.com
2022-06-03,ETH,86.7,bykaranteli.com
2022-06-04,BTC,70.96,bykaranteli.com
2022-06-04,ETH,85.97,bykaranteli.com
2022-06-05,BTC,72.04,bykaranteli.com
2022-06-05,ETH,86.21,bykaranteli.com
2022-06-06,BTC,68.51,bykaranteli.com
2022-06-06,ETH,81.82,bykaranteli.com
2022-06-07,BTC,71.51,bykaranteli.com
2022-06-07,ETH,87.34,bykaranteli.com
2022-06-08,BTC,71.7,bykaranteli.com
2022-06-08,ETH,88.27,bykaranteli.com
2022-06-09,BTC,72.57,bykaranteli.com
2022-06-09,ETH,87.33,bykaranteli.com
2022-06-10,BTC,72.55,bykaranteli.com
2022-06-10,ETH,92.46,bykaranteli.com
2022-06-11,BTC,75.05,bykaranteli.com
2022-06-11,ETH,97.85,bykaranteli.com
2022-06-12,BTC,93.99,bykaranteli.com
2022-06-12,ETH,105.81,bykaranteli.com
2022-06-13,BTC,106,bykaranteli.com
2022-06-13,ETH,134.62,bykaranteli.com
2022-06-14,BTC,103.09,bykaranteli.com
2022-06-14,ETH,130.25,bykaranteli.com
2022-06-15,BTC,89.15,bykaranteli.com
2022-06-15,ETH,118.75,bykaranteli.com
2022-06-16,BTC,119.65,bykaranteli.com
2022-06-16,ETH,135.82,bykaranteli.com
2022-06-17,BTC,108.67,bykaranteli.com
2022-06-17,ETH,123.1,bykaranteli.com
2022-06-18,BTC,115.03,bykaranteli.com
2022-06-18,ETH,137.59,bykaranteli.com
2022-06-19,BTC,109.97,bykaranteli.com
2022-06-19,ETH,130.05,bykaranteli.com
2022-06-20,BTC,99.27,bykaranteli.com
2022-06-20,ETH,119.12,bykaranteli.com
2022-06-21,BTC,97.96,bykaranteli.com
2022-06-21,ETH,118.37,bykaranteli.com
2022-06-22,BTC,99.76,bykaranteli.com
2022-06-22,ETH,118.59,bykaranteli.com
2022-06-23,BTC,91.46,bykaranteli.com
2022-06-23,ETH,111.57,bykaranteli.com
2022-06-24,BTC,90.66,bykaranteli.com
2022-06-24,ETH,114.98,bykaranteli.com
2022-06-25,BTC,86.66,bykaranteli.com
2022-06-25,ETH,111.21,bykaranteli.com
2022-06-26,BTC,90.26,bykaranteli.com
2022-06-26,ETH,111.25,bykaranteli.com
2022-06-27,BTC,89.09,bykaranteli.com
2022-06-27,ETH,111.69,bykaranteli.com
2022-06-28,BTC,87.5,bykaranteli.com
2022-06-28,ETH,111.42,bykaranteli.com
2022-06-29,BTC,91.37,bykaranteli.com
2022-06-29,ETH,116.29,bykaranteli.com
2022-06-30,BTC,94.14,bykaranteli.com
2022-06-30,ETH,120.04,bykaranteli.com
2022-07-01,BTC,92.97,bykaranteli.com
2022-07-01,ETH,119,bykaranteli.com
2022-07-02,BTC,92.23,bykaranteli.com
2022-07-02,ETH,114.59,bykaranteli.com
2022-07-03,BTC,92.07,bykaranteli.com
2022-07-03,ETH,114.47,bykaranteli.com
2022-07-04,BTC,86.99,bykaranteli.com
2022-07-04,ETH,107.35,bykaranteli.com
2022-07-05,BTC,86.08,bykaranteli.com
2022-07-05,ETH,108.79,bykaranteli.com
2022-07-06,BTC,82.25,bykaranteli.com
2022-07-06,ETH,105.27,bykaranteli.com
2022-07-07,BTC,81.35,bykaranteli.com
2022-07-07,ETH,104.64,bykaranteli.com
2022-07-08,BTC,78.39,bykaranteli.com
2022-07-08,ETH,100.02,bykaranteli.com
2022-07-09,BTC,73.55,bykaranteli.com
2022-07-09,ETH,96.75,bykaranteli.com
2022-07-10,BTC,75.86,bykaranteli.com
2022-07-10,ETH,100.04,bykaranteli.com
2022-07-11,BTC,80.52,bykaranteli.com
2022-07-11,ETH,106.86,bykaranteli.com
2022-07-12,BTC,85.86,bykaranteli.com
2022-07-12,ETH,110.72,bykaranteli.com
2022-07-13,BTC,80.89,bykaranteli.com
2022-07-13,ETH,103.41,bykaranteli.com
2022-07-14,BTC,81.35,bykaranteli.com
2022-07-14,ETH,100.56,bykaranteli.com
2022-07-15,BTC,78.7,bykaranteli.com
2022-07-15,ETH,101.13,bykaranteli.com
2022-07-16,BTC,81.99,bykaranteli.com
2022-07-16,ETH,108,bykaranteli.com
2022-07-17,BTC,81.29,bykaranteli.com
2022-07-17,ETH,105.94,bykaranteli.com
2022-07-18,BTC,83.39,bykaranteli.com
2022-07-18,ETH,116.1,bykaranteli.com
2022-07-19,BTC,82.9,bykaranteli.com
2022-07-19,ETH,112.62,bykaranteli.com
2022-07-20,BTC,83.99,bykaranteli.com
2022-07-20,ETH,112.91,bykaranteli.com
2022-07-21,BTC,82.38,bykaranteli.com
2022-07-21,ETH,109.23,bykaranteli.com
2022-07-22,BTC,84.28,bykaranteli.com
2022-07-22,ETH,113.38,bykaranteli.com
2022-07-23,BTC,80.45,bykaranteli.com
2022-07-23,ETH,113.35,bykaranteli.com
2022-07-24,BTC,83.17,bykaranteli.com
2022-07-24,ETH,115.24,bykaranteli.com
2022-07-25,BTC,81.35,bykaranteli.com
2022-07-25,ETH,114.06,bykaranteli.com
2022-07-26,BTC,81.39,bykaranteli.com
2022-07-26,ETH,112.5,bykaranteli.com
2022-07-27,BTC,76.49,bykaranteli.com
2022-07-27,ETH,105.71,bykaranteli.com
2022-07-28,BTC,76.89,bykaranteli.com
2022-07-28,ETH,110.59,bykaranteli.com
2022-07-29,BTC,75.03,bykaranteli.com
2022-07-29,ETH,109.44,bykaranteli.com
2022-07-30,BTC,78.55,bykaranteli.com
2022-07-30,ETH,109.12,bykaranteli.com
2022-07-31,BTC,78.66,bykaranteli.com
2022-07-31,ETH,113.75,bykaranteli.com
2022-08-01,BTC,77.69,bykaranteli.com
2022-08-01,ETH,112.97,bykaranteli.com
2022-08-02,BTC,77.79,bykaranteli.com
2022-08-02,ETH,108.9,bykaranteli.com
2022-08-03,BTC,75.87,bykaranteli.com
2022-08-03,ETH,109.22,bykaranteli.com
2022-08-04,BTC,73.67,bykaranteli.com
2022-08-04,ETH,108.52,bykaranteli.com
2022-08-05,BTC,71.85,bykaranteli.com
2022-08-05,ETH,107.58,bykaranteli.com
2022-08-06,BTC,71.7,bykaranteli.com
2022-08-06,ETH,108.46,bykaranteli.com
2022-08-07,BTC,73.6,bykaranteli.com
2022-08-07,ETH,108.62,bykaranteli.com
2022-08-08,BTC,75.17,bykaranteli.com
2022-08-08,ETH,109.54,bykaranteli.com
2022-08-09,BTC,74.67,bykaranteli.com
2022-08-09,ETH,110.3,bykaranteli.com
2022-08-10,BTC,70.87,bykaranteli.com
2022-08-10,ETH,105.68,bykaranteli.com
2022-08-11,BTC,71.48,bykaranteli.com
2022-08-11,ETH,102.66,bykaranteli.com
2022-08-12,BTC,70.27,bykaranteli.com
2022-08-12,ETH,100.96,bykaranteli.com
2022-08-13,BTC,70.6,bykaranteli.com
2022-08-13,ETH,104.33,bykaranteli.com
2022-08-14,BTC,70.89,bykaranteli.com
2022-08-14,ETH,105.65,bykaranteli.com
2022-08-15,BTC,70.2,bykaranteli.com
2022-08-15,ETH,104.62,bykaranteli.com
2022-08-16,BTC,71.55,bykaranteli.com
2022-08-16,ETH,103.83,bykaranteli.com
2022-08-17,BTC,75.32,bykaranteli.com
2022-08-17,ETH,108.97,bykaranteli.com
2022-08-18,BTC,74.82,bykaranteli.com
2022-08-18,ETH,106.75,bykaranteli.com
2022-08-19,BTC,81.24,bykaranteli.com
2022-08-19,ETH,117.32,bykaranteli.com
2022-08-20,BTC,77.7,bykaranteli.com
2022-08-20,ETH,111.74,bykaranteli.com
2022-08-21,BTC,79.02,bykaranteli.com
2022-08-21,ETH,114.19,bykaranteli.com
2022-08-22,BTC,80.35,bykaranteli.com
2022-08-22,ETH,114.19,bykaranteli.com
2022-08-23,BTC,77.78,bykaranteli.com
2022-08-23,ETH,111.38,bykaranteli.com
2022-08-24,BTC,75.59,bykaranteli.com
2022-08-24,ETH,110.74,bykaranteli.com
2022-08-25,BTC,73.83,bykaranteli.com
2022-08-25,ETH,111.8,bykaranteli.com
2022-08-26,BTC,72.6,bykaranteli.com
2022-08-26,ETH,112.06,bykaranteli.com
2022-08-27,BTC,73.03,bykaranteli.com
2022-08-27,ETH,111.92,bykaranteli.com
2022-08-28,BTC,76.17,bykaranteli.com
2022-08-28,ETH,117.48,bykaranteli.com
2022-08-29,BTC,73.2,bykaranteli.com
2022-08-29,ETH,112.91,bykaranteli.com
2022-08-30,BTC,75.78,bykaranteli.com
2022-08-30,ETH,114.33,bykaranteli.com
2022-08-31,BTC,75.04,bykaranteli.com
2022-08-31,ETH,115.45,bykaranteli.com
2022-09-01,BTC,77.83,bykaranteli.com
2022-09-01,ETH,114.94,bykaranteli.com
2022-09-02,BTC,74.66,bykaranteli.com
2022-09-02,ETH,111.4,bykaranteli.com
2022-09-03,BTC,77.86,bykaranteli.com
2022-09-03,ETH,113.28,bykaranteli.com
2022-09-04,BTC,76.01,bykaranteli.com
2022-09-04,ETH,111.56,bykaranteli.com
2022-09-05,BTC,76.88,bykaranteli.com
2022-09-05,ETH,109.75,bykaranteli.com
2022-09-06,BTC,81.46,bykaranteli.com
2022-09-06,ETH,112.06,bykaranteli.com
2022-09-07,BTC,76.12,bykaranteli.com
2022-09-07,ETH,112.16,bykaranteli.com
2022-09-08,BTC,75.72,bykaranteli.com
2022-09-08,ETH,114.9,bykaranteli.com
2022-09-09,BTC,75.12,bykaranteli.com
2022-09-09,ETH,113.11,bykaranteli.com
2022-09-10,BTC,78.15,bykaranteli.com
2022-09-10,ETH,113.35,bykaranteli.com
2022-09-11,BTC,78.91,bykaranteli.com
2022-09-11,ETH,115.45,bykaranteli.com
2022-09-12,BTC,79.15,bykaranteli.com
2022-09-12,ETH,115.1,bykaranteli.com
2022-09-13,BTC,81.07,bykaranteli.com
2022-09-13,ETH,115.61,bykaranteli.com
2022-09-14,BTC,78.19,bykaranteli.com
2022-09-14,ETH,116.01,bykaranteli.com
2022-09-15,BTC,76.05,bykaranteli.com
2022-09-15,ETH,103.25,bykaranteli.com
2022-09-16,BTC,70.57,bykaranteli.com
2022-09-16,ETH,100.95,bykaranteli.com
2022-09-17,BTC,69.14,bykaranteli.com
2022-09-17,ETH,95.52,bykaranteli.com
2022-09-18,BTC,74.86,bykaranteli.com
2022-09-18,ETH,103.33,bykaranteli.com
2022-09-19,BTC,70.23,bykaranteli.com
2022-09-19,ETH,94.69,bykaranteli.com
2022-09-20,BTC,75.86,bykaranteli.com
2022-09-20,ETH,99.96,bykaranteli.com
2022-09-21,BTC,76.7,bykaranteli.com
2022-09-21,ETH,103.3,bykaranteli.com
2022-09-22,BTC,74.81,bykaranteli.com
2022-09-22,ETH,100.03,bykaranteli.com
2022-09-23,BTC,74.23,bykaranteli.com
2022-09-23,ETH,100.74,bykaranteli.com
2022-09-24,BTC,73.21,bykaranteli.com
2022-09-24,ETH,96.26,bykaranteli.com
2022-09-25,BTC,75.88,bykaranteli.com
2022-09-25,ETH,98.6,bykaranteli.com
2022-09-26,BTC,76.71,bykaranteli.com
2022-09-26,ETH,98.97,bykaranteli.com
2022-09-27,BTC,76.88,bykaranteli.com
2022-09-27,ETH,98.65,bykaranteli.com
2022-09-28,BTC,79.4,bykaranteli.com
2022-09-28,ETH,100.48,bykaranteli.com
2022-09-29,BTC,77.52,bykaranteli.com
2022-09-29,ETH,99.87,bykaranteli.com
2022-09-30,BTC,74.06,bykaranteli.com
2022-09-30,ETH,93.41,bykaranteli.com
2022-10-01,BTC,72.26,bykaranteli.com
2022-10-01,ETH,95.09,bykaranteli.com
2022-10-02,BTC,76.42,bykaranteli.com
2022-10-02,ETH,96.97,bykaranteli.com
2022-10-03,BTC,70.07,bykaranteli.com
2022-10-03,ETH,88.82,bykaranteli.com
2022-10-04,BTC,69.87,bykaranteli.com
2022-10-04,ETH,89.29,bykaranteli.com
2022-10-05,BTC,71.16,bykaranteli.com
2022-10-05,ETH,89.08,bykaranteli.com
2022-10-06,BTC,68.73,bykaranteli.com
2022-10-06,ETH,84.73,bykaranteli.com
2022-10-07,BTC,65.99,bykaranteli.com
2022-10-07,ETH,82.02,bykaranteli.com
2022-10-08,BTC,64.84,bykaranteli.com
2022-10-08,ETH,80.4,bykaranteli.com
2022-10-09,BTC,67.51,bykaranteli.com
2022-10-09,ETH,82.41,bykaranteli.com
2022-10-10,BTC,68.98,bykaranteli.com
2022-10-10,ETH,82.87,bykaranteli.com
2022-10-11,BTC,70.6,bykaranteli.com
2022-10-11,ETH,85.07,bykaranteli.com
2022-10-12,BTC,70.2,bykaranteli.com
2022-10-12,ETH,85.06,bykaranteli.com
2022-10-13,BTC,66.11,bykaranteli.com
2022-10-13,ETH,83.6,bykaranteli.com
2022-10-14,BTC,62.08,bykaranteli.com
2022-10-14,ETH,79.74,bykaranteli.com
2022-10-15,BTC,62.66,bykaranteli.com
2022-10-15,ETH,79.64,bykaranteli.com
2022-10-16,BTC,63.27,bykaranteli.com
2022-10-16,ETH,79.8,bykaranteli.com
2022-10-17,BTC,60.01,bykaranteli.com
2022-10-17,ETH,74,bykaranteli.com
2022-10-18,BTC,62.26,bykaranteli.com
2022-10-18,ETH,76.82,bykaranteli.com
2022-10-19,BTC,60.9,bykaranteli.com
2022-10-19,ETH,75.98,bykaranteli.com
2022-10-20,BTC,61.44,bykaranteli.com
2022-10-20,ETH,76.62,bykaranteli.com
2022-10-21,BTC,62.19,bykaranteli.com
2022-10-21,ETH,75.03,bykaranteli.com
2022-10-22,BTC,62.14,bykaranteli.com
2022-10-22,ETH,73.1,bykaranteli.com
2022-10-23,BTC,64.07,bykaranteli.com
2022-10-23,ETH,72.94,bykaranteli.com
2022-10-24,BTC,64.31,bykaranteli.com
2022-10-24,ETH,76.2,bykaranteli.com
2022-10-25,BTC,65.61,bykaranteli.com
2022-10-25,ETH,79.52,bykaranteli.com
2022-10-26,BTC,66.28,bykaranteli.com
2022-10-26,ETH,88.34,bykaranteli.com
