date,asset,ticker,issuer,net_inflow_usd,net_assets_usd,cum_inflow_usd,fee_pct,source
2026-08-28,BTC,FBTC,Fidelity,0,13609230006,10237676861,0,bykaranteli.com
2026-08-28,ETH,FETH,Fidelity,-24257267,1328085368,2271925287,0.25,bykaranteli.com
2026-08-28,BTC,GBTC,Grayscale,0,10121319223,-27605306629,1.5,bykaranteli.com
2026-08-28,BTC,HODL,VanEck,-13166718,1191039366,1062316821,0.25,bykaranteli.com
2026-08-28,BTC,IBIT,BlackRock,-33395160,60308143680,63364995864,0.25,bykaranteli.com
2026-08-28,BTC,MSBT,Morgan Stanley,9338535,575431655,490348803,0.14,bykaranteli.com
2026-08-28,ETH,MSSE,Morgan Stanley,0,42415060,34790816,0.14,bykaranteli.com
2026-08-28,ETH,QETH,Invesco,0,22117829,23241706,0.25,bykaranteli.com
2026-08-28,ETH,TETH,21Shares,0,22359899,19537303,0.21,bykaranteli.com
2026-08-27,BTC,ARKB,Ark & 21Shares,29748441,2838585612,1433878206,0.21,bykaranteli.com
2026-08-27,BTC,BITB,Bitwise,21737438,3067587251,2124430317,0.2,bykaranteli.com
2026-08-27,BTC,BRRR,Valkyrie,0,460494626,299315125,0.25,bykaranteli.com
2026-08-27,BTC,BTC,Grayscale,11660220,4936865067,2857296483,0.15,bykaranteli.com
2026-08-27,BTC,BTCO,Invesco,0,412509795,148146349,0.25,bykaranteli.com
2026-08-27,BTC,BTCW,WisdomTree,0,173504829,87834149,0.25,bykaranteli.com
2026-08-27,ETH,ETH,Grayscale,14309220,2222240706,1910930234,0.15,bykaranteli.com
2026-08-27,ETH,ETHA,BlackRock,130220044,8630106299,12653166141,0.25,bykaranteli.com
2026-08-27,ETH,ETHB,BlackRock,20669706,872003205,650978343,0.25,bykaranteli.com
2026-08-27,ETH,ETHE,Grayscale,3017535,1903028565,-5347027770,2.5,bykaranteli.com
2026-08-27,ETH,ETHV,VanEck,0,128324910,168860821,0.2,bykaranteli.com
2026-08-27,ETH,ETHW,Bitwise,1435385,277388205,394025148,0.2,bykaranteli.com
2026-08-27,BTC,EZBC,Franklin,0,439680178,315666399,0.19,bykaranteli.com
2026-08-27,ETH,EZET,Franklin,0,53225925,67645568,0.19,bykaranteli.com
2026-08-27,BTC,FBTC,Fidelity,-83627975,14048000038,10237676861,0,bykaranteli.com
2026-08-27,ETH,FETH,Fidelity,56233672,1393345422,2296182554,0.25,bykaranteli.com
2026-08-27,BTC,GBTC,Grayscale,-27209908,10430677053,-27605306629,1.5,bykaranteli.com
2026-08-27,BTC,HODL,VanEck,5663748,1243192576,1075483539,0.25,bykaranteli.com
2026-08-27,BTC,IBIT,BlackRock,277609320,62291539640,63398391024,0.25,bykaranteli.com
2026-08-27,BTC,MSBT,Morgan Stanley,6656930,584432518,481010268,0.14,bykaranteli.com
2026-08-27,ETH,MSSE,Morgan Stanley,8629248,43685566,34790816,0.14,bykaranteli.com
2026-08-27,ETH,QETH,Invesco,0,22685696,23241706,0.25,bykaranteli.com
2026-08-27,ETH,TETH,21Shares,0,23031620,19537303,0.21,bykaranteli.com
2026-08-26,BTC,ARKB,Ark & 21Shares,0,2750352239,1404129765,0.21,bykaranteli.com
2026-08-26,BTC,BITB,Bitwise,5959499,2982303431,2102692879,0.2,bykaranteli.com
2026-08-26,BTC,BRRR,Valkyrie,0,450888581,299315125,0.25,bykaranteli.com
2026-08-26,BTC,BTC,Grayscale,46829475,4835228627,2845636263,0.15,bykaranteli.com
2026-08-26,BTC,BTCO,Invesco,0,405103711,148146349,0.25,bykaranteli.com
2026-08-26,BTC,BTCW,WisdomTree,0,169885038,87834149,0.25,bykaranteli.com
2026-08-26,ETH,ETH,Grayscale,34665540,2183240190,1896621014,0.15,bykaranteli.com
2026-08-26,ETH,ETHA,BlackRock,115661614,8377631859,12522946097,0.25,bykaranteli.com
2026-08-26,ETH,ETHB,BlackRock,6366094,839051136,630308637,0.25,bykaranteli.com
2026-08-26,ETH,ETHE,Grayscale,0,1878901790,-5350045305,2.5,bykaranteli.com
2026-08-26,ETH,ETHV,VanEck,0,126472360,168860821,0.2,bykaranteli.com
2026-08-26,ETH,ETHW,Bitwise,0,271983519,392589763,0.2,bykaranteli.com
2026-08-26,BTC,EZBC,Franklin,0,430506874,315666399,0.19,bykaranteli.com
2026-08-26,ETH,EZET,Franklin,936791,52460304,67645568,0.19,bykaranteli.com
2026-08-26,BTC,FBTC,Fidelity,25593732,13839621324,10321304836,0,bykaranteli.com
2026-08-26,ETH,FETH,Fidelity,32009536,1317315520,2239948882,0.25,bykaranteli.com
2026-08-26,BTC,GBTC,Grayscale,-50391873,10267198412,-27578096721,1.5,bykaranteli.com
2026-08-26,BTC,HODL,VanEck,0,1211719609,1069819792,0.25,bykaranteli.com
2026-08-26,BTC,IBIT,BlackRock,200755800,60720634800,63120781704,0.25,bykaranteli.com
2026-08-26,BTC,MSBT,Morgan Stanley,3371762,565781706,474353338,0.14,bykaranteli.com
2026-08-26,ETH,MSSE,Morgan Stanley,0,34580950,26161569,0.14,bykaranteli.com
2026-08-26,ETH,QETH,Invesco,0,22436097,23241706,0.25,bykaranteli.com
2026-08-26,ETH,TETH,21Shares,2714185,22700459,19537303,0.21,bykaranteli.com
2026-08-25,BTC,ARKB,Ark & 21Shares,0,2769221212,1404129765,0.21,bykaranteli.com
2026-08-25,BTC,BITB,Bitwise,3000193,2996764488,2096733380,0.2,bykaranteli.com
2026-08-25,BTC,BRRR,Valkyrie,0,453982503,299315125,0.25,bykaranteli.com
2026-08-25,BTC,BTC,Grayscale,6978820,4816780168,2798806788,0.15,bykaranteli.com
2026-08-25,BTC,BTCO,Invesco,0,407449062,148146349,0.25,bykaranteli.com
2026-08-25,BTC,BTCW,WisdomTree,0,171050891,87834149,0.25,bykaranteli.com
2026-08-25,ETH,ETH,Grayscale,0,2142351783,1861955474,0.15,bykaranteli.com
2026-08-25,ETH,ETHA,BlackRock,146441353,8230450033,12407284483,0.25,bykaranteli.com
2026-08-25,ETH,ETHB,BlackRock,7609795,829467624,623942543,0.25,bykaranteli.com
2026-08-25,ETH,ETHE,Grayscale,0,1873584339,-5350045305,2.5,bykaranteli.com
2026-08-25,ETH,ETHV,VanEck,0,125982675,168860821,0.2,bykaranteli.com
2026-08-25,ETH,ETHW,Bitwise,0,270945553,392589763,0.2,bykaranteli.com
2026-08-25,BTC,EZBC,Franklin,0,433460452,315666399,0.19,bykaranteli.com
2026-08-25,ETH,EZET,Franklin,0,51326872,66708777,0.19,bykaranteli.com
2026-08-25,BTC,FBTC,Fidelity,15446940,13895619673,10295711104,0,bykaranteli.com
2026-08-25,ETH,FETH,Fidelity,25752258,1280255112,2207939346,0.25,bykaranteli.com
2026-08-25,BTC,GBTC,Grayscale,0,10379125596,-27527704848,1.5,bykaranteli.com
2026-08-25,BTC,HODL,VanEck,0,1220081604,1069819792,0.25,bykaranteli.com
2026-08-25,BTC,IBIT,BlackRock,284419200,60935472000,62920025904,0.25,bykaranteli.com
2026-08-25,BTC,MSBT,Morgan Stanley,4524506,566015651,470981576,0.14,bykaranteli.com
2026-08-25,ETH,MSSE,Morgan Stanley,0,34416151,26161569,0.14,bykaranteli.com
2026-08-25,ETH,QETH,Invesco,0,22372949,23241706,0.25,bykaranteli.com
2026-08-25,ETH,TETH,21Shares,0,19909680,16823118,0.21,bykaranteli.com
2026-08-24,BTC,ARKB,Ark & 21Shares,0,2764455694,1404129765,0.21,bykaranteli.com
2026-08-24,BTC,BITB,Bitwise,2995028,2988610552,2093733187,0.2,bykaranteli.com
2026-08-24,BTC,BRRR,Valkyrie,0,453201374,299315125,0.25,bykaranteli.com
2026-08-24,BTC,BTC,Grayscale,16361217,4798360632,2791827968,0.15,bykaranteli.com
2026-08-24,BTC,BTCO,Invesco,0,406509957,148146349,0.25,bykaranteli.com
2026-08-24,BTC,BTCW,WisdomTree,0,170756650,87834149,0.25,bykaranteli.com
2026-08-24,ETH,ETH,Grayscale,12496499,2148237540,1861955474,0.15,bykaranteli.com
2026-08-24,ETH,ETHA,BlackRock,90916245,8104214430,12260843130,0.25,bykaranteli.com
2026-08-24,ETH,ETHB,BlackRock,0,823872591,616332749,0.25,bykaranteli.com
2026-08-24,ETH,ETHE,Grayscale,0,1878892345,-5350045305,2.5,bykaranteli.com
2026-08-24,ETH,ETHV,VanEck,4510541,126295155,168860821,0.2,bykaranteli.com
2026-08-24,ETH,ETHW,Bitwise,883038,271622412,392589763,0.2,bykaranteli.com
2026-08-24,BTC,EZBC,Franklin,0,432714132,315666399,0.19,bykaranteli.com
2026-08-24,ETH,EZET,Franklin,0,51455077,66708777,0.19,bykaranteli.com
2026-08-24,BTC,FBTC,Fidelity,104571676,13863700040,10280264164,0,bykaranteli.com
2026-08-24,ETH,FETH,Fidelity,6762672,1257856913,2182187088,0.25,bykaranteli.com
2026-08-24,BTC,GBTC,Grayscale,0,10354824161,-27527704848,1.5,bykaranteli.com
2026-08-24,BTC,HODL,VanEck,3344114,1217814666,1069819792,0.25,bykaranteli.com
2026-08-24,BTC,IBIT,BlackRock,208929240,60546622320,62635606704,0.25,bykaranteli.com
2026-08-24,BTC,MSBT,Morgan Stanley,1355403,560685215,466457070,0.14,bykaranteli.com
2026-08-24,ETH,MSSE,Morgan Stanley,0,34514789,26161569,0.14,bykaranteli.com
2026-08-24,ETH,QETH,Invesco,0,22438674,23241706,0.25,bykaranteli.com
2026-08-24,ETH,TETH,21Shares,0,19958533,16823118,0.21,bykaranteli.com
2026-08-21,BTC,ARKB,Ark & 21Shares,3068149,2703806271,1404129765,0.21,bykaranteli.com
2026-08-21,BTC,BITB,Bitwise,9206411,2920106199,2090738158,0.2,bykaranteli.com
2026-08-21,BTC,BRRR,Valkyrie,0,443264930,299315125,0.25,bykaranteli.com
2026-08-21,BTC,BTC,Grayscale,13617360,4676540496,2775466751,0.15,bykaranteli.com
2026-08-21,BTC,BTCO,Invesco,0,397521962,148146349,0.25,bykaranteli.com
2026-08-21,BTC,BTCW,WisdomTree,0,167012346,87834149,0.25,bykaranteli.com
2026-08-21,ETH,ETH,Grayscale,11513200,2085749503,1849458975,0.15,bykaranteli.com
2026-08-21,ETH,ETHA,BlackRock,150830500,7835170869,12169926886,0.25,bykaranteli.com
2026-08-21,ETH,ETHB,BlackRock,9943762,805444741,616332749,0.25,bykaranteli.com
2026-08-21,ETH,ETHE,Grayscale,0,1835285473,-5350045305,2.5,bykaranteli.com
2026-08-21,ETH,ETHV,VanEck,0,119066051,164350280,0.2,bykaranteli.com
2026-08-21,ETH,ETHW,Bitwise,2244831,264717367,391706725,0.2,bykaranteli.com
2026-08-21,BTC,EZBC,Franklin,0,423223927,315666399,0.19,bykaranteli.com
2026-08-21,ETH,EZET,Franklin,0,50311082,66708777,0.19,bykaranteli.com
2026-08-21,BTC,FBTC,Fidelity,30188532,13460964315,10175692488,0,bykaranteli.com
2026-08-21,ETH,FETH,Fidelity,9621197,1223696019,2175424416,0.25,bykaranteli.com
2026-08-21,BTC,GBTC,Grayscale,0,10127597254,-27527704848,1.5,bykaranteli.com
2026-08-21,BTC,HODL,VanEck,4360876,1187793601,1066475678,0.25,bykaranteli.com
2026-08-21,BTC,IBIT,BlackRock,239278720,59014515840,62426677464,0.25,bykaranteli.com
2026-08-21,BTC,MSBT,Morgan Stanley,7733258,547072794,465101667,0.14,bykaranteli.com
2026-08-21,ETH,MSSE,Morgan Stanley,778718,33744456,26161569,0.14,bykaranteli.com
2026-08-21,ETH,QETH,Invesco,0,21916640,23241706,0.25,bykaranteli.com
2026-08-21,ETH,TETH,21Shares,0,19514202,16823118,0.21,bykaranteli.com
2026-08-20,BTC,ARKB,Ark & 21Shares,12152095,2541833315,1401061616,0.21,bykaranteli.com
2026-08-20,BTC,BITB,Bitwise,26387859,2739611140,2081531747,0.2,bykaranteli.com
2026-08-20,BTC,BRRR,Valkyrie,0,417179725,299315125,0.25,bykaranteli.com
2026-08-20,BTC,BTC,Grayscale,0,4398680689,2761849391,0.15,bykaranteli.com
2026-08-20,BTC,BTCO,Invesco,3614116,375145199,148146349,0.25,bykaranteli.com
2026-08-20,BTC,BTCW,WisdomTree,0,157182848,87834149,0.25,bykaranteli.com
2026-08-20,ETH,ETH,Grayscale,0,1996406500,1837945775,0.15,bykaranteli.com
2026-08-20,ETH,ETHA,BlackRock,173301760,7399353702,12019096385,0.25,bykaranteli.com
2026-08-20,ETH,ETHB,BlackRock,35904494,765962547,606388986,0.25,bykaranteli.com
2026-08-20,ETH,ETHE,Grayscale,0,1766555299,-5350045305,2.5,bykaranteli.com
2026-08-20,ETH,ETHV,VanEck,1698822,114670451,164350280,0.2,bykaranteli.com
2026-08-20,ETH,ETHW,Bitwise,2826708,252740994,389461894,0.2,bykaranteli.com
2026-08-20,BTC,EZBC,Franklin,0,398315202,315666399,0.19,bykaranteli.com
2026-08-20,ETH,EZET,Franklin,0,48445177,66708777,0.19,bykaranteli.com
2026-08-20,BTC,FBTC,Fidelity,64737470,12644552893,10145503956,0,bykaranteli.com
2026-08-20,ETH,FETH,Fidelity,5790896,1169181852,2165803219,0.25,bykaranteli.com
2026-08-20,BTC,GBTC,Grayscale,0,9554032422,-27527704848,1.5,bykaranteli.com
2026-08-20,BTC,HODL,VanEck,-3591593,1113906992,1062114802,0.25,bykaranteli.com
2026-08-20,BTC,IBIT,BlackRock,502990560,55315811520,62187398744,0.25,bykaranteli.com
2026-08-20,BTC,MSBT,Morgan Stanley,0,507615055,457368408,0.14,bykaranteli.com
2026-08-20,ETH,MSSE,Morgan Stanley,1249715,31742766,25382850,0.14,bykaranteli.com
2026-08-20,ETH,QETH,Invesco,0,21096594,23241706,0.25,bykaranteli.com
2026-08-20,ETH,TETH,21Shares,0,18790229,16823118,0.21,bykaranteli.com
2026-08-19,BTC,ARKB,Ark & 21Shares,77705583,2381574181,1388909521,0.21,bykaranteli.com
2026-08-19,BTC,BITB,Bitwise,35595598,2554354950,2055143888,0.2,bykaranteli.com
