date,currency,instrument,expiry,strike,type,open_interest,mark_iv,underlying_usd
2026-08-18,BTC,BTC-25DEC26-220000-C,25DEC26,220000,call,252.8,61.42,65471.4
2026-08-18,BTC,BTC-25DEC26-220000-P,25DEC26,220000,put,0,61.42,65471.54
2026-08-18,BTC,BTC-25DEC26-230000-P,25DEC26,230000,put,0,63.04,65471.54
2026-08-18,BTC,BTC-25DEC26-230000-C,25DEC26,230000,call,195.9,63.04,65471.54
2026-08-18,BTC,BTC-25DEC26-240000-P,25DEC26,240000,put,0,64.69,65471.54
2026-08-18,BTC,BTC-25DEC26-240000-C,25DEC26,240000,call,804.4,64.69,65471.54
2026-08-18,BTC,BTC-25DEC26-250000-P,25DEC26,250000,put,10,64.88,65471.54
2026-08-18,BTC,BTC-25DEC26-250000-C,25DEC26,250000,call,1120.9,64.88,65471.54
2026-08-18,BTC,BTC-25JUN27-30000-P,25JUN27,30000,put,348.1,59.76,66916.3
2026-08-18,BTC,BTC-25JUN27-30000-C,25JUN27,30000,call,38.5,59.76,66916.3
2026-08-18,BTC,BTC-25JUN27-40000-C,25JUN27,40000,call,17,51.69,66916.4
2026-08-18,BTC,BTC-25JUN27-40000-P,25JUN27,40000,put,517.5,51.69,66916.3
2026-08-18,BTC,BTC-25JUN27-45000-C,25JUN27,45000,call,0.5,48.59,66916.3
2026-08-18,BTC,BTC-25JUN27-45000-P,25JUN27,45000,put,157.5,48.59,66916.3
2026-08-18,BTC,BTC-25JUN27-50000-C,25JUN27,50000,call,17.6,46.36,66916.3
2026-08-18,BTC,BTC-25JUN27-50000-P,25JUN27,50000,put,284,46.36,66916.3
2026-08-18,BTC,BTC-25JUN27-52000-P,25JUN27,52000,put,31.4,45.59,66916.4
2026-08-18,BTC,BTC-25JUN27-52000-C,25JUN27,52000,call,1.1,45.59,66916.4
2026-08-18,BTC,BTC-25JUN27-54000-P,25JUN27,54000,put,20.3,44.93,66916.4
2026-08-18,BTC,BTC-25JUN27-54000-C,25JUN27,54000,call,0.9,44.93,66916.3
2026-08-18,BTC,BTC-25JUN27-55000-C,25JUN27,55000,call,2.5,44.64,66916.3
2026-08-18,BTC,BTC-25JUN27-55000-P,25JUN27,55000,put,34.2,44.64,66916.3
2026-08-18,BTC,BTC-25JUN27-56000-P,25JUN27,56000,put,84.5,44.36,66916.4
2026-08-18,BTC,BTC-25JUN27-56000-C,25JUN27,56000,call,3,44.36,66916.3
2026-08-18,BTC,BTC-25JUN27-58000-P,25JUN27,58000,put,69.2,43.82,66916.3
2026-08-18,BTC,BTC-25JUN27-58000-C,25JUN27,58000,call,5.1,43.82,66916.3
2026-08-18,BTC,BTC-25JUN27-60000-P,25JUN27,60000,put,150,43.35,66916.4
2026-08-18,BTC,BTC-25JUN27-60000-C,25JUN27,60000,call,944.7,43.35,66916.3
2026-08-18,BTC,BTC-25JUN27-62000-C,25JUN27,62000,call,116.9,42.95,66916.3
2026-08-18,BTC,BTC-25JUN27-62000-P,25JUN27,62000,put,69.4,42.95,66916.4
2026-08-18,BTC,BTC-25JUN27-64000-C,25JUN27,64000,call,36.6,42.58,66916.4
2026-08-18,BTC,BTC-25JUN27-64000-P,25JUN27,64000,put,13.3,42.58,66916.4
2026-08-18,BTC,BTC-25JUN27-66000-C,25JUN27,66000,call,28,42.25,66916.4
2026-08-18,BTC,BTC-25JUN27-66000-P,25JUN27,66000,put,33,42.25,66916.4
2026-08-18,BTC,BTC-25JUN27-68000-C,25JUN27,68000,call,10.1,41.93,66916.4
2026-08-18,BTC,BTC-25JUN27-68000-P,25JUN27,68000,put,9.5,41.93,66916.4
2026-08-18,BTC,BTC-25JUN27-70000-C,25JUN27,70000,call,193.1,41.7,66916.3
2026-08-18,BTC,BTC-25JUN27-70000-P,25JUN27,70000,put,9.6,41.7,66916.4
2026-08-18,BTC,BTC-25JUN27-72000-P,25JUN27,72000,put,1.3,41.47,66916.4
2026-08-18,BTC,BTC-25JUN27-72000-C,25JUN27,72000,call,24.8,41.47,66916.3
2026-08-18,BTC,BTC-25JUN27-74000-P,25JUN27,74000,put,0.1,41.29,66916.4
2026-08-18,BTC,BTC-25JUN27-74000-C,25JUN27,74000,call,13.9,41.29,66916.4
2026-08-18,BTC,BTC-25JUN27-76000-P,25JUN27,76000,put,9.2,41.13,66916.3
2026-08-18,BTC,BTC-25JUN27-76000-C,25JUN27,76000,call,20.9,41.13,66916.3
2026-08-18,BTC,BTC-25JUN27-78000-P,25JUN27,78000,put,0.4,40.99,66916.3
2026-08-18,BTC,BTC-25JUN27-78000-C,25JUN27,78000,call,10.1,40.99,66916.4
2026-08-18,BTC,BTC-25JUN27-80000-P,25JUN27,80000,put,8.5,40.88,66916.4
2026-08-18,BTC,BTC-25JUN27-80000-C,25JUN27,80000,call,77.6,40.88,66916.4
2026-08-18,BTC,BTC-25JUN27-82000-P,25JUN27,82000,put,0.2,40.79,66916.3
2026-08-18,BTC,BTC-25JUN27-82000-C,25JUN27,82000,call,60.3,40.79,66916.4
2026-08-18,BTC,BTC-25JUN27-84000-C,25JUN27,84000,call,2.7,40.7,66916.4
2026-08-18,BTC,BTC-25JUN27-84000-P,25JUN27,84000,put,0.1,40.7,66916.3
2026-08-18,BTC,BTC-25JUN27-85000-C,25JUN27,85000,call,7.8,40.7,66916.4
2026-08-18,BTC,BTC-25JUN27-85000-P,25JUN27,85000,put,6.8,40.7,66916.4
2026-08-18,BTC,BTC-25JUN27-86000-C,25JUN27,86000,call,3,40.66,66916.3
2026-08-18,BTC,BTC-25JUN27-86000-P,25JUN27,86000,put,0.1,40.66,66916.4
2026-08-18,BTC,BTC-25JUN27-88000-P,25JUN27,88000,put,0.1,40.62,66916.3
2026-08-18,BTC,BTC-25JUN27-88000-C,25JUN27,88000,call,5.9,40.62,66916.3
2026-08-18,BTC,BTC-25JUN27-90000-C,25JUN27,90000,call,93.4,40.61,66916.4
2026-08-18,BTC,BTC-25JUN27-90000-P,25JUN27,90000,put,0.4,40.61,66916.4
2026-08-18,BTC,BTC-25JUN27-92000-C,25JUN27,92000,call,6.1,40.62,66916.3
2026-08-18,BTC,BTC-25JUN27-92000-P,25JUN27,92000,put,0.1,40.62,66916.4
2026-08-18,BTC,BTC-25JUN27-95000-P,25JUN27,95000,put,20.1,40.62,66916.3
2026-08-18,BTC,BTC-25JUN27-95000-C,25JUN27,95000,call,27.1,40.62,66916.3
2026-08-18,BTC,BTC-25JUN27-100000-P,25JUN27,100000,put,0.1,40.72,66916.3
2026-08-18,BTC,BTC-25JUN27-100000-C,25JUN27,100000,call,115.9,40.72,66916.3
2026-08-18,BTC,BTC-25JUN27-105000-P,25JUN27,105000,put,0.1,40.89,66916.4
2026-08-18,BTC,BTC-25JUN27-105000-C,25JUN27,105000,call,104.1,40.89,66916.4
2026-08-18,BTC,BTC-25JUN27-110000-P,25JUN27,110000,put,0.3,41.24,66916.4
2026-08-18,BTC,BTC-25JUN27-110000-C,25JUN27,110000,call,217.6,41.24,66916.3
2026-08-18,BTC,BTC-25JUN27-120000-C,25JUN27,120000,call,200.3,41.96,66916.3
2026-08-18,BTC,BTC-25JUN27-120000-P,25JUN27,120000,put,0.1,41.96,66916.3
2026-08-18,BTC,BTC-25JUN27-130000-C,25JUN27,130000,call,115.8,42.66,66916.3
2026-08-18,BTC,BTC-25JUN27-130000-P,25JUN27,130000,put,1.3,42.66,66916.3
2026-08-18,BTC,BTC-25JUN27-140000-P,25JUN27,140000,put,0,43.57,66916.4
2026-08-18,BTC,BTC-25JUN27-140000-C,25JUN27,140000,call,213.6,43.57,66916.4
2026-08-18,BTC,BTC-25JUN27-150000-C,25JUN27,150000,call,102.3,44.34,66916.4
2026-08-18,BTC,BTC-25JUN27-150000-P,25JUN27,150000,put,0,44.34,66916.3
2026-08-18,BTC,BTC-25JUN27-160000-P,25JUN27,160000,put,0,45.31,66916.4
2026-08-18,BTC,BTC-25JUN27-160000-C,25JUN27,160000,call,515.5,45.31,66916.4
2026-08-18,BTC,BTC-25JUN27-170000-C,25JUN27,170000,call,51.8,46.15,66916.4
2026-08-18,BTC,BTC-25JUN27-170000-P,25JUN27,170000,put,14.6,46.15,66916.4
2026-08-18,BTC,BTC-25SEP26-30000-C,25SEP26,30000,call,134,93.93,64732.11
2026-08-18,BTC,BTC-25SEP26-30000-P,25SEP26,30000,put,2611.6,93.93,64731.93
2026-08-18,BTC,BTC-25SEP26-35000-C,25SEP26,35000,call,29.3,79.54,64732.11
2026-08-18,BTC,BTC-25SEP26-35000-P,25SEP26,35000,put,891.8,79.54,64731.93
2026-08-18,BTC,BTC-25SEP26-40000-C,25SEP26,40000,call,34.4,68.95,64732.11
2026-08-18,BTC,BTC-25SEP26-40000-P,25SEP26,40000,put,2346.9,68.95,64732.11
2026-08-18,BTC,BTC-25SEP26-45000-P,25SEP26,45000,put,2192.3,58.39,64732.11
2026-08-18,BTC,BTC-25SEP26-45000-C,25SEP26,45000,call,224.8,58.39,64732.11
2026-08-18,BTC,BTC-25SEP26-50000-C,25SEP26,50000,call,30.5,49.8,64732.11
2026-08-18,BTC,BTC-25SEP26-50000-P,25SEP26,50000,put,3763.7,49.8,64732.11
2026-08-18,BTC,BTC-25SEP26-52000-C,25SEP26,52000,call,150,46.58,64731.93
2026-08-18,BTC,BTC-25SEP26-52000-P,25SEP26,52000,put,1323.9,46.58,64731.93
2026-08-18,BTC,BTC-25SEP26-54000-C,25SEP26,54000,call,7.4,43.43,64731.93
2026-08-18,BTC,BTC-25SEP26-54000-P,25SEP26,54000,put,658.1,43.43,64732.11
2026-08-18,BTC,BTC-25SEP26-55000-C,25SEP26,55000,call,143.7,42.2,64731.93
2026-08-18,BTC,BTC-25SEP26-55000-P,25SEP26,55000,put,2595.4,42.2,64732.11
2026-08-18,BTC,BTC-25SEP26-56000-C,25SEP26,56000,call,13.4,40.77,64732.11
2026-08-18,BTC,BTC-25SEP26-56000-P,25SEP26,56000,put,1551,40.77,64732.11
2026-08-18,BTC,BTC-25SEP26-58000-P,25SEP26,58000,put,1445.9,38.72,64732.11
2026-08-18,BTC,BTC-25SEP26-58000-C,25SEP26,58000,call,460.8,38.72,64732.11
2026-08-18,BTC,BTC-25SEP26-60000-P,25SEP26,60000,put,4925.9,36.75,64731.93
2026-08-18,BTC,BTC-25SEP26-60000-C,25SEP26,60000,call,856.3,36.75,64732.11
2026-08-18,BTC,BTC-25SEP26-62000-P,25SEP26,62000,put,1144.8,35.27,64732.11
2026-08-18,BTC,BTC-25SEP26-62000-C,25SEP26,62000,call,693.8,35.27,64731.93
2026-08-18,BTC,BTC-25SEP26-64000-P,25SEP26,64000,put,693.1,34.18,64732.11
2026-08-18,BTC,BTC-25SEP26-64000-C,25SEP26,64000,call,754.1,34.18,64732.11
2026-08-18,BTC,BTC-25SEP26-65000-P,25SEP26,65000,put,687.2,33.68,64732.11
2026-08-18,BTC,BTC-25SEP26-65000-C,25SEP26,65000,call,1341.5,33.68,64732.11
2026-08-18,BTC,BTC-25SEP26-66000-P,25SEP26,66000,put,867.3,33.35,64732.11
2026-08-18,BTC,BTC-25SEP26-66000-C,25SEP26,66000,call,1177.4,33.35,64732.11
2026-08-18,BTC,BTC-25SEP26-68000-P,25SEP26,68000,put,616.3,32.75,64732.11
2026-08-18,BTC,BTC-25SEP26-68000-C,25SEP26,68000,call,930.5,32.75,64731.93
2026-08-18,BTC,BTC-25SEP26-70000-P,25SEP26,70000,put,1385.5,32.53,64731.93
2026-08-18,BTC,BTC-25SEP26-70000-C,25SEP26,70000,call,11497,32.53,64732.11
2026-08-18,BTC,BTC-25SEP26-72000-C,25SEP26,72000,call,3392.1,32.71,64732.11
2026-08-18,BTC,BTC-25SEP26-72000-P,25SEP26,72000,put,264.7,32.71,64731.93
2026-08-18,BTC,BTC-25SEP26-74000-P,25SEP26,74000,put,110.7,32.9,64731.93
2026-08-18,BTC,BTC-25SEP26-74000-C,25SEP26,74000,call,1159.8,32.9,64732.11
2026-08-18,BTC,BTC-25SEP26-75000-C,25SEP26,75000,call,3163.7,33.29,64732.11
2026-08-18,BTC,BTC-25SEP26-75000-P,25SEP26,75000,put,2964.2,33.29,64732.11
2026-08-18,BTC,BTC-25SEP26-76000-P,25SEP26,76000,put,599.6,33.4,64731.93
2026-08-18,BTC,BTC-25SEP26-76000-C,25SEP26,76000,call,2851.6,33.4,64731.93
2026-08-18,BTC,BTC-25SEP26-78000-C,25SEP26,78000,call,4820.4,34.43,64732.11
2026-08-18,BTC,BTC-25SEP26-78000-P,25SEP26,78000,put,625.3,34.43,64732.11
2026-08-18,BTC,BTC-25SEP26-80000-P,25SEP26,80000,put,612.6,35.35,64732.11
2026-08-18,BTC,BTC-25SEP26-80000-C,25SEP26,80000,call,3269.3,35.35,64732.11
2026-08-18,BTC,BTC-25SEP26-82000-P,25SEP26,82000,put,194.1,37.34,64732.11
2026-08-18,BTC,BTC-25SEP26-82000-C,25SEP26,82000,call,2761.5,37.34,64731.93
2026-08-18,BTC,BTC-25SEP26-84000-P,25SEP26,84000,put,34.7,38.83,64732.11
2026-08-18,BTC,BTC-25SEP26-84000-C,25SEP26,84000,call,1682.3,38.83,64731.93
2026-08-18,BTC,BTC-25SEP26-85000-P,25SEP26,85000,put,453,39.3,64732.11
2026-08-18,BTC,BTC-25SEP26-85000-C,25SEP26,85000,call,1200.4,39.3,64731.93
2026-08-18,BTC,BTC-25SEP26-86000-C,25SEP26,86000,call,897.1,39.98,64731.93
2026-08-18,BTC,BTC-25SEP26-86000-P,25SEP26,86000,put,11.6,39.98,64731.93
2026-08-18,BTC,BTC-25SEP26-88000-C,25SEP26,88000,call,658.2,40.91,64732.11
2026-08-18,BTC,BTC-25SEP26-88000-P,25SEP26,88000,put,5.7,40.91,64731.93
2026-08-18,BTC,BTC-25SEP26-90000-P,25SEP26,90000,put,586.2,42.29,64732.11
2026-08-18,BTC,BTC-25SEP26-90000-C,25SEP26,90000,call,3019.5,42.29,64732.11
2026-08-18,BTC,BTC-25SEP26-92000-C,25SEP26,92000,call,489,44.2,64731.93
2026-08-18,BTC,BTC-25SEP26-92000-P,25SEP26,92000,put,4.3,44.2,64732.11
2026-08-18,BTC,BTC-25SEP26-94000-P,25SEP26,94000,put,1.9,45.53,64731.93
2026-08-18,BTC,BTC-25SEP26-94000-C,25SEP26,94000,call,172.3,45.53,64732.11
2026-08-18,BTC,BTC-25SEP26-95000-P,25SEP26,95000,put,147.6,46.06,64732.11
2026-08-18,BTC,BTC-25SEP26-95000-C,25SEP26,95000,call,1862.1,46.06,64732.11
2026-08-18,BTC,BTC-25SEP26-96000-P,25SEP26,96000,put,1,47.1,64731.93
2026-08-18,BTC,BTC-25SEP26-96000-C,25SEP26,96000,call,301.8,47.1,64731.93
2026-08-18,BTC,BTC-25SEP26-98000-P,25SEP26,98000,put,0.1,48.46,64732.11
2026-08-18,BTC,BTC-25SEP26-98000-C,25SEP26,98000,call,366.8,48.46,64731.93
2026-08-18,BTC,BTC-25SEP26-100000-C,25SEP26,100000,call,3632.4,50.51,64732.11
2026-08-18,BTC,BTC-25SEP26-100000-P,25SEP26,100000,put,431,50.51,64731.93
2026-08-18,BTC,BTC-25SEP26-102000-C,25SEP26,102000,call,107.3,52.52,64732.11
2026-08-18,BTC,BTC-25SEP26-102000-P,25SEP26,102000,put,0.4,52.52,64732.11
2026-08-18,BTC,BTC-25SEP26-105000-C,25SEP26,105000,call,1217.4,53.62,64732.11
2026-08-18,BTC,BTC-25SEP26-105000-P,25SEP26,105000,put,104.6,53.62,64731.93
2026-08-18,BTC,BTC-25SEP26-110000-C,25SEP26,110000,call,1334.9,54.89,64732.11
2026-08-18,BTC,BTC-25SEP26-110000-P,25SEP26,110000,put,116.1,54.89,64732.11
2026-08-18,BTC,BTC-25SEP26-115000-C,25SEP26,115000,call,2183.4,58.62,64731.93
2026-08-18,BTC,BTC-25SEP26-115000-P,25SEP26,115000,put,91.9,58.62,64732.11
2026-08-18,BTC,BTC-25SEP26-120000-P,25SEP26,120000,put,174.5,60.72,64732.11
2026-08-18,BTC,BTC-25SEP26-120000-C,25SEP26,120000,call,1136.6,60.72,64732.11
2026-08-18,BTC,BTC-25SEP26-125000-P,25SEP26,125000,put,21.8,61.77,64732.11
2026-08-18,BTC,BTC-25SEP26-125000-C,25SEP26,125000,call,2323.7,61.77,64731.93
2026-08-18,BTC,BTC-25SEP26-130000-C,25SEP26,130000,call,1431.9,63.53,64732.11
2026-08-18,BTC,BTC-25SEP26-130000-P,25SEP26,130000,put,21.4,63.53,64732.11
2026-08-18,BTC,BTC-25SEP26-135000-C,25SEP26,135000,call,271.9,66.77,64732.11
2026-08-18,BTC,BTC-25SEP26-135000-P,25SEP26,135000,put,11.5,66.77,64731.93
2026-08-18,BTC,BTC-25SEP26-140000-C,25SEP26,140000,call,1184.3,69.71,64732.11
2026-08-18,BTC,BTC-25SEP26-140000-P,25SEP26,140000,put,1.4,69.71,64732.11
2026-08-18,BTC,BTC-25SEP26-145000-C,25SEP26,145000,call,492.3,69.92,64731.93
2026-08-18,BTC,BTC-25SEP26-145000-P,25SEP26,145000,put,0.2,69.92,64731.93
2026-08-18,BTC,BTC-25SEP26-150000-P,25SEP26,150000,put,0.7,72.57,64732.11
2026-08-18,BTC,BTC-25SEP26-150000-C,25SEP26,150000,call,736.3,72.57,64731.93
2026-08-18,BTC,BTC-25SEP26-155000-C,25SEP26,155000,call,363.1,75.11,64731.93
2026-08-18,BTC,BTC-25SEP26-155000-P,25SEP26,155000,put,0.1,75.11,64732.11
2026-08-18,BTC,BTC-25SEP26-160000-C,25SEP26,160000,call,1444.3,75.32,64732.11
2026-08-18,BTC,BTC-25SEP26-160000-P,25SEP26,160000,put,0.6,75.32,64732.11
2026-08-18,BTC,BTC-25SEP26-165000-C,25SEP26,165000,call,184.2,75.32,64732.11
2026-08-18,BTC,BTC-25SEP26-165000-P,25SEP26,165000,put,0,75.32,64732.11
2026-08-18,BTC,BTC-25SEP26-170000-C,25SEP26,170000,call,359.5,75.32,64731.93
2026-08-18,BTC,BTC-25SEP26-170000-P,25SEP26,170000,put,0,75.32,64732.11
2026-08-18,BTC,BTC-25SEP26-175000-C,25SEP26,175000,call,1355.3,75.32,64732.11
2026-08-18,BTC,BTC-25SEP26-175000-P,25SEP26,175000,put,0.2,75.32,64732.11
2026-08-18,BTC,BTC-25SEP26-180000-P,25SEP26,180000,put,7.3,75.32,64732.11
2026-08-18,BTC,BTC-25SEP26-180000-C,25SEP26,180000,call,748.1,75.32,64732.11
2026-08-18,BTC,BTC-25SEP26-190000-C,25SEP26,190000,call,772.5,75.38,64731.93
2026-08-18,BTC,BTC-25SEP26-190000-P,25SEP26,190000,put,0,75.38,64731.93
2026-08-18,BTC,BTC-25SEP26-200000-C,25SEP26,200000,call,1009.2,75.38,64732.11
2026-08-18,BTC,BTC-25SEP26-200000-P,25SEP26,200000,put,0.1,75.38,64732.11
2026-08-18,BTC,BTC-25SEP26-220000-C,25SEP26,220000,call,230.1,75.38,64731.93
2026-08-18,BTC,BTC-25SEP26-220000-P,25SEP26,220000,put,1.8,75.38,64731.93
2026-08-18,BTC,BTC-25SEP26-240000-C,25SEP26,240000,call,220,75.51,64732.11
2026-08-18,BTC,BTC-25SEP26-240000-P,25SEP26,240000,put,0,75.51,64732.11
2026-08-18,BTC,BTC-25SEP26-260000-C,25SEP26,260000,call,292,78.83,64732.11
2026-08-18,BTC,BTC-25SEP26-260000-P,25SEP26,260000,put,0,78.83,64732.11
2026-08-18,BTC,BTC-25SEP26-280000-C,25SEP26,280000,call,91.7,81.51,64731.93
2026-08-18,BTC,BTC-25SEP26-280000-P,25SEP26,280000,put,0,81.51,64732.11
2026-08-18,BTC,BTC-25SEP26-300000-C,25SEP26,300000,call,192.1,84.97,64731.93
2026-08-18,BTC,BTC-25SEP26-300000-P,25SEP26,300000,put,0,84.97,64732.11
2026-08-18,BTC,BTC-25SEP26-320000-C,25SEP26,320000,call,276.6,85.42,64732.11
2026-08-18,BTC,BTC-25SEP26-320000-P,25SEP26,320000,put,25.1,85.42,64732.11
2026-08-18,BTC,BTC-26MAR27-35000-P,26MAR27,35000,put,581.5,57.4,66166.36
2026-08-18,BTC,BTC-26MAR27-35000-C,26MAR27,35000,call,8.1,57.4,66166.24
2026-08-18,BTC,BTC-26MAR27-40000-C,26MAR27,40000,call,81.3,52.6,66166.36
2026-08-18,BTC,BTC-26MAR27-40000-P,26MAR27,40000,put,1136.8,52.6,66166.36
2026-08-18,BTC,BTC-26MAR27-45000-C,26MAR27,45000,call,3.3,48.98,66166.36
2026-08-18,BTC,BTC-26MAR27-45000-P,26MAR27,45000,put,254.3,48.98,66166.36
2026-08-18,BTC,BTC-26MAR27-50000-C,26MAR27,50000,call,20.6,45.82,66166.36
2026-08-18,BTC,BTC-26MAR27-50000-P,26MAR27,50000,put,2109.1,45.82,66166.36
2026-08-18,BTC,BTC-26MAR27-52000-C,26MAR27,52000,call,5.2,44.88,66166.36
2026-08-18,BTC,BTC-26MAR27-52000-P,26MAR27,52000,put,123.9,44.88,66166.36
2026-08-18,BTC,BTC-26MAR27-54000-C,26MAR27,54000,call,0.1,44.06,66166.24
2026-08-18,BTC,BTC-26MAR27-54000-P,26MAR27,54000,put,78.8,44.06,66166.36
2026-08-18,BTC,BTC-26MAR27-55000-C,26MAR27,55000,call,28.6,43.63,66166.36
2026-08-18,BTC,BTC-26MAR27-55000-P,26MAR27,55000,put,1358.2,43.63,66166.36
2026-08-18,BTC,BTC-26MAR27-56000-C,26MAR27,56000,call,16.9,43.27,66166.36
2026-08-18,BTC,BTC-26MAR27-56000-P,26MAR27,56000,put,109.3,43.27,66166.36
2026-08-18,BTC,BTC-26MAR27-58000-C,26MAR27,58000,call,5.2,42.62,66166.36
2026-08-18,BTC,BTC-26MAR27-58000-P,26MAR27,58000,put,135.6,42.62,66166.36
2026-08-18,BTC,BTC-26MAR27-60000-C,26MAR27,60000,call,718.8,42.02,66166.36
2026-08-18,BTC,BTC-26MAR27-60000-P,26MAR27,60000,put,628.9,42.02,66166.36
2026-08-18,BTC,BTC-26MAR27-62000-P,26MAR27,62000,put,340.3,41.5,66166.36
2026-08-18,BTC,BTC-26MAR27-62000-C,26MAR27,62000,call,43,41.5,66166.36
2026-08-18,BTC,BTC-26MAR27-64000-P,26MAR27,64000,put,144.5,41.06,66166.36
2026-08-18,BTC,BTC-26MAR27-64000-C,26MAR27,64000,call,135.2,41.06,66166.36
2026-08-18,BTC,BTC-26MAR27-65000-P,26MAR27,65000,put,651.7,40.89,66166.36
2026-08-18,BTC,BTC-26MAR27-65000-C,26MAR27,65000,call,364.2,40.89,66166.36
2026-08-18,BTC,BTC-26MAR27-66000-P,26MAR27,66000,put,124,40.75,66166.36
2026-08-18,BTC,BTC-26MAR27-66000-C,26MAR27,66000,call,26.5,40.75,66166.36
2026-08-18,BTC,BTC-26MAR27-68000-P,26MAR27,68000,put,75.6,40.38,66166.36
2026-08-18,BTC,BTC-26MAR27-68000-C,26MAR27,68000,call,97.8,40.38,66166.36
2026-08-18,BTC,BTC-26MAR27-70000-P,26MAR27,70000,put,211.7,40.1,66166.24
2026-08-18,BTC,BTC-26MAR27-70000-C,26MAR27,70000,call,804.5,40.1,66166.36
2026-08-18,BTC,BTC-26MAR27-72000-P,26MAR27,72000,put,139.1,39.85,66166.24
2026-08-18,BTC,BTC-26MAR27-72000-C,26MAR27,72000,call,96.4,39.85,66166.36
2026-08-18,BTC,BTC-26MAR27-74000-C,26MAR27,74000,call,68.2,39.63,66166.36
2026-08-18,BTC,BTC-26MAR27-74000-P,26MAR27,74000,put,54,39.63,66166.36
2026-08-18,BTC,BTC-26MAR27-76000-C,26MAR27,76000,call,424.2,39.42,66166.36
2026-08-18,BTC,BTC-26MAR27-76000-P,26MAR27,76000,put,19.2,39.42,66166.36
2026-08-18,BTC,BTC-26MAR27-78000-C,26MAR27,78000,call,471.8,39.32,66166.36
2026-08-18,BTC,BTC-26MAR27-78000-P,26MAR27,78000,put,183,39.32,66166.36
2026-08-18,BTC,BTC-26MAR27-80000-C,26MAR27,80000,call,942.5,39.3,66166.36
2026-08-18,BTC,BTC-26MAR27-80000-P,26MAR27,80000,put,139.2,39.3,66166.36
2026-08-18,BTC,BTC-26MAR27-82000-C,26MAR27,82000,call,714.9,39.15,66166.36
2026-08-18,BTC,BTC-26MAR27-82000-P,26MAR27,82000,put,3.9,39.15,66166.36
2026-08-18,BTC,BTC-26MAR27-84000-P,26MAR27,84000,put,55.1,39.25,66166.24
2026-08-18,BTC,BTC-26MAR27-84000-C,26MAR27,84000,call,268.4,39.25,66166.36
2026-08-18,BTC,BTC-26MAR27-85000-P,26MAR27,85000,put,0.9,39.28,66166.36
2026-08-18,BTC,BTC-26MAR27-85000-C,26MAR27,85000,call,95.7,39.28,66166.36
2026-08-18,BTC,BTC-26MAR27-86000-P,26MAR27,86000,put,1.8,39.25,66166.36
2026-08-18,BTC,BTC-26MAR27-86000-C,26MAR27,86000,call,137.7,39.25,66166.36
2026-08-18,BTC,BTC-26MAR27-88000-P,26MAR27,88000,put,4.5,39.28,66166.24
2026-08-18,BTC,BTC-26MAR27-88000-C,26MAR27,88000,call,73.9,39.28,66166.24
2026-08-18,BTC,BTC-26MAR27-90000-C,26MAR27,90000,call,506.1,39.42,66166.36
2026-08-18,BTC,BTC-26MAR27-90000-P,26MAR27,90000,put,14.1,39.42,66166.24
2026-08-18,BTC,BTC-26MAR27-92000-C,26MAR27,92000,call,126.5,39.43,66166.36
2026-08-18,BTC,BTC-26MAR27-92000-P,26MAR27,92000,put,0.6,39.43,66166.36
2026-08-18,BTC,BTC-26MAR27-94000-C,26MAR27,94000,call,141.6,39.51,66166.36
2026-08-18,BTC,BTC-26MAR27-94000-P,26MAR27,94000,put,9.1,39.51,66166.36
2026-08-18,BTC,BTC-26MAR27-95000-P,26MAR27,95000,put,0.6,39.65,66166.24
2026-08-18,BTC,BTC-26MAR27-95000-C,26MAR27,95000,call,343,39.65,66166.24
2026-08-18,BTC,BTC-26MAR27-96000-P,26MAR27,96000,put,1.6,39.68,66166.36
2026-08-18,BTC,BTC-26MAR27-96000-C,26MAR27,96000,call,133,39.68,66166.36
2026-08-18,BTC,BTC-26MAR27-98000-P,26MAR27,98000,put,0.2,39.84,66166.36
2026-08-18,BTC,BTC-26MAR27-98000-C,26MAR27,98000,call,109,39.84,66166.36
2026-08-18,BTC,BTC-26MAR27-100000-C,26MAR27,100000,call,569.9,39.98,66166.36
2026-08-18,BTC,BTC-26MAR27-100000-P,26MAR27,100000,put,12.1,39.98,66166.24
2026-08-18,BTC,BTC-26MAR27-102000-C,26MAR27,102000,call,106,40.15,66166.36
2026-08-18,BTC,BTC-26MAR27-102000-P,26MAR27,102000,put,0.1,40.15,66166.36
2026-08-18,BTC,BTC-26MAR27-104000-C,26MAR27,104000,call,101.4,40.34,66166.36
2026-08-18,BTC,BTC-26MAR27-104000-P,26MAR27,104000,put,0.1,40.34,66166.36
2026-08-18,BTC,BTC-26MAR27-105000-P,26MAR27,105000,put,0.5,40.4,66166.36
2026-08-18,BTC,BTC-26MAR27-105000-C,26MAR27,105000,call,187.4,40.4,66166.36
2026-08-18,BTC,BTC-26MAR27-106000-P,26MAR27,106000,put,0.1,40.45,66166.36
2026-08-18,BTC,BTC-26MAR27-106000-C,26MAR27,106000,call,43.6,40.45,66166.36
2026-08-18,BTC,BTC-26MAR27-108000-C,26MAR27,108000,call,57.3,40.73,66166.24
2026-08-18,BTC,BTC-26MAR27-108000-P,26MAR27,108000,put,0.1,40.73,66166.36
2026-08-18,BTC,BTC-26MAR27-110000-P,26MAR27,110000,put,4.3,40.74,66166.36
2026-08-18,BTC,BTC-26MAR27-110000-C,26MAR27,110000,call,549.9,40.74,66166.36
