date,symbol,us_close_usd,global_close_usd,premium_pct,source
2019-11-01,ETH,183.19,182.85,0.1859,bykaranteli.com
2019-11-02,BTC,9308.52,9289.52,0.2045,bykaranteli.com
2019-11-02,ETH,183.25,182.91,0.1859,bykaranteli.com
2019-11-03,BTC,9206.52,9194.71,0.1284,bykaranteli.com
2019-11-03,ETH,181.73,181.54,0.1047,bykaranteli.com
2019-11-04,BTC,9412.53,9393.35,0.2042,bykaranteli.com
2019-11-04,ETH,186.25,185.71,0.2908,bykaranteli.com
2019-11-05,BTC,9322.09,9308.66,0.1443,bykaranteli.com
2019-11-05,ETH,188.88,188.68,0.106,bykaranteli.com
2019-11-06,BTC,9341.27,9339.05,0.0238,bykaranteli.com
2019-11-06,ETH,191.13,191.16,-0.0157,bykaranteli.com
2019-11-07,BTC,9198.84,9216.2,-0.1884,bykaranteli.com
2019-11-07,ETH,186.42,186.68,-0.1393,bykaranteli.com
2019-11-08,BTC,8763.01,8773.73,-0.1222,bykaranteli.com
2019-11-08,ETH,183.62,183.74,-0.0653,bykaranteli.com
2019-11-09,BTC,8807.89,8809.41,-0.0173,bykaranteli.com
2019-11-09,ETH,184.77,184.89,-0.0649,bykaranteli.com
2019-11-10,BTC,9032.23,9039.47,-0.0801,bykaranteli.com
2019-11-10,ETH,188.88,188.96,-0.0423,bykaranteli.com
2019-11-11,BTC,8721.54,8733.27,-0.1343,bykaranteli.com
2019-11-11,ETH,184.65,184.98,-0.1784,bykaranteli.com
2019-11-12,BTC,8810,8821.94,-0.1353,bykaranteli.com
2019-11-12,ETH,186.98,187.09,-0.0588,bykaranteli.com
2019-11-13,BTC,8758.34,8777.12,-0.214,bykaranteli.com
2019-11-13,ETH,187.72,188.11,-0.2073,bykaranteli.com
2019-11-14,BTC,8630,8646.68,-0.1929,bykaranteli.com
2019-11-14,ETH,184.55,184.92,-0.2001,bykaranteli.com
2019-11-15,BTC,8457.48,8471.73,-0.1682,bykaranteli.com
2019-11-15,ETH,179.82,180,-0.1,bykaranteli.com
2019-11-16,BTC,8481,8491.02,-0.118,bykaranteli.com
2019-11-16,ETH,182.25,182.37,-0.0658,bykaranteli.com
2019-11-17,BTC,8500.01,8502.4,-0.0281,bykaranteli.com
2019-11-17,ETH,183.88,183.82,0.0326,bykaranteli.com
2019-11-18,BTC,8168.84,8187.17,-0.2239,bykaranteli.com
2019-11-18,ETH,177.85,178.2,-0.1964,bykaranteli.com
2019-11-19,BTC,8123.36,8133.64,-0.1264,bykaranteli.com
2019-11-19,ETH,175.73,175.94,-0.1194,bykaranteli.com
2019-11-20,BTC,8082.96,8098.01,-0.1858,bykaranteli.com
2019-11-20,ETH,174.35,174.72,-0.2118,bykaranteli.com
2019-11-21,BTC,7616.46,7627.74,-0.1479,bykaranteli.com
2019-11-21,ETH,160.82,161.01,-0.118,bykaranteli.com
2019-11-22,BTC,7283.03,7268.23,0.2036,bykaranteli.com
2019-11-22,ETH,149.97,149.56,0.2741,bykaranteli.com
2019-11-23,BTC,7329.29,7311.57,0.2424,bykaranteli.com
2019-11-23,ETH,152,151.84,0.1054,bykaranteli.com
2019-11-24,BTC,6908.64,6903.28,0.0776,bykaranteli.com
2019-11-24,ETH,139.99,139.96,0.0214,bykaranteli.com
2019-11-25,BTC,7127.01,7109.57,0.2453,bykaranteli.com
2019-11-25,ETH,145.91,145.69,0.151,bykaranteli.com
2019-11-26,BTC,7162.67,7156.14,0.0913,bykaranteli.com
2019-11-26,ETH,147.83,147.47,0.2441,bykaranteli.com
2019-11-27,BTC,7523.72,7508.52,0.2024,bykaranteli.com
2019-11-27,ETH,153,152.62,0.249,bykaranteli.com
2019-11-28,BTC,7432.41,7419.49,0.1741,bykaranteli.com
2019-11-28,ETH,151.01,150.72,0.1924,bykaranteli.com
2019-11-29,BTC,7760,7739.68,0.2625,bykaranteli.com
2019-11-29,ETH,154.75,154.57,0.1165,bykaranteli.com
2019-11-30,BTC,7555.92,7541.89,0.186,bykaranteli.com
2019-11-30,ETH,151.78,151.37,0.2709,bykaranteli.com
2019-12-01,BTC,7404.27,7390.89,0.181,bykaranteli.com
2019-12-01,ETH,150.97,150.73,0.1592,bykaranteli.com
2019-12-02,BTC,7305.01,7294.28,0.1471,bykaranteli.com
2019-12-02,ETH,148.97,148.65,0.2153,bykaranteli.com
2019-12-03,BTC,7302.94,7292.71,0.1403,bykaranteli.com
2019-12-03,ETH,147.33,147.17,0.1087,bykaranteli.com
2019-12-04,BTC,7198.99,7194.32,0.0649,bykaranteli.com
2019-12-04,ETH,145.5,145.38,0.0825,bykaranteli.com
2019-12-05,BTC,7393.54,7389,0.0614,bykaranteli.com
2019-12-05,ETH,148.18,148.1,0.054,bykaranteli.com
2019-12-06,BTC,7540.08,7527.47,0.1675,bykaranteli.com
2019-12-06,ETH,148.82,148.45,0.2492,bykaranteli.com
2019-12-07,BTC,7502.19,7488.21,0.1867,bykaranteli.com
2019-12-07,ETH,147.43,147.14,0.1971,bykaranteli.com
2019-12-08,BTC,7520,7510.11,0.1317,bykaranteli.com
2019-12-08,ETH,150.71,150.44,0.1795,bykaranteli.com
2019-12-09,BTC,7337.51,7338.64,-0.0154,bykaranteli.com
2019-12-09,ETH,147.3,147.38,-0.0543,bykaranteli.com
2019-12-10,BTC,7219.37,7224.13,-0.0659,bykaranteli.com
2019-12-10,ETH,145.55,145.56,-0.0069,bykaranteli.com
2019-12-11,BTC,7201.23,7210,-0.1216,bykaranteli.com
2019-12-11,ETH,143.29,143.39,-0.0697,bykaranteli.com
2019-12-12,BTC,7185.91,7198.08,-0.1691,bykaranteli.com
2019-12-12,ETH,144.69,144.87,-0.1242,bykaranteli.com
2019-12-13,BTC,7249.9,7258.48,-0.1182,bykaranteli.com
2019-12-13,ETH,144.7,144.8,-0.0691,bykaranteli.com
2019-12-14,BTC,7062.91,7064.05,-0.0161,bykaranteli.com
2019-12-14,ETH,141.73,141.79,-0.0423,bykaranteli.com
2019-12-15,BTC,7111,7118.59,-0.1066,bykaranteli.com
2019-12-15,ETH,142.38,142.46,-0.0562,bykaranteli.com
2019-12-16,BTC,6877.03,6891.72,-0.2132,bykaranteli.com
2019-12-16,ETH,132.36,132.73,-0.2788,bykaranteli.com
2019-12-17,BTC,6616.62,6623.82,-0.1087,bykaranteli.com
2019-12-17,ETH,121.83,121.88,-0.041,bykaranteli.com
2019-12-18,BTC,7285.53,7277.83,0.1058,bykaranteli.com
2019-12-18,ETH,132.89,132.78,0.0828,bykaranteli.com
2019-12-19,BTC,7149.12,7150.3,-0.0165,bykaranteli.com
2019-12-19,ETH,128.18,128.1,0.0625,bykaranteli.com
2019-12-20,BTC,7190,7187.83,0.0302,bykaranteli.com
2019-12-20,ETH,128.37,128.19,0.1404,bykaranteli.com
2019-12-21,BTC,7143.01,7132.75,0.1438,bykaranteli.com
2019-12-21,ETH,127.09,126.99,0.0787,bykaranteli.com
2019-12-22,BTC,7513.06,7501.44,0.1549,bykaranteli.com
2019-12-22,ETH,132.4,132.09,0.2347,bykaranteli.com
2019-12-23,BTC,7310.79,7317.09,-0.0861,bykaranteli.com
2019-12-23,ETH,127.78,127.8,-0.0156,bykaranteli.com
2019-12-24,BTC,7255.01,7255.77,-0.0105,bykaranteli.com
2019-12-24,ETH,127.71,127.75,-0.0313,bykaranteli.com
2019-12-25,BTC,7192.12,7204.63,-0.1736,bykaranteli.com
2019-12-25,ETH,125,125.09,-0.0719,bykaranteli.com
2019-12-26,BTC,7194.13,7202,-0.1093,bykaranteli.com
2019-12-26,ETH,125.49,125.58,-0.0717,bykaranteli.com
2019-12-27,BTC,7245.83,7254.74,-0.1228,bykaranteli.com
2019-12-27,ETH,126.23,126.29,-0.0475,bykaranteli.com
2019-12-28,BTC,7302.67,7316.14,-0.1841,bykaranteli.com
2019-12-28,ETH,127.91,128.11,-0.1561,bykaranteli.com
2019-12-29,BTC,7384.89,7388.24,-0.0453,bykaranteli.com
2019-12-29,ETH,134.3,134.36,-0.0447,bykaranteli.com
2019-12-30,BTC,7218,7246,-0.3864,bykaranteli.com
2019-12-30,ETH,131.1,131.59,-0.3724,bykaranteli.com
2019-12-31,BTC,7165.72,7195.23,-0.4101,bykaranteli.com
2019-12-31,ETH,128.54,129.16,-0.48,bykaranteli.com
2020-01-01,BTC,7174.33,7200.85,-0.3683,bykaranteli.com
2020-01-01,ETH,130.19,130.77,-0.4435,bykaranteli.com
2020-01-02,BTC,6945.02,6965.71,-0.297,bykaranteli.com
2020-01-02,ETH,126.81,127.19,-0.2988,bykaranteli.com
2020-01-03,BTC,7334.45,7344.96,-0.1431,bykaranteli.com
2020-01-03,ETH,134.17,134.35,-0.134,bykaranteli.com
2020-01-04,BTC,7348.63,7354.11,-0.0745,bykaranteli.com
2020-01-04,ETH,134.14,134.2,-0.0447,bykaranteli.com
2020-01-05,BTC,7355.4,7358.75,-0.0455,bykaranteli.com
2020-01-05,ETH,135.31,135.37,-0.0443,bykaranteli.com
2020-01-06,BTC,7764.63,7758,0.0855,bykaranteli.com
2020-01-06,ETH,144.19,144.15,0.0277,bykaranteli.com
2020-01-07,BTC,8158.52,8145.28,0.1625,bykaranteli.com
2020-01-07,ETH,143.08,142.8,0.1961,bykaranteli.com
2020-01-08,BTC,8045.51,8055.98,-0.13,bykaranteli.com
2020-01-08,ETH,140.6,140.72,-0.0853,bykaranteli.com
2020-01-09,BTC,7813.78,7817.76,-0.0509,bykaranteli.com
2020-01-09,ETH,137.71,137.74,-0.0218,bykaranteli.com
2020-01-10,BTC,8198.09,8197.02,0.0131,bykaranteli.com
2020-01-10,ETH,144.72,144.84,-0.0829,bykaranteli.com
2020-01-11,BTC,8020,8020.01,-0.0001,bykaranteli.com
2020-01-11,ETH,142.63,142.38,0.1756,bykaranteli.com
2020-01-12,BTC,8180.81,8184.98,-0.0509,bykaranteli.com
2020-01-12,ETH,146.6,146.54,0.0409,bykaranteli.com
2020-01-13,BTC,8104.5,8110.34,-0.072,bykaranteli.com
2020-01-13,ETH,143.51,143.58,-0.0488,bykaranteli.com
2020-01-14,BTC,8815.69,8810.01,0.0645,bykaranteli.com
2020-01-14,ETH,165.76,165.64,0.0724,bykaranteli.com
2020-01-15,BTC,8808.81,8821.41,-0.1428,bykaranteli.com
2020-01-15,ETH,166.29,166.4,-0.0661,bykaranteli.com
2020-01-16,BTC,8714.76,8720.01,-0.0602,bykaranteli.com
2020-01-16,ETH,163.93,164.21,-0.1705,bykaranteli.com
2020-01-17,BTC,8899.42,8913.28,-0.1555,bykaranteli.com
2020-01-17,ETH,169.59,169.85,-0.1531,bykaranteli.com
2020-01-18,BTC,8909.32,8915.96,-0.0745,bykaranteli.com
2020-01-18,ETH,174.06,174.14,-0.0459,bykaranteli.com
2020-01-19,BTC,8697.53,8701.7,-0.0479,bykaranteli.com
2020-01-19,ETH,166.75,166.79,-0.024,bykaranteli.com
2020-01-20,BTC,8628.89,8642.35,-0.1557,bykaranteli.com
2020-01-20,ETH,166.68,166.87,-0.1139,bykaranteli.com
2020-01-21,BTC,8722.03,8736.03,-0.1603,bykaranteli.com
2020-01-21,ETH,169.19,169.49,-0.177,bykaranteli.com
2020-01-22,BTC,8660.38,8682.36,-0.2532,bykaranteli.com
2020-01-22,ETH,167.68,168.07,-0.232,bykaranteli.com
2020-01-23,BTC,8385.22,8404.52,-0.2296,bykaranteli.com
2020-01-23,ETH,162.4,162.81,-0.2518,bykaranteli.com
2020-01-24,BTC,8427.26,8439,-0.1391,bykaranteli.com
2020-01-24,ETH,162.3,162.54,-0.1477,bykaranteli.com
2020-01-25,BTC,8326.81,8340.58,-0.1651,bykaranteli.com
2020-01-25,ETH,160.12,160.35,-0.1434,bykaranteli.com
2020-01-26,BTC,8595,8615,-0.2322,bykaranteli.com
2020-01-26,ETH,167.35,167.86,-0.3038,bykaranteli.com
2020-01-27,BTC,8895.96,8907.57,-0.1303,bykaranteli.com
2020-01-27,ETH,169.77,170.08,-0.1823,bykaranteli.com
2020-01-28,BTC,9394.5,9374.21,0.2164,bykaranteli.com
2020-01-28,ETH,175.99,175.64,0.1993,bykaranteli.com
2020-01-29,BTC,9288.44,9301.53,-0.1407,bykaranteli.com
2020-01-29,ETH,173.45,173.72,-0.1554,bykaranteli.com
2020-01-30,BTC,9503.08,9513.21,-0.1065,bykaranteli.com
2020-01-30,ETH,184.55,184.69,-0.0758,bykaranteli.com
2020-01-31,BTC,9334.98,9352.89,-0.1915,bykaranteli.com
2020-01-31,ETH,179.74,179.99,-0.1389,bykaranteli.com
2020-02-01,BTC,9380.18,9384.61,-0.0472,bykaranteli.com
2020-02-01,ETH,183.5,183.6,-0.0545,bykaranteli.com
2020-02-02,BTC,9323.5,9331.51,-0.0858,bykaranteli.com
2020-02-02,ETH,188.29,188.44,-0.0796,bykaranteli.com
2020-02-03,BTC,9280.49,9292.24,-0.1264,bykaranteli.com
2020-02-03,ETH,189.42,189.69,-0.1423,bykaranteli.com
2020-02-04,BTC,9164.33,9197.02,-0.3554,bykaranteli.com
2020-02-04,ETH,188.24,188.91,-0.3547,bykaranteli.com
2020-02-05,BTC,9613.82,9612.04,0.0185,bykaranteli.com
2020-02-05,ETH,204,203.78,0.108,bykaranteli.com
2020-02-06,BTC,9763.01,9772,-0.092,bykaranteli.com
2020-02-06,ETH,212.95,213.19,-0.1126,bykaranteli.com
2020-02-07,BTC,9808.05,9813.73,-0.0579,bykaranteli.com
2020-02-07,ETH,223.22,223.33,-0.0493,bykaranteli.com
2020-02-08,BTC,9905.64,9895.05,0.107,bykaranteli.com
2020-02-08,ETH,223.37,223.05,0.1435,bykaranteli.com
2020-02-09,BTC,10168.35,10151.75,0.1635,bykaranteli.com
2020-02-09,ETH,228.8,228.49,0.1357,bykaranteli.com
2020-02-10,BTC,9851.78,9851.83,-0.0005,bykaranteli.com
2020-02-10,ETH,222.85,222.89,-0.0179,bykaranteli.com
2020-02-11,BTC,10270.01,10223.08,0.4591,bykaranteli.com
2020-02-11,ETH,237.98,236.69,0.545,bykaranteli.com
2020-02-12,BTC,10351.13,10326.46,0.2389,bykaranteli.com
2020-02-12,ETH,266.49,265.74,0.2822,bykaranteli.com
2020-02-13,BTC,10236.49,10229.63,0.0671,bykaranteli.com
2020-02-13,ETH,268.42,268.32,0.0373,bykaranteli.com
2020-02-14,BTC,10371.33,10344.36,0.2607,bykaranteli.com
2020-02-14,ETH,286.27,285.15,0.3928,bykaranteli.com
2020-02-15,BTC,9911.22,9904.72,0.0656,bykaranteli.com
2020-02-15,ETH,264.92,264.88,0.0151,bykaranteli.com
2020-02-16,BTC,9921,9917.27,0.0376,bykaranteli.com
2020-02-16,ETH,258.5,258.85,-0.1352,bykaranteli.com
2020-02-17,BTC,9700,9706,-0.0618,bykaranteli.com
2020-02-17,ETH,268.03,267.85,0.0672,bykaranteli.com
2020-02-18,BTC,10188.04,10164.71,0.2295,bykaranteli.com
2020-02-18,ETH,283.31,282.61,0.2477,bykaranteli.com
2020-02-19,BTC,9600.08,9593.79,0.0656,bykaranteli.com
2020-02-19,ETH,258.66,258.45,0.0813,bykaranteli.com
2020-02-20,BTC,9610.05,9596.42,0.142,bykaranteli.com
2020-02-20,ETH,257.4,256.96,0.1712,bykaranteli.com
2020-02-21,BTC,9695.66,9677.05,0.1923,bykaranteli.com
2020-02-21,ETH,265.8,265.27,0.1998,bykaranteli.com
2020-02-22,BTC,9668.23,9650.86,0.18,bykaranteli.com
2020-02-22,ETH,262.08,261.57,0.195,bykaranteli.com
2020-02-23,BTC,9965.01,9936.4,0.2879,bykaranteli.com
2020-02-23,ETH,275.48,274.48,0.3643,bykaranteli.com
2020-02-24,BTC,9660,9656.13,0.0401,bykaranteli.com
2020-02-24,ETH,265.31,265.52,-0.0791,bykaranteli.com
2020-02-25,BTC,9305,9315.84,-0.1164,bykaranteli.com
2020-02-25,ETH,246.5,246.67,-0.0689,bykaranteli.com
2020-02-26,BTC,8778.3,8785.25,-0.0791,bykaranteli.com
2020-02-26,ETH,223.5,223.93,-0.192,bykaranteli.com
2020-02-27,BTC,8812.49,8823.21,-0.1215,bykaranteli.com
2020-02-27,ETH,227.63,227.79,-0.0702,bykaranteli.com
2020-02-28,BTC,8708.89,8692.91,0.1838,bykaranteli.com
2020-02-28,ETH,227.37,226.76,0.269,bykaranteli.com
2020-02-29,BTC,8525.07,8523.61,0.0171,bykaranteli.com
2020-02-29,ETH,217.31,217.21,0.046,bykaranteli.com
2020-03-01,BTC,8522.31,8531.88,-0.1122,bykaranteli.com
2020-03-01,ETH,217.26,217.81,-0.2525,bykaranteli.com
2020-03-02,BTC,8915,8915.24,-0.0027,bykaranteli.com
2020-03-02,ETH,232.12,231.97,0.0647,bykaranteli.com
2020-03-03,BTC,8757.84,8760.07,-0.0255,bykaranteli.com
2020-03-03,ETH,223.75,223.91,-0.0715,bykaranteli.com
2020-03-04,BTC,8760.66,8750.87,0.1119,bykaranteli.com
2020-03-04,ETH,224.56,224.26,0.1338,bykaranteli.com
2020-03-05,BTC,9070.17,9054.68,0.1711,bykaranteli.com
2020-03-05,ETH,228.64,228.38,0.1138,bykaranteli.com
2020-03-06,BTC,9158.51,9131.88,0.2916,bykaranteli.com
2020-03-06,ETH,245.56,244.88,0.2777,bykaranteli.com
2020-03-07,BTC,8901.37,8886.66,0.1655,bykaranteli.com
2020-03-07,ETH,237.75,237.23,0.2192,bykaranteli.com
2020-03-08,BTC,8037.76,8033.31,0.0554,bykaranteli.com
2020-03-08,ETH,199.46,199.43,0.015,bykaranteli.com
2020-03-09,BTC,7934.52,7929.87,0.0586,bykaranteli.com
2020-03-09,ETH,202.77,202.81,-0.0197,bykaranteli.com
2020-03-10,BTC,7894.68,7894.56,0.0015,bykaranteli.com
2020-03-10,ETH,200.5,200.7,-0.0997,bykaranteli.com
2020-03-11,BTC,7938.05,7934.52,0.0445,bykaranteli.com
2020-03-11,ETH,194.61,194.61,0,bykaranteli.com
2020-03-12,BTC,4857.1,4800,1.1896,bykaranteli.com
2020-03-12,ETH,110.3,107.82,2.3001,bykaranteli.com
2020-03-13,BTC,5637.6,5578.6,1.0576,bykaranteli.com
2020-03-13,ETH,135.51,134.06,1.0816,bykaranteli.com
2020-03-14,BTC,5165.25,5172.06,-0.1317,bykaranteli.com
2020-03-14,ETH,122.17,122.54,-0.3019,bykaranteli.com
2020-03-15,BTC,5345.35,5361.3,-0.2975,bykaranteli.com
2020-03-15,ETH,123.3,123.78,-0.3878,bykaranteli.com
2020-03-16,BTC,5037.61,5028.97,0.1718,bykaranteli.com
2020-03-16,ETH,111.38,111.02,0.3243,bykaranteli.com
2020-03-17,BTC,5331.71,5312.64,0.359,bykaranteli.com
2020-03-17,ETH,116.09,115.67,0.3631,bykaranteli.com
2020-03-18,BTC,5413.64,5393.04,0.382,bykaranteli.com
2020-03-18,ETH,118.6,118.11,0.4149,bykaranteli.com
2020-03-19,BTC,6186.26,6162.37,0.3877,bykaranteli.com
2020-03-19,ETH,136.68,136.3,0.2788,bykaranteli.com
2020-03-20,BTC,6206.1,6208.36,-0.0364,bykaranteli.com
2020-03-20,ETH,133.27,133.48,-0.1573,bykaranteli.com
2020-03-21,BTC,6198.78,6186.98,0.1907,bykaranteli.com
2020-03-21,ETH,132.79,132.66,0.098,bykaranteli.com
2020-03-22,BTC,5818.25,5816.19,0.0354,bykaranteli.com
2020-03-22,ETH,122.42,122.32,0.0818,bykaranteli.com
2020-03-23,BTC,6490.63,6467.31,0.3606,bykaranteli.com
2020-03-23,ETH,137,135.92,0.7946,bykaranteli.com
2020-03-24,BTC,6766.64,6744.72,0.325,bykaranteli.com
2020-03-24,ETH,139,138.42,0.419,bykaranteli.com
2020-03-25,BTC,6690.96,6677.43,0.2026,bykaranteli.com
2020-03-25,ETH,136.26,136.1,0.1176,bykaranteli.com
2020-03-26,BTC,6758.18,6737.36,0.309,bykaranteli.com
2020-03-26,ETH,139,138.4,0.4335,bykaranteli.com
2020-03-27,BTC,6372.36,6359.11,0.2084,bykaranteli.com
2020-03-27,ETH,131.56,131.33,0.1751,bykaranteli.com
2020-03-28,BTC,6251.82,6236.65,0.2432,bykaranteli.com
2020-03-28,ETH,131.35,130.98,0.2825,bykaranteli.com
2020-03-29,BTC,5877.21,5881.42,-0.0716,bykaranteli.com
2020-03-29,ETH,124.35,124.5,-0.1205,bykaranteli.com
2020-03-30,BTC,6406.4,6394.38,0.188,bykaranteli.com
2020-03-30,ETH,132.32,132.06,0.1969,bykaranteli.com
2020-03-31,BTC,6424.35,6410.44,0.217,bykaranteli.com
2020-03-31,ETH,133.08,132.72,0.2712,bykaranteli.com
2020-04-01,BTC,6666.11,6642.92,0.3491,bykaranteli.com
2020-04-01,ETH,136.14,135.69,0.3316,bykaranteli.com
2020-04-02,BTC,6804.52,6794.09,0.1535,bykaranteli.com
2020-04-02,ETH,141.53,141.28,0.177,bykaranteli.com
2020-04-03,BTC,6741.99,6734.1,0.1172,bykaranteli.com
2020-04-03,ETH,141.54,141.31,0.1628,bykaranteli.com
2020-04-04,BTC,6874.77,6856.99,0.2593,bykaranteli.com
2020-04-04,ETH,144.48,144.1,0.2637,bykaranteli.com
2020-04-05,BTC,6778.25,6772.78,0.0808,bykaranteli.com
2020-04-05,ETH,142.79,142.68,0.0771,bykaranteli.com
2020-04-06,BTC,7341.56,7329.9,0.1591,bykaranteli.com
2020-04-06,ETH,171.5,171.32,0.1051,bykaranteli.com
2020-04-07,BTC,7200.01,7197.32,0.0374,bykaranteli.com
2020-04-07,ETH,164.57,164.63,-0.0364,bykaranteli.com
2020-04-08,BTC,7370.11,7361.28,0.12,bykaranteli.com
2020-04-08,ETH,173.36,173.11,0.1444,bykaranteli.com
2020-04-09,BTC,7293.24,7283.54,0.1332,bykaranteli.com
2020-04-09,ETH,169.75,169.52,0.1357,bykaranteli.com
2020-04-10,BTC,6871.91,6858.92,0.1894,bykaranteli.com
2020-04-10,ETH,158.1,157.81,0.1838,bykaranteli.com
2020-04-11,BTC,6889.65,6876.83,0.1864,bykaranteli.com
2020-04-11,ETH,158.55,158.33,0.139,bykaranteli.com
2020-04-12,BTC,6908.13,6903.79,0.0629,bykaranteli.com
2020-04-12,ETH,158.87,158.59,0.1766,bykaranteli.com
2020-04-13,BTC,6861.21,6837.91,0.3407,bykaranteli.com
2020-04-13,ETH,156.76,156.29,0.3007,bykaranteli.com
2020-04-14,BTC,6877.37,6868.7,0.1262,bykaranteli.com
2020-04-14,ETH,158.65,158.45,0.1262,bykaranteli.com
2020-04-15,BTC,6624.12,6621.24,0.0435,bykaranteli.com
2020-04-15,ETH,152.77,152.73,0.0262,bykaranteli.com
2020-04-16,BTC,7112.64,7101.94,0.1507,bykaranteli.com
2020-04-16,ETH,172.55,172.29,0.1509,bykaranteli.com
2020-04-17,BTC,7037.46,7027.55,0.141,bykaranteli.com
2020-04-17,ETH,170.89,170.69,0.1172,bykaranteli.com
2020-04-18,BTC,7261.76,7248.6,0.1816,bykaranteli.com
2020-04-18,ETH,187.88,187.4,0.2561,bykaranteli.com
2020-04-19,BTC,7130.71,7120.74,0.14,bykaranteli.com
2020-04-19,ETH,180.39,180.03,0.2,bykaranteli.com
2020-04-20,BTC,6838.19,6826.83,0.1664,bykaranteli.com
2020-04-20,ETH,170.5,170.2,0.1763,bykaranteli.com
2020-04-21,BTC,6853.68,6841.37,0.1799,bykaranteli.com
2020-04-21,ETH,171.07,170.74,0.1933,bykaranteli.com
2020-04-22,BTC,7136.84,7125.14,0.1642,bykaranteli.com
2020-04-22,ETH,183.11,182.7,0.2244,bykaranteli.com
2020-04-23,BTC,7488.83,7482.39,0.0861,bykaranteli.com
2020-04-23,ETH,185.66,185.51,0.0809,bykaranteli.com
2020-04-24,BTC,7514.64,7505,0.1284,bykaranteli.com
2020-04-24,ETH,187.84,187.59,0.1333,bykaranteli.com
2020-04-25,BTC,7547.61,7538.67,0.1186,bykaranteli.com
2020-04-25,ETH,194.42,194.21,0.1081,bykaranteli.com
2020-04-26,BTC,7706.4,7693.1,0.1729,bykaranteli.com
2020-04-26,ETH,197.83,197.38,0.228,bykaranteli.com
2020-04-27,BTC,7789.77,7774.62,0.1949,bykaranteli.com
2020-04-27,ETH,196.78,196.34,0.2241,bykaranteli.com
2020-04-28,BTC,7755.01,7738.98,0.2071,bykaranteli.com
2020-04-28,ETH,196.67,196.24,0.2191,bykaranteli.com
2020-04-29,BTC,8793.75,8778.57,0.1729,bykaranteli.com
2020-04-29,ETH,215.66,215.36,0.1393,bykaranteli.com
2020-04-30,BTC,8624.28,8620,0.0497,bykaranteli.com
2020-04-30,ETH,206.23,206.08,0.0728,bykaranteli.com
2020-05-01,BTC,8829.42,8826.96,0.0279,bykaranteli.com
2020-05-01,ETH,212.09,212.02,0.033,bykaranteli.com
2020-05-02,BTC,8985.58,8972.05,0.1508,bykaranteli.com
2020-05-02,ETH,214.25,213.9,0.1636,bykaranteli.com
2020-05-03,BTC,8909.95,8894.16,0.1775,bykaranteli.com
2020-05-03,ETH,210.24,209.86,0.1811,bykaranteli.com
2020-05-04,BTC,8883.53,8871.96,0.1304,bykaranteli.com
2020-05-04,ETH,206.86,206.48,0.184,bykaranteli.com
2020-05-05,BTC,9028.79,9021.83,0.0771,bykaranteli.com
2020-05-05,ETH,205.43,205.29,0.0682,bykaranteli.com
2020-05-06,BTC,9155.79,9142.92,0.1408,bykaranteli.com
2020-05-06,ETH,199.26,198.97,0.1458,bykaranteli.com
2020-05-07,BTC,10004.77,9986.4,0.184,bykaranteli.com
2020-05-07,ETH,212.47,212,0.2217,bykaranteli.com
2020-05-08,BTC,9810,9800.01,0.1019,bykaranteli.com
2020-05-08,ETH,211.59,211.31,0.1325,bykaranteli.com
2020-05-09,BTC,9537.21,9539.4,-0.023,bykaranteli.com
2020-05-09,ETH,210,210.07,-0.0333,bykaranteli.com
2020-05-10,BTC,8729.86,8722.77,0.0813,bykaranteli.com
2020-05-10,ETH,187.73,187.54,0.1013,bykaranteli.com
2020-05-11,BTC,8572.4,8561.52,0.1271,bykaranteli.com
2020-05-11,ETH,185.93,185.73,0.1077,bykaranteli.com
2020-05-12,BTC,8821.42,8810.79,0.1206,bykaranteli.com
2020-05-12,ETH,190.1,189.76,0.1792,bykaranteli.com
2020-05-13,BTC,9321.26,9309.37,0.1277,bykaranteli.com
2020-05-13,ETH,199.92,199.58,0.1704,bykaranteli.com
2020-05-14,BTC,9795.34,9791.98,0.0343,bykaranteli.com
2020-05-14,ETH,203.4,203.29,0.0541,bykaranteli.com
2020-05-15,BTC,9312.1,9316.42,-0.0464,bykaranteli.com
2020-05-15,ETH,194.7,194.86,-0.0821,bykaranteli.com
2020-05-16,BTC,9383.16,9381.27,0.0201,bykaranteli.com
2020-05-16,ETH,200.53,200.45,0.0399,bykaranteli.com
2020-05-17,BTC,9676.63,9680.04,-0.0352,bykaranteli.com
2020-05-17,ETH,207.05,207,0.0242,bykaranteli.com
2020-05-18,BTC,9728.52,9733.93,-0.0556,bykaranteli.com
2020-05-18,ETH,214.97,214.91,0.0279,bykaranteli.com
2020-05-19,BTC,9783.76,9775.53,0.0842,bykaranteli.com
2020-05-19,ETH,214.71,214.58,0.0606,bykaranteli.com
2020-05-20,BTC,9509.41,9511.43,-0.0212,bykaranteli.com
2020-05-20,ETH,209.96,209.98,-0.0095,bykaranteli.com
2020-05-21,BTC,9061.96,9068.65,-0.0738,bykaranteli.com
2020-05-21,ETH,198.62,198.74,-0.0604,bykaranteli.com
2020-05-22,BTC,9168.84,9170,-0.0126,bykaranteli.com
2020-05-22,ETH,207.32,207.36,-0.0193,bykaranteli.com
2020-05-23,BTC,9181.76,9179.15,0.0284,bykaranteli.com
2020-05-23,ETH,206.66,206.6,0.029,bykaranteli.com
