date,symbol,us_close_usd,global_close_usd,premium_pct,source
2017-09-30,BTC,4339,4378.51,-0.9024,bykaranteli.com
2017-09-30,ETH,301.57,304.36,-0.9167,bykaranteli.com
2017-10-01,BTC,4394.81,4378.48,0.373,bykaranteli.com
2017-10-01,ETH,303.25,303.95,-0.2303,bykaranteli.com
2017-10-02,BTC,4392.71,4380,0.2902,bykaranteli.com
2017-10-02,ETH,296.72,296.5,0.0742,bykaranteli.com
2017-10-03,BTC,4307.99,4310,-0.0466,bykaranteli.com
2017-10-03,ETH,292.36,292.48,-0.041,bykaranteli.com
2017-10-04,BTC,4214.84,4208.59,0.1485,bykaranteli.com
2017-10-04,ETH,292,291.99,0.0034,bykaranteli.com
2017-10-05,BTC,4320.04,4292.43,0.6432,bykaranteli.com
2017-10-05,ETH,294.89,294.81,0.0271,bykaranteli.com
2017-10-06,BTC,4362.99,4369,-0.1376,bykaranteli.com
2017-10-06,ETH,307.73,310.8,-0.9878,bykaranteli.com
2017-10-07,BTC,4425,4423,0.0452,bykaranteli.com
2017-10-07,ETH,311.12,311.01,0.0354,bykaranteli.com
2017-10-08,BTC,4603.49,4640,-0.7869,bykaranteli.com
2017-10-08,ETH,309.2,311.07,-0.6012,bykaranteli.com
2017-10-09,BTC,4769.55,4786.95,-0.3635,bykaranteli.com
2017-10-09,ETH,297,297.19,-0.0639,bykaranteli.com
2017-10-10,BTC,4750,4783.06,-0.6912,bykaranteli.com
2017-10-10,ETH,297.99,298.64,-0.2177,bykaranteli.com
2017-10-11,BTC,4814.99,4821.43,-0.1336,bykaranteli.com
2017-10-11,ETH,302,304.01,-0.6612,bykaranteli.com
2017-10-12,BTC,5440,5430,0.1842,bykaranteli.com
2017-10-12,ETH,302.12,303.99,-0.6152,bykaranteli.com
2017-10-13,BTC,5624.8,5649.98,-0.4457,bykaranteli.com
2017-10-13,ETH,335.89,337.96,-0.6125,bykaranteli.com
2017-10-14,BTC,5819.13,5869.99,-0.8664,bykaranteli.com
2017-10-14,ETH,338.37,342,-1.0614,bykaranteli.com
2017-10-15,BTC,5693.7,5709.99,-0.2853,bykaranteli.com
2017-10-15,ETH,336.89,337.96,-0.3166,bykaranteli.com
2017-10-16,BTC,5754.9,5760.02,-0.0889,bykaranteli.com
2017-10-16,ETH,334.36,335.19,-0.2476,bykaranteli.com
2017-10-17,BTC,5594,5595,-0.0179,bykaranteli.com
2017-10-17,ETH,316.37,315.19,0.3744,bykaranteli.com
2017-10-18,BTC,5574.44,5512.06,1.1317,bykaranteli.com
2017-10-18,ETH,313.59,309.7,1.2561,bykaranteli.com
2017-10-19,BTC,5704.01,5683.9,0.3538,bykaranteli.com
2017-10-19,ETH,308.02,308.66,-0.2073,bykaranteli.com
2017-10-20,BTC,5989.1,6010.01,-0.3479,bykaranteli.com
2017-10-20,ETH,303.15,304.51,-0.4466,bykaranteli.com
2017-10-21,BTC,6024.86,6024.97,-0.0018,bykaranteli.com
2017-10-21,ETH,300,298.94,0.3546,bykaranteli.com
2017-10-22,BTC,6005.05,5950.02,0.9249,bykaranteli.com
2017-10-22,ETH,295.14,293.79,0.4595,bykaranteli.com
