date,symbol,exchange,long_liquidations_usd,short_liquidations_usd,events,max_single_liquidation_usd,source
2026-09-04,0GUSDT,binance,46813,4193,73,6861,bykaranteli.com
2026-09-04,0GUSDT,bybit,4234,3098,13,2594,bykaranteli.com
2026-09-04,0GUSDT,gate,459,0,4,406,bykaranteli.com
2026-09-04,0GUSDT,okx,11416,5166,27,3948,bykaranteli.com
2026-09-04,1000000BABYDOGEUSDT,bybit,1455,0,4,971,bykaranteli.com
2026-09-04,1000000MOGUSDT,binance,512,59,4,465,bykaranteli.com
2026-09-04,1000000MOGUSDT,gate,680,0,2,680,bykaranteli.com
2026-09-04,10000NEXUSDT,bybit,27,0,1,27,bykaranteli.com
2026-09-04,1000BONKUSDT,binance,32524,23667,51,7459,bykaranteli.com
2026-09-04,1000BONKUSDT,bybit,19013,56677,31,47879,bykaranteli.com
2026-09-04,1000BONKUSDT,gate,104831,5440,20,9953,bykaranteli.com
2026-09-04,1000BONKUSDT,htx,3120,0,1,3120,bykaranteli.com
2026-09-04,1000BONKUSDT,lighter,15,0,2,8,bykaranteli.com
2026-09-04,1000BONKUSDT,okx,13651,7461,10,6983,bykaranteli.com
2026-09-04,1000BTTUSDT,bybit,285,88,2,285,bykaranteli.com
2026-09-04,1000CATUSDT,binance,183,210,5,115,bykaranteli.com
2026-09-04,1000CATUSDT,bybit,1024,0,2,724,bykaranteli.com
2026-09-04,1000CHEEMSUSDT,binance,40,17,2,40,bykaranteli.com
2026-09-04,1000FLOKIUSDT,binance,37042,5298,44,9494,bykaranteli.com
2026-09-04,1000FLOKIUSDT,bybit,4637,15,9,2091,bykaranteli.com
2026-09-04,1000FLOKIUSDT,gate,2534,0,7,1433,bykaranteli.com
2026-09-04,1000FLOKIUSDT,htx,60,0,2,58,bykaranteli.com
2026-09-04,1000FLOKIUSDT,okx,402,0,4,168,bykaranteli.com
2026-09-04,1000LUNCUSDT,binance,20259,0,19,6028,bykaranteli.com
2026-09-04,1000LUNCUSDT,bybit,1346,0,3,1003,bykaranteli.com
2026-09-04,1000LUNCUSDT,gate,774,0,4,702,bykaranteli.com
2026-09-04,1000NEIROCTOUSDT,bybit,2599,0,5,1764,bykaranteli.com
2026-09-04,1000PEPEUSDT,aster,5258,12556,6,12556,bykaranteli.com
2026-09-04,1000PEPEUSDT,binance,1018682,81713,208,291782,bykaranteli.com
2026-09-04,1000PEPEUSDT,bybit,514214,91164,132,153783,bykaranteli.com
2026-09-04,1000PEPEUSDT,gate,189025,6477,44,79480,bykaranteli.com
2026-09-04,1000PEPEUSDT,htx,9364,4473,16,4473,bykaranteli.com
2026-09-04,1000PEPEUSDT,okx,237597,17627,111,43488,bykaranteli.com
2026-09-04,1000RATSUSDT,binance,1490,142,9,854,bykaranteli.com
2026-09-04,1000RATSUSDT,bybit,100,56,3,98,bykaranteli.com
2026-09-04,1000SATSUSDT,binance,3260,0,13,1214,bykaranteli.com
2026-09-04,1000SATSUSDT,bybit,9195,0,3,8380,bykaranteli.com
2026-09-04,1000SATSUSDT,gate,99,0,4,94,bykaranteli.com
2026-09-04,1000SATSUSDT,okx,2805,0,9,2258,bykaranteli.com
2026-09-04,1000SHIBUSDT,aster,6011,0,2,5744,bykaranteli.com
2026-09-04,1000SHIBUSDT,binance,88635,3097,45,24424,bykaranteli.com
2026-09-04,1000SHIBUSDT,bybit,9481,518,12,3370,bykaranteli.com
2026-09-04,1000SHIBUSDT,gate,24354,0,15,16890,bykaranteli.com
2026-09-04,1000SHIBUSDT,htx,2492,0,11,1046,bykaranteli.com
2026-09-04,1000SHIBUSDT,okx,22041,557,21,6634,bykaranteli.com
2026-09-04,1000TOSHIUSDT,bybit,19,0,1,19,bykaranteli.com
2026-09-04,1000XECUSDT,binance,810,5384,6,5310,bykaranteli.com
2026-09-04,1000XECUSDT,bybit,435,0,2,337,bykaranteli.com
2026-09-04,1INCHUSDT,binance,35,2669,3,2646,bykaranteli.com
2026-09-04,1INCHUSDT,bybit,1541,201,3,1452,bykaranteli.com
2026-09-04,1INCHUSDT,okx,1678,11,3,1672,bykaranteli.com
2026-09-04,1MBABYDOGEUSDT,binance,5111,42,6,3150,bykaranteli.com
2026-09-04,2ZUSDT,binance,681,0,10,468,bykaranteli.com
2026-09-04,2ZUSDT,bybit,1606,0,3,1461,bykaranteli.com
2026-09-04,2ZUSDT,gate,25,0,2,15,bykaranteli.com
2026-09-04,2ZUSDT,okx,2929,0,4,1121,bykaranteli.com
2026-09-04,4USDT,binance,137355,209506,477,12851,bykaranteli.com
2026-09-04,4USDT,bybit,1964,7893,50,2116,bykaranteli.com
2026-09-04,4USDT,gate,992,851,24,263,bykaranteli.com
2026-09-04,AAOIUSDT,binance,1000,5,2,1000,bykaranteli.com
2026-09-04,AAOIUSDT,bybit,3871,0,1,3871,bykaranteli.com
2026-09-04,AAOIUSDT,gate,1091,0,4,399,bykaranteli.com
2026-09-04,AAOIUSDT,okx,516,949,6,915,bykaranteli.com
2026-09-04,AAPLUSDT,binance,5689,0,12,2014,bykaranteli.com
2026-09-04,AAPLUSDT,bybit,8173,0,7,4909,bykaranteli.com
2026-09-04,AAPLUSDT,gate,179,0,2,159,bykaranteli.com
2026-09-04,AAPLUSDT,okx,4524,819,10,3791,bykaranteli.com
2026-09-04,AAPLXUSDT,gate,13,0,1,13,bykaranteli.com
2026-09-04,AAVEUSDT,binance,75555,30110,45,25218,bykaranteli.com
2026-09-04,AAVEUSDT,bybit,212610,1288,46,135260,bykaranteli.com
2026-09-04,AAVEUSDT,dydx,7042,0,3,2591,bykaranteli.com
2026-09-04,AAVEUSDT,gate,13574,0,7,6592,bykaranteli.com
2026-09-04,AAVEUSDT,okx,56310,6245,33,25236,bykaranteli.com
2026-09-04,ACEUSDT,binance,29803,3729,67,4585,bykaranteli.com
2026-09-04,ACEUSDT,bybit,3398,1088,10,2950,bykaranteli.com
2026-09-04,ACEUSDT,gate,964,0,7,432,bykaranteli.com
2026-09-04,ACEUSDT,htx,1479,0,1,1479,bykaranteli.com
2026-09-04,ACHUSDT,binance,617,7,5,393,bykaranteli.com
2026-09-04,ACHUSDT,bybit,207,0,1,207,bykaranteli.com
2026-09-04,ACTUSDT,binance,8,30,2,30,bykaranteli.com
2026-09-04,ACTUSDT,bybit,301,0,1,301,bykaranteli.com
2026-09-04,ACTUSDT,okx,1569,8,2,1569,bykaranteli.com
2026-09-04,ACUUSDT,binance,147,349,10,109,bykaranteli.com
2026-09-04,ACUUSDT,bybit,0,231,2,159,bykaranteli.com
2026-09-04,ACUUSDT,gate,0,164,1,164,bykaranteli.com
2026-09-04,ACUUSDT,okx,0,697,3,413,bykaranteli.com
2026-09-04,ADAUSDT,aster,3024,113,4,2703,bykaranteli.com
2026-09-04,ADAUSDT,binance,382905,143780,206,50035,bykaranteli.com
2026-09-04,ADAUSDT,bybit,343533,252833,95,201777,bykaranteli.com
2026-09-04,ADAUSDT,deribit,0,0,1,0,bykaranteli.com
2026-09-04,ADAUSDT,dydx,184,0,1,184,bykaranteli.com
2026-09-04,ADAUSDT,gate,54708,2341,18,32680,bykaranteli.com
2026-09-04,ADAUSDT,htx,10389,2090,11,5239,bykaranteli.com
2026-09-04,ADAUSDT,okx,39823,26263,53,15623,bykaranteli.com
2026-09-04,ADBEUSDT,binance,800,130,3,800,bykaranteli.com
2026-09-04,ADBEUSDT,okx,1377,0,1,1377,bykaranteli.com
2026-09-04,AEHRUSDT,bybit,1206,0,1,1206,bykaranteli.com
2026-09-04,AEHRUSDT,okx,8,736,3,701,bykaranteli.com
2026-09-04,AEONUSDT,bybit,166,0,2,131,bykaranteli.com
2026-09-04,AEONUSDT,gate,48,0,2,37,bykaranteli.com
2026-09-04,AEONUSDT,okx,5472,14720,16,11080,bykaranteli.com
2026-09-04,AEROUSDT,aster,520,0,1,520,bykaranteli.com
2026-09-04,AEROUSDT,binance,7290,665,11,4962,bykaranteli.com
2026-09-04,AEROUSDT,bybit,2441,9,3,2432,bykaranteli.com
2026-09-04,AEROUSDT,lighter,51,0,1,51,bykaranteli.com
2026-09-04,AEROUSDT,okx,3183,0,2,2934,bykaranteli.com
2026-09-04,AEVOUSDT,binance,13371,622,12,4856,bykaranteli.com
2026-09-04,AEVOUSDT,okx,8,0,1,8,bykaranteli.com
2026-09-04,AGIUSDT,bybit,0,26,1,26,bykaranteli.com
2026-09-04,AGLDUSDT,binance,0,6,1,6,bykaranteli.com
2026-09-04,AGLDUSDT,bybit,98,0,1,98,bykaranteli.com
2026-09-04,AGTUSDT,binance,764,54,6,405,bykaranteli.com
2026-09-04,AIAUSDT,binance,1761,498,13,977,bykaranteli.com
2026-09-04,AIGENSYNUSDT,binance,58,0,2,52,bykaranteli.com
2026-09-04,AINVDAUSDT,gate,47,185,6,93,bykaranteli.com
2026-09-04,AIOTUSDT,binance,693,0,4,464,bykaranteli.com
2026-09-04,AIOUSDT,binance,7041,180,22,2494,bykaranteli.com
2026-09-04,AIOUSDT,bybit,370,0,2,280,bykaranteli.com
2026-09-04,AIOUSDT,gate,215,0,2,172,bykaranteli.com
2026-09-04,AIUSDT,aster,7806,276,5,4319,bykaranteli.com
2026-09-04,AIUSDT,lighter,1229,0,4,873,bykaranteli.com
2026-09-04,AIXBTUSDT,binance,6172,940,11,5005,bykaranteli.com
2026-09-04,AIXBTUSDT,bybit,1896,0,3,1586,bykaranteli.com
2026-09-04,AIXBTUSDT,okx,4762,0,3,3995,bykaranteli.com
2026-09-04,AKEUSDT,binance,90746,38280,254,10069,bykaranteli.com
2026-09-04,AKEUSDT,bybit,21340,13826,116,5096,bykaranteli.com
2026-09-04,AKEUSDT,gate,24805,2098,69,4062,bykaranteli.com
2026-09-04,AKEUSDT,htx,68,0,2,55,bykaranteli.com
2026-09-04,AKTUSDT,gate,2030,0,1,2030,bykaranteli.com
2026-09-04,ALABUSDT,binance,442,314,3,401,bykaranteli.com
2026-09-04,ALABUSDT,okx,5456,0,3,5325,bykaranteli.com
2026-09-04,ALCHUSDT,binance,12,51,2,51,bykaranteli.com
2026-09-04,ALGOUSDT,binance,16092,473,23,3822,bykaranteli.com
2026-09-04,ALGOUSDT,bybit,10259,0,18,3586,bykaranteli.com
2026-09-04,ALGOUSDT,gate,8,0,1,8,bykaranteli.com
2026-09-04,ALGOUSDT,htx,29,0,1,29,bykaranteli.com
2026-09-04,ALGOUSDT,okx,6554,0,5,3267,bykaranteli.com
2026-09-04,ALICEUSDT,binance,8910,0,7,4958,bykaranteli.com
2026-09-04,ALICEUSDT,bybit,131,0,1,131,bykaranteli.com
2026-09-04,ALLOUSDT,binance,5357,338,24,1610,bykaranteli.com
2026-09-04,ALLOUSDT,bybit,184,0,1,184,bykaranteli.com
2026-09-04,ALLOUSDT,okx,13317,972,10,8056,bykaranteli.com
2026-09-04,ALLUSDT,binance,2824,67,5,1627,bykaranteli.com
2026-09-04,ALPINEUSDT,binance,12,15,3,15,bykaranteli.com
2026-09-04,ALTUSDT,binance,6840,0,5,5838,bykaranteli.com
2026-09-04,ALTUSDT,bybit,12,0,1,12,bykaranteli.com
2026-09-04,AMCUSDT,bybit,74,1334,5,1308,bykaranteli.com
2026-09-04,AMCUSDT,okx,549,6170,17,4705,bykaranteli.com
2026-09-04,AMDUSDT,binance,0,1044,2,1030,bykaranteli.com
2026-09-04,AMDUSDT,gate,14,0,1,14,bykaranteli.com
2026-09-04,AMDUSDT,okx,0,244,1,244,bykaranteli.com
2026-09-04,AMZNUSDT,bybit,4960,0,1,4960,bykaranteli.com
2026-09-04,AMZNUSDT,okx,1479,0,1,1479,bykaranteli.com
2026-09-04,ANIMEUSDT,binance,171,67,4,161,bykaranteli.com
2026-09-04,ANIMEUSDT,bybit,1374,0,2,1178,bykaranteli.com
2026-09-04,ANIMEUSDT,okx,1,61,2,61,bykaranteli.com
2026-09-04,ANKRUSDT,binance,8924,4816,27,3990,bykaranteli.com
2026-09-04,ANKRUSDT,bybit,314,37,3,304,bykaranteli.com
2026-09-04,ANKRUSDT,gate,59,0,1,59,bykaranteli.com
2026-09-04,ANSEMUSDT,aster,1132,0,2,720,bykaranteli.com
2026-09-04,ANSEMUSDT,gate,21,36,2,36,bykaranteli.com
2026-09-04,ANSEMUSDT,lighter,18,0,3,11,bykaranteli.com
2026-09-04,ANTHROPICUSDT,binance,2465,116,10,1052,bykaranteli.com
2026-09-04,APEUSDT,binance,2599,420,8,1555,bykaranteli.com
2026-09-04,APEUSDT,bybit,11667,0,11,4375,bykaranteli.com
2026-09-04,APEUSDT,gate,260,0,2,228,bykaranteli.com
2026-09-04,APEUSDT,okx,25,0,1,25,bykaranteli.com
2026-09-04,APEXUSDT,bybit,3748,93,7,3221,bykaranteli.com
2026-09-04,API3USDT,binance,4976,0,4,4889,bykaranteli.com
2026-09-04,API3USDT,gate,138,0,1,138,bykaranteli.com
2026-09-04,APLDUSDT,bybit,12,0,1,12,bykaranteli.com
2026-09-04,APLDUSDT,okx,10,0,1,10,bykaranteli.com
2026-09-04,APPSTOCKUSDT,bybit,9,0,1,9,bykaranteli.com
2026-09-04,APPUSDT,okx,0,3,1,3,bykaranteli.com
2026-09-04,APRUSDT,binance,92720,12980,146,8718,bykaranteli.com
2026-09-04,APRUSDT,bybit,4777,173,22,1204,bykaranteli.com
2026-09-04,APRUSDT,gate,270,0,5,156,bykaranteli.com
2026-09-04,APRUSDT,htx,41,0,2,25,bykaranteli.com
2026-09-04,APRUSDT,okx,46682,8658,54,9878,bykaranteli.com
2026-09-04,APTUSDT,binance,103313,5787,59,36317,bykaranteli.com
2026-09-04,APTUSDT,bybit,27742,0,22,11119,bykaranteli.com
2026-09-04,APTUSDT,gate,1522,2012,17,1734,bykaranteli.com
2026-09-04,APTUSDT,okx,73800,1,26,21566,bykaranteli.com
2026-09-04,ARBUSDT,aster,758,4874,6,4864,bykaranteli.com
2026-09-04,ARBUSDT,binance,325176,250595,296,39765,bykaranteli.com
2026-09-04,ARBUSDT,bybit,197369,20910,167,36420,bykaranteli.com
2026-09-04,ARBUSDT,gate,8730,3520,43,2364,bykaranteli.com
2026-09-04,ARBUSDT,htx,103,3735,5,3713,bykaranteli.com
2026-09-04,ARBUSDT,okx,232620,270062,344,20804,bykaranteli.com
2026-09-04,ARCUSDT,binance,383,2316,10,1505,bykaranteli.com
2026-09-04,ARCUSDT,bybit,56,433,2,433,bykaranteli.com
2026-09-04,ARIAUSDT,binance,799,1443,11,1443,bykaranteli.com
2026-09-04,ARIAUSDT,bybit,680,27,2,680,bykaranteli.com
2026-09-04,ARKKUSDT,bybit,11,0,1,11,bykaranteli.com
2026-09-04,ARKMUSDT,binance,8537,0,5,4355,bykaranteli.com
2026-09-04,ARKMUSDT,bybit,346,0,2,299,bykaranteli.com
2026-09-04,ARKMUSDT,okx,395,0,3,242,bykaranteli.com
2026-09-04,ARKUSDT,binance,12,11266,4,9363,bykaranteli.com
2026-09-04,ARKUSDT,bybit,104,0,2,84,bykaranteli.com
2026-09-04,ARMUSDT,binance,0,352,2,314,bykaranteli.com
2026-09-04,ARPAUSDT,binance,762,0,2,751,bykaranteli.com
2026-09-04,ARUSDT,binance,12709,17768,45,9834,bykaranteli.com
2026-09-04,ARUSDT,bybit,2333,710,8,1075,bykaranteli.com
2026-09-04,ARUSDT,gate,24866,0,5,6970,bykaranteli.com
2026-09-04,ARUSDT,okx,3477,12400,15,9100,bykaranteli.com
2026-09-04,ARXUSDT,binance,2888,13,6,1063,bykaranteli.com
2026-09-04,ARXUSDT,gate,24,0,1,24,bykaranteli.com
2026-09-04,ARXUSDT,okx,383,123,5,370,bykaranteli.com
2026-09-04,ASMLUSDT,binance,0,199,1,199,bykaranteli.com
2026-09-04,ASRUSDT,binance,493,0,1,493,bykaranteli.com
2026-09-04,ASRUSDT,bybit,189,0,1,189,bykaranteli.com
2026-09-04,ASTEROIDUSDT,aster,76,0,2,68,bykaranteli.com
2026-09-04,ASTEROIDUSDT,gate,1958,0,7,1472,bykaranteli.com
2026-09-04,ASTERUSDT,aster,105795,17561,36,63540,bykaranteli.com
2026-09-04,ASTERUSDT,binance,172426,5331,64,20187,bykaranteli.com
2026-09-04,ASTERUSDT,bybit,10570,5936,21,5038,bykaranteli.com
2026-09-04,ASTERUSDT,gate,3824,1470,7,2383,bykaranteli.com
2026-09-04,ASTERUSDT,okx,34387,2550,22,17828,bykaranteli.com
2026-09-04,ASTRUSDT,binance,1493,106,6,989,bykaranteli.com
2026-09-04,ASTRUSDT,bybit,55,0,1,55,bykaranteli.com
2026-09-04,ASTSUSDT,aster,0,1857,1,1857,bykaranteli.com
2026-09-04,ASTSUSDT,binance,78,9755,3,9755,bykaranteli.com
2026-09-04,ATHUSDT,binance,463,0,3,443,bykaranteli.com
2026-09-04,ATHUSDT,okx,693,0,1,693,bykaranteli.com
2026-09-04,ATOMUSDT,binance,19487,5657,19,10040,bykaranteli.com
2026-09-04,ATOMUSDT,bybit,9212,99,11,5050,bykaranteli.com
2026-09-04,ATOMUSDT,gate,21453,72,6,6962,bykaranteli.com
2026-09-04,ATOMUSDT,okx,7123,125,8,4834,bykaranteli.com
2026-09-04,ATUSDT,binance,1894,784,10,822,bykaranteli.com
2026-09-04,ATUSDT,bybit,46,196,3,196,bykaranteli.com
2026-09-04,ATUSDT,okx,0,41,1,41,bykaranteli.com
2026-09-04,AUCTIONUSDT,binance,965,139,5,490,bykaranteli.com
2026-09-04,AUCTIONUSDT,bybit,976,13,3,837,bykaranteli.com
2026-09-04,AUCTIONUSDT,okx,438,234,6,336,bykaranteli.com
2026-09-04,AUSDT,binance,1305,0,3,985,bykaranteli.com
2026-09-04,AUSDT,gate,14,0,1,14,bykaranteli.com
2026-09-04,AUSDT,okx,1396,0,1,1396,bykaranteli.com
2026-09-04,AVAAIUSDT,binance,851,637,16,489,bykaranteli.com
2026-09-04,AVAAIUSDT,bybit,14,0,3,14,bykaranteli.com
2026-09-04,AVAUSDT,binance,5719,408,21,2122,bykaranteli.com
2026-09-04,AVAUSDT,bybit,49,0,2,37,bykaranteli.com
2026-09-04,AVAXUSDT,aster,161,0,1,161,bykaranteli.com
2026-09-04,AVAXUSDT,binance,395840,3413,34,110532,bykaranteli.com
2026-09-04,AVAXUSDT,bybit,55286,0,25,19819,bykaranteli.com
2026-09-04,AVAXUSDT,gate,549,0,4,211,bykaranteli.com
2026-09-04,AVAXUSDT,htx,4897,0,1,4897,bykaranteli.com
2026-09-04,AVAXUSDT,okx,7916,0,9,3237,bykaranteli.com
2026-09-04,AVGOUSDT,binance,497,2073,5,2048,bykaranteli.com
2026-09-04,AVGOUSDT,bybit,187,0,2,176,bykaranteli.com
2026-09-04,AVNTUSDT,binance,1165,7,8,982,bykaranteli.com
2026-09-04,AVNTUSDT,bybit,10,0,1,10,bykaranteli.com
2026-09-04,AVNTUSDT,okx,202,0,2,135,bykaranteli.com
2026-09-04,AWEUSDT,binance,0,13,1,13,bykaranteli.com
2026-09-04,AXLUSDT,binance,4371,0,3,4240,bykaranteli.com
2026-09-04,AXLUSDT,bybit,1652,0,1,1652,bykaranteli.com
2026-09-04,AXSUSDT,binance,6248,2106,13,3274,bykaranteli.com
2026-09-04,AXSUSDT,bybit,2001,125,9,1081,bykaranteli.com
2026-09-04,AXSUSDT,gate,405,0,1,405,bykaranteli.com
2026-09-04,AXSUSDT,okx,9588,0,2,8785,bykaranteli.com
2026-09-04,AXTIUSDT,aster,0,1575,1,1575,bykaranteli.com
2026-09-04,AXTIUSDT,binance,1254,68613,15,28112,bykaranteli.com
2026-09-04,AXTIUSDT,gate,271,0,3,239,bykaranteli.com
2026-09-04,AXTIUSDT,htx,159,0,1,159,bykaranteli.com
2026-09-04,AXTIUSDT,okx,2465,2862,5,2465,bykaranteli.com
2026-09-04,AZTECUSDT,aster,14,0,1,14,bykaranteli.com
2026-09-04,AZTECUSDT,binance,87955,45653,235,6095,bykaranteli.com
2026-09-04,AZTECUSDT,bybit,22457,16902,113,5138,bykaranteli.com
2026-09-04,AZTECUSDT,gate,681,1469,21,375,bykaranteli.com
2026-09-04,AZTECUSDT,okx,25385,24796,118,3819,bykaranteli.com
2026-09-04,B2USDT,binance,1164,14,6,902,bykaranteli.com
2026-09-04,B3USDT,bybit,4878,0,1,4878,bykaranteli.com
2026-09-04,BABAUSDT,binance,314,0,1,314,bykaranteli.com
2026-09-04,BABAUSDT,bybit,6896,0,1,6896,bykaranteli.com
2026-09-04,BABYUSDT,binance,488,0,4,323,bykaranteli.com
2026-09-04,BABYUSDT,bybit,1376,0,1,1376,bykaranteli.com
2026-09-04,BABYUSDT,gate,49,0,1,49,bykaranteli.com
2026-09-04,BABYUSDT,okx,374,0,2,265,bykaranteli.com
2026-09-04,BANANAS31USDT,binance,410,0,4,285,bykaranteli.com
2026-09-04,BANANAS31USDT,bybit,89,0,2,45,bykaranteli.com
2026-09-04,BANANAUSDT,binance,97,21,2,97,bykaranteli.com
2026-09-04,BANDUSDT,binance,25,8,2,25,bykaranteli.com
2026-09-04,BANKUSDT,binance,72177,66,69,21702,bykaranteli.com
2026-09-04,BANKUSDT,bybit,3081,0,5,2814,bykaranteli.com
2026-09-04,BANKUSDT,gate,402,0,5,162,bykaranteli.com
2026-09-04,BANUSDT,binance,1353,68,7,983,bykaranteli.com
2026-09-04,BANUSDT,bybit,435,0,4,355,bykaranteli.com
2026-09-04,BANUSDT,gate,161,0,1,161,bykaranteli.com
2026-09-04,BARDUSDT,binance,1756,0,4,1123,bykaranteli.com
2026-09-04,BARDUSDT,bybit,779,0,2,418,bykaranteli.com
2026-09-04,BARDUSDT,okx,6,0,1,6,bykaranteli.com
2026-09-04,BASECATUSDT,aster,61,9308,2,9308,bykaranteli.com
2026-09-04,BASECATUSDT,gate,2485,1125,23,904,bykaranteli.com
2026-09-04,BASEDUSDT,binance,5472,0,6,4771,bykaranteli.com
2026-09-04,BASEDUSDT,bybit,6205,0,2,4888,bykaranteli.com
2026-09-04,BASEDUSDT,gate,200,200,2,200,bykaranteli.com
2026-09-04,BASEDUSDT,okx,302,0,1,302,bykaranteli.com
2026-09-04,BASUSDT,binance,30,220,6,174,bykaranteli.com
2026-09-04,BASUSDT,gate,372,0,2,356,bykaranteli.com
2026-09-04,BATUSDT,binance,2986,101,8,1078,bykaranteli.com
2026-09-04,BATUSDT,okx,629,0,1,629,bykaranteli.com
2026-09-04,BBUSDT,binance,332,0,5,246,bykaranteli.com
2026-09-04,BBUSDT,bybit,366,0,2,356,bykaranteli.com
2026-09-04,BBUSDT,gate,468,0,2,468,bykaranteli.com
2026-09-04,BCHUSDT,aster,27201,0,3,9912,bykaranteli.com
2026-09-04,BCHUSDT,binance,170747,19939,76,46180,bykaranteli.com
2026-09-04,BCHUSDT,bybit,33567,112,17,10008,bykaranteli.com
2026-09-04,BCHUSDT,gate,55659,0,12,24654,bykaranteli.com
2026-09-04,BCHUSDT,htx,563,1034,5,715,bykaranteli.com
2026-09-04,BCHUSDT,lighter,0,0,1,0,bykaranteli.com
2026-09-04,BCHUSDT,okx,189591,1495,37,42891,bykaranteli.com
2026-09-04,BEAMUSDT,bybit,382,0,2,366,bykaranteli.com
2026-09-04,BEAMXUSDT,binance,2549,0,13,694,bykaranteli.com
2026-09-04,BEATUSDT,binance,74430,126,95,10094,bykaranteli.com
2026-09-04,BEATUSDT,bybit,18343,606,26,3763,bykaranteli.com
2026-09-04,BEATUSDT,gate,1146,1,10,756,bykaranteli.com
2026-09-04,BEATUSDT,htx,534,0,5,379,bykaranteli.com
2026-09-04,BEATUSDT,okx,23867,10,31,10005,bykaranteli.com
2026-09-04,BELUSDT,binance,0,20,1,20,bykaranteli.com
2026-09-04,BERAUSDT,binance,13400,393,11,5002,bykaranteli.com
2026-09-04,BERAUSDT,bybit,31738,0,6,21912,bykaranteli.com
2026-09-04,BERAUSDT,gate,2438,0,1,2438,bykaranteli.com
2026-09-04,BERAUSDT,okx,261,0,5,107,bykaranteli.com
2026-09-04,BEUSDT,binance,60,128324,11,50958,bykaranteli.com
2026-09-04,BEUSDT,bybit,7,54109,20,14299,bykaranteli.com
2026-09-04,BEUSDT,gate,2628,1643,12,2556,bykaranteli.com
2026-09-04,BEUSDT,okx,0,9486,10,2469,bykaranteli.com
2026-09-04,BICOUSDT,aster,0,999,1,999,bykaranteli.com
2026-09-04,BICOUSDT,binance,17320,10915,73,5177,bykaranteli.com
2026-09-04,BICOUSDT,bybit,1781,464,13,672,bykaranteli.com
2026-09-04,BICOUSDT,gate,555,53,5,234,bykaranteli.com
2026-09-04,BICOUSDT,okx,9019,9817,37,8687,bykaranteli.com
2026-09-04,BIGTIMEUSDT,binance,377,0,4,182,bykaranteli.com
2026-09-04,BIGTIMEUSDT,bybit,604,10,2,604,bykaranteli.com
2026-09-04,BILLUSDT,binance,8798,0,39,1405,bykaranteli.com
2026-09-04,BILLUSDT,bybit,12095,0,21,3273,bykaranteli.com
2026-09-04,BILLUSDT,gate,1616,2,5,720,bykaranteli.com
2026-09-04,BILLUSDT,htx,4532,0,1,4532,bykaranteli.com
2026-09-04,BILLUSDT,okx,11020,0,24,4492,bykaranteli.com
2026-09-04,BIOUSDT,binance,3730,135,10,3173,bykaranteli.com
2026-09-04,BIOUSDT,bybit,1246,0,5,601,bykaranteli.com
2026-09-04,BIOUSDT,gate,12,0,2,6,bykaranteli.com
2026-09-04,BIOUSDT,okx,3789,0,4,3376,bykaranteli.com
2026-09-04,BIRBUSDT,binance,10413,549,6,10117,bykaranteli.com
2026-09-04,BIRBUSDT,bybit,87,16,2,87,bykaranteli.com
2026-09-04,BITOUSDT,binance,0,152,2,105,bykaranteli.com
2026-09-04,BLASTUSDT,bybit,1427,0,1,1427,bykaranteli.com
2026-09-04,BLESSUSDT,binance,63319,6657,90,11557,bykaranteli.com
2026-09-04,BLESSUSDT,bybit,28726,1256,25,12535,bykaranteli.com
2026-09-04,BLESSUSDT,gate,5396,0,11,2953,bykaranteli.com
2026-09-04,BLUAIUSDT,binance,579,6,9,227,bykaranteli.com
2026-09-04,BLUAIUSDT,bybit,243,0,3,237,bykaranteli.com
2026-09-04,BLUAIUSDT,gate,186,0,1,186,bykaranteli.com
2026-09-04,BLURUSDT,binance,4375,0,2,4086,bykaranteli.com
2026-09-04,BLURUSDT,gate,25,0,1,25,bykaranteli.com
2026-09-04,BMNRUSDT,binance,0,359,2,352,bykaranteli.com
2026-09-04,BMNRUSDT,bybit,4904,0,2,4894,bykaranteli.com
2026-09-04,BMNRUSDT,gate,0,43,1,43,bykaranteli.com
2026-09-04,BMTUSDT,binance,2396,6834,22,4954,bykaranteli.com
2026-09-04,BMTUSDT,bybit,209,9,3,200,bykaranteli.com
2026-09-04,BMTUSDT,gate,1472,16,5,814,bykaranteli.com
2026-09-04,BNBUSDT,aster,58019,1293,13,45727,bykaranteli.com
2026-09-04,BNBUSDT,binance,318554,221303,190,152564,bykaranteli.com
2026-09-04,BNBUSDT,bybit,27891,7198,28,9857,bykaranteli.com
2026-09-04,BNBUSDT,gate,4204,999,15,2118,bykaranteli.com
2026-09-04,BNBUSDT,htx,13534,0,3,11255,bykaranteli.com
2026-09-04,BNBUSDT,okx,45403,11983,28,28680,bykaranteli.com
2026-09-04,BNCUSDT,binance,7130,1347,33,2654,bykaranteli.com
2026-09-04,BNCUSDT,bybit,906,6594,3,6594,bykaranteli.com
2026-09-04,BNTUSDT,binance,982,224,2,982,bykaranteli.com
2026-09-04,BOMEUSDT,aster,23,0,1,23,bykaranteli.com
2026-09-04,BOMEUSDT,binance,28562,555,44,5011,bykaranteli.com
2026-09-04,BOMEUSDT,bybit,30641,0,26,5036,bykaranteli.com
2026-09-04,BOMEUSDT,gate,57182,153,24,10163,bykaranteli.com
2026-09-04,BOMEUSDT,htx,126,0,3,75,bykaranteli.com
