report_date,market_code,market_name,open_interest,hedge_fund_long,hedge_fund_short,institutional_long,institutional_short,other_reportable_long,other_reportable_short,small_trader_long,small_trader_short,source
2023-11-21,133741,BITCOIN - CHICAGO MERCANTILE EXCHANGE,21939,3780,11322,10973,34,2701,1153,1664,1233,bykaranteli.com
2023-11-21,133742,MICRO BITCOIN - CHICAGO MERCANTILE EXCHANGE,14267,2055,3437,1636,10,2675,579,3564,984,bykaranteli.com
2023-11-21,146021,ETHER CASH SETTLED - CHICAGO MERCANTILE EXCHANGE,5319,1757,2617,1400,0,647,908,901,322,bykaranteli.com
2023-11-21,146022,MICRO ETHER  - CHICAGO MERCANTILE EXCHANGE,18950,1902,9149,1913,321,11820,2476,803,338,bykaranteli.com
2023-11-14,133741,BITCOIN - CHICAGO MERCANTILE EXCHANGE,21203,3958,10635,10886,0,1347,1714,1609,746,bykaranteli.com
2023-11-14,133742,MICRO BITCOIN - CHICAGO MERCANTILE EXCHANGE,13372,2088,3872,1633,38,2577,640,3477,989,bykaranteli.com
2023-11-14,146021,ETHER CASH SETTLED - CHICAGO MERCANTILE EXCHANGE,5385,1816,2820,1393,31,661,864,994,376,bykaranteli.com
2023-11-14,146022,MICRO ETHER  - CHICAGO MERCANTILE EXCHANGE,19832,2387,8475,2184,417,12771,2441,791,368,bykaranteli.com
2023-11-07,133741,BITCOIN - CHICAGO MERCANTILE EXCHANGE,21749,4782,12188,10268,0,2836,2024,1580,697,bykaranteli.com
2023-11-07,133742,MICRO BITCOIN - CHICAGO MERCANTILE EXCHANGE,10661,1372,2823,1766,64,2414,594,3305,1056,bykaranteli.com
2023-11-07,146021,ETHER CASH SETTLED - CHICAGO MERCANTILE EXCHANGE,4610,1456,2342,810,35,1046,768,949,352,bykaranteli.com
2023-11-07,146022,MICRO ETHER  - CHICAGO MERCANTILE EXCHANGE,17042,1818,9796,590,1030,9707,2544,596,335,bykaranteli.com
2023-10-31,133741,BITCOIN - CHICAGO MERCANTILE EXCHANGE,19603,4780,11822,9181,0,2450,1358,1468,625,bykaranteli.com
2023-10-31,133742,MICRO BITCOIN - CHICAGO MERCANTILE EXCHANGE,7862,1229,1959,1070,0,2049,681,2985,922,bykaranteli.com
2023-10-31,146021,ETHER CASH SETTLED - CHICAGO MERCANTILE EXCHANGE,4127,1528,2473,463,144,928,332,788,406,bykaranteli.com
2023-10-31,146022,MICRO ETHER  - CHICAGO MERCANTILE EXCHANGE,16495,3119,7327,590,2998,7957,3318,509,151,bykaranteli.com
2023-10-24,133741,BITCOIN - CHICAGO MERCANTILE EXCHANGE,19678,3536,11489,8383,25,3021,1231,1617,725,bykaranteli.com
2023-10-24,133742,MICRO BITCOIN - CHICAGO MERCANTILE EXCHANGE,10260,2943,5822,335,548,1731,913,3162,1224,bykaranteli.com
2023-10-24,146021,ETHER CASH SETTLED - CHICAGO MERCANTILE EXCHANGE,4721,2014,2582,278,729,1169,166,662,452,bykaranteli.com
2023-10-24,146022,MICRO ETHER  - CHICAGO MERCANTILE EXCHANGE,23915,2893,11573,0,3634,9133,5992,466,368,bykaranteli.com
2023-10-17,133741,BITCOIN - CHICAGO MERCANTILE EXCHANGE,16561,2576,10429,7344,127,2567,183,1341,673,bykaranteli.com
2023-10-17,133742,MICRO BITCOIN - CHICAGO MERCANTILE EXCHANGE,8511,1677,4391,322,1062,2037,1089,2841,824,bykaranteli.com
2023-10-17,146021,ETHER CASH SETTLED - CHICAGO MERCANTILE EXCHANGE,5358,3242,3146,241,1194,945,139,493,529,bykaranteli.com
2023-10-17,146022,MICRO ETHER  - CHICAGO MERCANTILE EXCHANGE,22383,6635,10277,0,3706,6114,7220,636,273,bykaranteli.com
2023-10-10,133741,BITCOIN - CHICAGO MERCANTILE EXCHANGE,14683,1946,9114,7402,517,2096,153,1286,775,bykaranteli.com
2023-10-10,133742,MICRO BITCOIN - CHICAGO MERCANTILE EXCHANGE,7239,1661,3066,320,1086,1706,1293,2382,804,bykaranteli.com
2023-10-10,146021,ETHER CASH SETTLED - CHICAGO MERCANTILE EXCHANGE,4766,2637,2784,365,979,751,136,589,558,bykaranteli.com
2023-10-10,146022,MICRO ETHER  - CHICAGO MERCANTILE EXCHANGE,15064,4308,7238,0,1113,6116,3721,431,312,bykaranteli.com
2023-10-03,133741,BITCOIN - CHICAGO MERCANTILE EXCHANGE,14447,2373,8565,7336,623,1941,410,1195,776,bykaranteli.com
2023-10-03,133742,MICRO BITCOIN - CHICAGO MERCANTILE EXCHANGE,6193,1266,2163,273,1120,1570,1333,2169,884,bykaranteli.com
2023-10-03,146021,ETHER CASH SETTLED - CHICAGO MERCANTILE EXCHANGE,3809,1319,2159,334,758,1225,109,536,466,bykaranteli.com
2023-10-03,146022,MICRO ETHER  - CHICAGO MERCANTILE EXCHANGE,11055,1817,3871,0,1439,6832,3129,348,333,bykaranteli.com
2023-09-26,133741,BITCOIN - CHICAGO MERCANTILE EXCHANGE,14844,1594,8220,7168,1093,1852,114,1200,961,bykaranteli.com
2023-09-26,133742,MICRO BITCOIN - CHICAGO MERCANTILE EXCHANGE,8690,1590,2629,319,806,2296,1574,2202,1301,bykaranteli.com
2023-09-26,146021,ETHER CASH SETTLED - CHICAGO MERCANTILE EXCHANGE,4647,2195,2184,276,1211,950,160,542,644,bykaranteli.com
2023-09-26,146022,MICRO ETHER  - CHICAGO MERCANTILE EXCHANGE,12868,1644,4115,46,712,7051,3708,434,368,bykaranteli.com
2023-09-19,133741,BITCOIN - CHICAGO MERCANTILE EXCHANGE,16670,2204,10304,7392,850,2763,114,1191,791,bykaranteli.com
2023-09-19,133742,MICRO BITCOIN - CHICAGO MERCANTILE EXCHANGE,8102,1422,2416,373,838,2276,1985,2432,1136,bykaranteli.com
2023-09-19,146021,ETHER CASH SETTLED - CHICAGO MERCANTILE EXCHANGE,4560,1490,2355,272,959,1457,126,484,519,bykaranteli.com
2023-09-19,146022,MICRO ETHER  - CHICAGO MERCANTILE EXCHANGE,10956,1727,4256,59,712,6107,3897,485,333,bykaranteli.com
2023-09-12,133741,BITCOIN - CHICAGO MERCANTILE EXCHANGE,15423,1660,9221,7295,1291,2509,114,1134,823,bykaranteli.com
2023-09-12,133742,MICRO BITCOIN - CHICAGO MERCANTILE EXCHANGE,8760,2136,2507,400,728,1853,1984,2450,1287,bykaranteli.com
2023-09-12,146021,ETHER CASH SETTLED - CHICAGO MERCANTILE EXCHANGE,5181,2255,2957,253,1116,1441,126,530,601,bykaranteli.com
2023-09-12,146022,MICRO ETHER  - CHICAGO MERCANTILE EXCHANGE,12651,1716,4147,0,820,6182,5488,482,286,bykaranteli.com
2023-09-05,133741,BITCOIN - CHICAGO MERCANTILE EXCHANGE,14962,1670,8755,7624,1539,2224,162,1218,723,bykaranteli.com
2023-09-05,133742,MICRO BITCOIN - CHICAGO MERCANTILE EXCHANGE,8998,1311,2168,360,757,2599,1818,2408,1175,bykaranteli.com
2023-09-05,146021,ETHER CASH SETTLED - CHICAGO MERCANTILE EXCHANGE,4515,1786,2596,248,905,1313,143,450,475,bykaranteli.com
2023-09-05,146022,MICRO ETHER  - CHICAGO MERCANTILE EXCHANGE,11331,2490,4307,0,712,6373,5034,438,295,bykaranteli.com
2023-08-29,133741,BITCOIN - CHICAGO MERCANTILE EXCHANGE,16172,2483,10012,7758,936,2517,164,1277,703,bykaranteli.com
2023-08-29,133742,MICRO BITCOIN - CHICAGO MERCANTILE EXCHANGE,8778,1475,2236,333,693,2262,2829,2333,812,bykaranteli.com
2023-08-29,146021,ETHER CASH SETTLED - CHICAGO MERCANTILE EXCHANGE,4125,1095,2553,336,706,1465,112,650,455,bykaranteli.com
2023-08-29,146022,MICRO ETHER  - CHICAGO MERCANTILE EXCHANGE,10932,2729,3581,0,0,6273,4265,419,261,bykaranteli.com
2023-08-22,133741,BITCOIN - CHICAGO MERCANTILE EXCHANGE,17262,2771,10163,7633,582,2556,162,1171,757,bykaranteli.com
2023-08-22,133742,MICRO BITCOIN - CHICAGO MERCANTILE EXCHANGE,10738,2473,4040,456,82,2983,2114,2662,1074,bykaranteli.com
2023-08-22,146021,ETHER CASH SETTLED - CHICAGO MERCANTILE EXCHANGE,4433,1322,2673,310,462,1332,70,552,640,bykaranteli.com
2023-08-22,146022,MICRO ETHER  - CHICAGO MERCANTILE EXCHANGE,13302,258,5974,0,80,9123,3854,528,273,bykaranteli.com
2023-08-15,133741,BITCOIN - CHICAGO MERCANTILE EXCHANGE,15432,2131,8694,8471,0,1364,225,1299,601,bykaranteli.com
2023-08-15,133742,MICRO BITCOIN - CHICAGO MERCANTILE EXCHANGE,9199,1887,4256,1206,0,2487,1435,3167,896,bykaranteli.com
2023-08-15,146021,ETHER CASH SETTLED - CHICAGO MERCANTILE EXCHANGE,3161,453,2011,562,0,1209,105,538,545,bykaranteli.com
2023-08-15,146022,MICRO ETHER  - CHICAGO MERCANTILE EXCHANGE,10408,278,4046,293,0,7559,5021,510,269,bykaranteli.com
2023-08-08,133741,BITCOIN - CHICAGO MERCANTILE EXCHANGE,16743,3637,10164,8748,50,1092,171,1250,557,bykaranteli.com
2023-08-08,133742,MICRO BITCOIN - CHICAGO MERCANTILE EXCHANGE,9344,1786,4677,1600,0,2237,1426,3225,951,bykaranteli.com
2023-08-08,146021,ETHER CASH SETTLED - CHICAGO MERCANTILE EXCHANGE,3194,458,2103,681,0,1043,101,669,519,bykaranteli.com
2023-08-08,146022,MICRO ETHER  - CHICAGO MERCANTILE EXCHANGE,12196,276,4792,2172,0,7378,4705,529,189,bykaranteli.com
2023-08-01,133741,BITCOIN - CHICAGO MERCANTILE EXCHANGE,14860,2311,8957,8220,121,1169,350,1226,601,bykaranteli.com
2023-08-01,133742,MICRO BITCOIN - CHICAGO MERCANTILE EXCHANGE,9297,1883,4661,1587,0,2654,1294,2758,834,bykaranteli.com
2023-08-01,146021,ETHER CASH SETTLED - CHICAGO MERCANTILE EXCHANGE,3016,304,2028,836,0,892,29,598,384,bykaranteli.com
2023-08-01,146022,MICRO ETHER  - CHICAGO MERCANTILE EXCHANGE,11434,470,6934,2522,82,7331,3766,454,118,bykaranteli.com
2023-07-25,133741,BITCOIN - CHICAGO MERCANTILE EXCHANGE,16017,2440,8844,8616,113,644,187,1503,680,bykaranteli.com
2023-07-25,133742,MICRO BITCOIN - CHICAGO MERCANTILE EXCHANGE,16416,3013,9073,1516,0,2520,622,3269,936,bykaranteli.com
2023-07-25,146021,ETHER CASH SETTLED - CHICAGO MERCANTILE EXCHANGE,3632,418,2353,1049,0,744,66,773,407,bykaranteli.com
2023-07-25,146022,MICRO ETHER  - CHICAGO MERCANTILE EXCHANGE,17525,2636,12519,2417,0,9154,3891,796,258,bykaranteli.com
2023-07-18,133741,BITCOIN - CHICAGO MERCANTILE EXCHANGE,15455,2487,8830,8958,113,493,410,1657,692,bykaranteli.com
2023-07-18,133742,MICRO BITCOIN - CHICAGO MERCANTILE EXCHANGE,13887,2116,8191,1565,22,2825,1113,3537,943,bykaranteli.com
2023-07-18,146021,ETHER CASH SETTLED - CHICAGO MERCANTILE EXCHANGE,4096,813,2413,1114,0,860,363,831,522,bykaranteli.com
2023-07-18,146022,MICRO ETHER  - CHICAGO MERCANTILE EXCHANGE,20560,2463,13558,2362,123,11631,3774,885,207,bykaranteli.com
2023-07-11,133741,BITCOIN - CHICAGO MERCANTILE EXCHANGE,16302,4189,9931,8243,152,453,490,1535,484,bykaranteli.com
2023-07-11,133742,MICRO BITCOIN - CHICAGO MERCANTILE EXCHANGE,11107,2159,5477,863,34,3037,1416,3442,989,bykaranteli.com
2023-07-11,146021,ETHER CASH SETTLED - CHICAGO MERCANTILE EXCHANGE,3709,935,2343,916,0,818,591,719,288,bykaranteli.com
2023-07-11,146022,MICRO ETHER  - CHICAGO MERCANTILE EXCHANGE,16492,481,9232,3428,38,9429,3728,864,272,bykaranteli.com
2023-07-03,133741,BITCOIN - CHICAGO MERCANTILE EXCHANGE,17008,5356,10464,8311,70,321,873,1568,624,bykaranteli.com
2023-07-03,133742,MICRO BITCOIN - CHICAGO MERCANTILE EXCHANGE,9138,2093,4585,888,22,2536,1249,3182,867,bykaranteli.com
2023-07-03,146021,ETHER CASH SETTLED - CHICAGO MERCANTILE EXCHANGE,4730,1662,3501,1145,31,968,546,714,364,bykaranteli.com
2023-07-03,146022,MICRO ETHER  - CHICAGO MERCANTILE EXCHANGE,14699,1426,6907,3338,33,8621,4683,850,216,bykaranteli.com
2023-06-27,133741,BITCOIN - CHICAGO MERCANTILE EXCHANGE,18829,6145,10411,7603,70,324,758,1780,676,bykaranteli.com
2023-06-27,133742,MICRO BITCOIN - CHICAGO MERCANTILE EXCHANGE,10700,2633,3054,876,26,2530,1809,3736,979,bykaranteli.com
2023-06-27,146021,ETHER CASH SETTLED - CHICAGO MERCANTILE EXCHANGE,4493,1385,2859,934,31,1028,702,813,382,bykaranteli.com
2023-06-27,146022,MICRO ETHER  - CHICAGO MERCANTILE EXCHANGE,19911,3833,4990,3295,0,9595,5877,857,255,bykaranteli.com
2023-06-20,133741,BITCOIN - CHICAGO MERCANTILE EXCHANGE,15687,3308,9079,6540,261,1726,311,1259,729,bykaranteli.com
2023-06-20,133742,MICRO BITCOIN - CHICAGO MERCANTILE EXCHANGE,9173,2753,3389,356,1058,2326,1037,2842,1013,bykaranteli.com
2023-06-20,146021,ETHER CASH SETTLED - CHICAGO MERCANTILE EXCHANGE,3242,745,2223,463,31,1168,145,634,563,bykaranteli.com
2023-06-20,146022,MICRO ETHER  - CHICAGO MERCANTILE EXCHANGE,15458,1698,4844,1982,145,8160,3960,711,215,bykaranteli.com
2023-06-13,133741,BITCOIN - CHICAGO MERCANTILE EXCHANGE,13251,1859,7634,6045,327,1718,523,1168,724,bykaranteli.com
2023-06-13,133742,MICRO BITCOIN - CHICAGO MERCANTILE EXCHANGE,7915,2279,3300,354,912,2015,845,2449,1162,bykaranteli.com
2023-06-13,146021,ETHER CASH SETTLED - CHICAGO MERCANTILE EXCHANGE,3211,867,2116,603,31,807,167,598,574,bykaranteli.com
2023-06-13,146022,MICRO ETHER  - CHICAGO MERCANTILE EXCHANGE,15794,2193,6052,2447,100,7851,3906,756,269,bykaranteli.com
2023-06-06,133741,BITCOIN - CHICAGO MERCANTILE EXCHANGE,13026,2397,7625,6198,368,1126,517,1172,745,bykaranteli.com
2023-06-06,133742,MICRO BITCOIN - CHICAGO MERCANTILE EXCHANGE,7600,2292,3222,325,802,1765,998,2467,1081,bykaranteli.com
2023-06-06,146021,ETHER CASH SETTLED - CHICAGO MERCANTILE EXCHANGE,4124,1499,3184,741,31,851,170,709,474,bykaranteli.com
2023-06-06,146022,MICRO ETHER  - CHICAGO MERCANTILE EXCHANGE,15037,1292,6759,2447,0,8458,4640,729,261,bykaranteli.com
2023-05-30,133741,BITCOIN - CHICAGO MERCANTILE EXCHANGE,11715,1865,6639,6478,184,416,315,1178,741,bykaranteli.com
2023-05-30,133742,MICRO BITCOIN - CHICAGO MERCANTILE EXCHANGE,6569,1430,2995,315,682,2007,756,2407,812,bykaranteli.com
2023-05-30,146021,ETHER CASH SETTLED - CHICAGO MERCANTILE EXCHANGE,3076,1029,2145,691,31,351,135,718,439,bykaranteli.com
2023-05-30,146022,MICRO ETHER  - CHICAGO MERCANTILE EXCHANGE,13041,688,8795,2239,0,8469,3357,698,232,bykaranteli.com
2023-05-23,133741,BITCOIN - CHICAGO MERCANTILE EXCHANGE,13043,2184,7078,6373,180,1189,949,1207,855,bykaranteli.com
2023-05-23,133742,MICRO BITCOIN - CHICAGO MERCANTILE EXCHANGE,10042,3823,3784,341,636,1838,1270,2598,1202,bykaranteli.com
2023-05-23,146021,ETHER CASH SETTLED - CHICAGO MERCANTILE EXCHANGE,3442,1615,2167,471,31,322,273,671,543,bykaranteli.com
2023-05-23,146022,MICRO ETHER  - CHICAGO MERCANTILE EXCHANGE,16139,440,6677,2298,53,9267,3131,790,386,bykaranteli.com
2023-05-16,133741,BITCOIN - CHICAGO MERCANTILE EXCHANGE,13043,2337,7062,6349,169,953,949,1334,882,bykaranteli.com
2023-05-16,133742,MICRO BITCOIN - CHICAGO MERCANTILE EXCHANGE,10506,3632,3459,362,632,2063,1280,2635,1395,bykaranteli.com
2023-05-16,146021,ETHER CASH SETTLED - CHICAGO MERCANTILE EXCHANGE,3228,1325,1875,537,31,133,330,803,479,bykaranteli.com
2023-05-16,146022,MICRO ETHER  - CHICAGO MERCANTILE EXCHANGE,13818,685,6779,2424,0,8867,3190,846,377,bykaranteli.com
2023-05-09,133741,BITCOIN - CHICAGO MERCANTILE EXCHANGE,13102,2752,7634,6511,229,399,580,1334,626,bykaranteli.com
2023-05-09,133742,MICRO BITCOIN - CHICAGO MERCANTILE EXCHANGE,9449,3360,4278,397,5,1944,1050,2818,1124,bykaranteli.com
2023-05-09,146021,ETHER CASH SETTLED - CHICAGO MERCANTILE EXCHANGE,3173,961,1989,614,31,321,173,816,423,bykaranteli.com
2023-05-09,146022,MICRO ETHER  - CHICAGO MERCANTILE EXCHANGE,13732,488,7171,2430,0,8696,2856,889,434,bykaranteli.com
2023-05-02,133741,BITCOIN - CHICAGO MERCANTILE EXCHANGE,12521,2280,6596,6582,363,540,823,1259,608,bykaranteli.com
2023-05-02,133742,MICRO BITCOIN - CHICAGO MERCANTILE EXCHANGE,7502,1682,3011,401,28,2210,1064,2532,1130,bykaranteli.com
2023-05-02,146021,ETHER CASH SETTLED - CHICAGO MERCANTILE EXCHANGE,3112,1209,2049,593,52,227,140,677,360,bykaranteli.com
2023-05-02,146022,MICRO ETHER  - CHICAGO MERCANTILE EXCHANGE,13348,2029,7138,1857,0,8128,3325,689,404,bykaranteli.com
2023-04-25,133741,BITCOIN - CHICAGO MERCANTILE EXCHANGE,14064,2249,6625,6406,256,811,587,1364,775,bykaranteli.com
2023-04-25,133742,MICRO BITCOIN - CHICAGO MERCANTILE EXCHANGE,10656,4808,3490,378,29,2088,2052,2753,1561,bykaranteli.com
2023-04-25,146021,ETHER CASH SETTLED - CHICAGO MERCANTILE EXCHANGE,3894,1808,2092,623,77,144,524,743,444,bykaranteli.com
2023-04-25,146022,MICRO ETHER  - CHICAGO MERCANTILE EXCHANGE,17407,804,2557,1399,31,9191,4790,827,499,bykaranteli.com
2023-04-18,133741,BITCOIN - CHICAGO MERCANTILE EXCHANGE,15385,4053,7737,7041,249,557,825,1368,703,bykaranteli.com
2023-04-18,133742,MICRO BITCOIN - CHICAGO MERCANTILE EXCHANGE,9761,2942,3890,389,36,2526,1715,3308,1541,bykaranteli.com
2023-04-18,146021,ETHER CASH SETTLED - CHICAGO MERCANTILE EXCHANGE,6248,3436,3609,1065,77,195,924,862,407,bykaranteli.com
2023-04-18,146022,MICRO ETHER  - CHICAGO MERCANTILE EXCHANGE,14102,614,4955,78,0,11073,5063,1070,536,bykaranteli.com
2023-04-11,133741,BITCOIN - CHICAGO MERCANTILE EXCHANGE,15977,4637,8136,7376,82,546,1452,1542,793,bykaranteli.com
2023-04-11,133742,MICRO BITCOIN - CHICAGO MERCANTILE EXCHANGE,8928,2135,3186,336,26,2471,1949,3347,1666,bykaranteli.com
2023-04-11,146021,ETHER CASH SETTLED - CHICAGO MERCANTILE EXCHANGE,4416,1814,2408,941,98,187,554,870,378,bykaranteli.com
2023-04-11,146022,MICRO ETHER  - CHICAGO MERCANTILE EXCHANGE,13295,703,6507,115,0,10768,3430,938,428,bykaranteli.com
2023-04-04,133741,BITCOIN - CHICAGO MERCANTILE EXCHANGE,13380,3327,6656,6450,170,616,972,1458,660,bykaranteli.com
2023-04-04,133742,MICRO BITCOIN - CHICAGO MERCANTILE EXCHANGE,7572,1681,3485,189,27,2241,1778,2823,1417,bykaranteli.com
2023-04-04,146021,ETHER CASH SETTLED - CHICAGO MERCANTILE EXCHANGE,4730,2016,2930,867,98,322,307,924,425,bykaranteli.com
2023-04-04,146022,MICRO ETHER  - CHICAGO MERCANTILE EXCHANGE,11591,549,5974,78,0,9319,4081,773,362,bykaranteli.com
2023-03-28,133741,BITCOIN - CHICAGO MERCANTILE EXCHANGE,14409,4147,7217,6428,220,546,749,1449,902,bykaranteli.com
2023-03-28,133742,MICRO BITCOIN - CHICAGO MERCANTILE EXCHANGE,15181,4757,6845,160,36,3979,1588,2822,1889,bykaranteli.com
2023-03-28,146021,ETHER CASH SETTLED - CHICAGO MERCANTILE EXCHANGE,4119,1647,2376,835,126,417,391,884,515,bykaranteli.com
2023-03-28,146022,MICRO ETHER  - CHICAGO MERCANTILE EXCHANGE,25299,4230,15075,243,0,10006,6253,829,457,bykaranteli.com
2023-03-21,133741,BITCOIN - CHICAGO MERCANTILE EXCHANGE,14049,3484,7746,6899,243,605,716,1450,726,bykaranteli.com
2023-03-21,133742,MICRO BITCOIN - CHICAGO MERCANTILE EXCHANGE,13339,4447,6433,158,11,3643,1448,2865,1782,bykaranteli.com
2023-03-21,146021,ETHER CASH SETTLED - CHICAGO MERCANTILE EXCHANGE,4571,1895,2492,957,162,407,577,867,513,bykaranteli.com
2023-03-21,146022,MICRO ETHER  - CHICAGO MERCANTILE EXCHANGE,22136,3450,11851,79,71,10420,5680,797,398,bykaranteli.com
2023-03-14,133741,BITCOIN - CHICAGO MERCANTILE EXCHANGE,13472,2551,6047,5924,318,2030,949,1248,863,bykaranteli.com
2023-03-14,133742,MICRO BITCOIN - CHICAGO MERCANTILE EXCHANGE,11001,3634,3950,212,52,2201,990,2131,1768,bykaranteli.com
2023-03-14,146021,ETHER CASH SETTLED - CHICAGO MERCANTILE EXCHANGE,4442,1839,2299,584,181,724,411,687,534,bykaranteli.com
2023-03-14,146022,MICRO ETHER  - CHICAGO MERCANTILE EXCHANGE,21668,3456,11252,79,45,9490,6130,647,553,bykaranteli.com
2023-03-07,133741,BITCOIN - CHICAGO MERCANTILE EXCHANGE,12821,2346,5259,6470,362,1161,696,1090,979,bykaranteli.com
2023-03-07,133742,MICRO BITCOIN - CHICAGO MERCANTILE EXCHANGE,9440,3051,4057,547,0,2473,1045,2075,1363,bykaranteli.com
2023-03-07,146021,ETHER CASH SETTLED - CHICAGO MERCANTILE EXCHANGE,3588,1370,1790,720,225,448,349,627,613,bykaranteli.com
2023-03-07,146022,MICRO ETHER  - CHICAGO MERCANTILE EXCHANGE,16097,1108,5504,1270,0,9630,5622,637,623,bykaranteli.com
2023-02-28,133741,BITCOIN - CHICAGO MERCANTILE EXCHANGE,15161,4527,6106,7047,240,682,1452,1232,919,bykaranteli.com
2023-02-28,133742,MICRO BITCOIN - CHICAGO MERCANTILE EXCHANGE,7822,2312,3844,497,0,2363,754,1959,1427,bykaranteli.com
2023-02-28,146021,ETHER CASH SETTLED - CHICAGO MERCANTILE EXCHANGE,4126,1489,2540,999,129,345,218,739,453,bykaranteli.com
2023-02-28,146022,MICRO ETHER  - CHICAGO MERCANTILE EXCHANGE,13223,1429,8239,1401,0,9598,3279,597,408,bykaranteli.com
2023-02-21,133741,BITCOIN - CHICAGO MERCANTILE EXCHANGE,16501,4614,6405,7406,70,624,1546,1398,1024,bykaranteli.com
2023-02-21,133742,MICRO BITCOIN - CHICAGO MERCANTILE EXCHANGE,13505,6659,7374,471,24,2392,1025,2576,1602,bykaranteli.com
2023-02-21,146021,ETHER CASH SETTLED - CHICAGO MERCANTILE EXCHANGE,4700,1689,2477,851,102,385,516,967,566,bykaranteli.com
2023-02-21,146022,MICRO ETHER  - CHICAGO MERCANTILE EXCHANGE,19953,2515,5292,1154,166,9557,2872,864,414,bykaranteli.com
2023-02-14,133741,BITCOIN - CHICAGO MERCANTILE EXCHANGE,15158,4207,6159,7187,72,782,1421,1268,850,bykaranteli.com
2023-02-14,133742,MICRO BITCOIN - CHICAGO MERCANTILE EXCHANGE,12060,6365,8856,494,29,1946,756,2024,1119,bykaranteli.com
2023-02-14,146021,ETHER CASH SETTLED - CHICAGO MERCANTILE EXCHANGE,4372,1617,2430,554,146,733,421,849,527,bykaranteli.com
2023-02-14,146022,MICRO ETHER  - CHICAGO MERCANTILE EXCHANGE,17858,2564,5516,1030,412,9477,2933,838,340,bykaranteli.com
2023-02-07,133741,BITCOIN - CHICAGO MERCANTILE EXCHANGE,16843,5274,6690,7721,28,796,2160,1444,833,bykaranteli.com
2023-02-07,133742,MICRO BITCOIN - CHICAGO MERCANTILE EXCHANGE,11301,5809,8239,465,17,1761,647,2501,1106,bykaranteli.com
2023-02-07,146021,ETHER CASH SETTLED - CHICAGO MERCANTILE EXCHANGE,4659,2007,2447,531,134,446,621,931,453,bykaranteli.com
2023-02-07,146022,MICRO ETHER  - CHICAGO MERCANTILE EXCHANGE,19014,2928,9942,1318,0,11071,3576,985,280,bykaranteli.com
2023-01-31,133741,BITCOIN - CHICAGO MERCANTILE EXCHANGE,17542,5683,7201,8149,58,766,2713,1635,756,bykaranteli.com
2023-01-31,133742,MICRO BITCOIN - CHICAGO MERCANTILE EXCHANGE,5776,600,2499,480,23,1696,707,2517,1162,bykaranteli.com
2023-01-31,146021,ETHER CASH SETTLED - CHICAGO MERCANTILE EXCHANGE,4331,2036,2175,278,154,479,407,964,393,bykaranteli.com
2023-01-31,146022,MICRO ETHER  - CHICAGO MERCANTILE EXCHANGE,14183,554,10832,1241,0,11156,2096,719,337,bykaranteli.com
2023-01-24,133741,BITCOIN - CHICAGO MERCANTILE EXCHANGE,17390,5605,7642,7671,63,769,2823,1467,942,bykaranteli.com
2023-01-24,133742,MICRO BITCOIN - CHICAGO MERCANTILE EXCHANGE,8788,2644,3107,332,80,2198,1166,2821,1441,bykaranteli.com
2023-01-24,146021,ETHER CASH SETTLED - CHICAGO MERCANTILE EXCHANGE,5047,2495,1930,447,102,560,1207,986,630,bykaranteli.com
2023-01-24,146022,MICRO ETHER  - CHICAGO MERCANTILE EXCHANGE,20608,5108,10197,957,556,11637,4591,1098,361,bykaranteli.com
2023-01-17,133741,BITCOIN - CHICAGO MERCANTILE EXCHANGE,15885,5291,6490,7027,306,769,3162,1440,1150,bykaranteli.com
2023-01-17,133742,MICRO BITCOIN - CHICAGO MERCANTILE EXCHANGE,7930,2125,2575,144,851,1854,1633,2677,1438,bykaranteli.com
2023-01-17,146021,ETHER CASH SETTLED - CHICAGO MERCANTILE EXCHANGE,5585,2859,1837,454,164,673,1875,1032,487,bykaranteli.com
2023-01-17,146022,MICRO ETHER  - CHICAGO MERCANTILE EXCHANGE,19274,3917,7206,536,146,11749,6783,1102,417,bykaranteli.com
2023-01-10,133741,BITCOIN - CHICAGO MERCANTILE EXCHANGE,14891,5217,6612,6212,880,701,1991,1339,716,bykaranteli.com
2023-01-10,133742,MICRO BITCOIN - CHICAGO MERCANTILE EXCHANGE,7262,1910,2698,143,1244,1687,986,2465,1132,bykaranteli.com
2023-01-10,146021,ETHER CASH SETTLED - CHICAGO MERCANTILE EXCHANGE,5442,2788,2385,166,266,986,1245,974,486,bykaranteli.com
2023-01-10,146022,MICRO ETHER  - CHICAGO MERCANTILE EXCHANGE,17144,2345,6458,0,2609,9765,6611,990,403,bykaranteli.com
2023-01-03,133741,BITCOIN - CHICAGO MERCANTILE EXCHANGE,14530,4453,5650,5766,923,1297,1789,1103,914,bykaranteli.com
2023-01-03,133742,MICRO BITCOIN - CHICAGO MERCANTILE EXCHANGE,6429,1521,2056,138,1249,1325,1111,1975,1111,bykaranteli.com
2023-01-03,146021,ETHER CASH SETTLED - CHICAGO MERCANTILE EXCHANGE,5977,3069,2493,34,653,1817,1303,639,619,bykaranteli.com
2023-01-03,146022,MICRO ETHER  - CHICAGO MERCANTILE EXCHANGE,17838,4643,8622,0,2477,7538,4549,778,228,bykaranteli.com
2022-12-27,133741,BITCOIN - CHICAGO MERCANTILE EXCHANGE,16028,4768,6690,5941,969,1423,1432,1291,945,bykaranteli.com
