date,asset,net_inflow_usd,net_assets_usd,cumulative_inflow_usd,value_traded_usd,source
2026-03-13,SOL,7596436,855457375,968681206,41147990,bykaranteli.com
2026-03-12,BTC,53868061,90469655390,55955637097,2593407366,bykaranteli.com
2026-03-12,ETH,115849469,12011221521,11762645091,642357331,bykaranteli.com
2026-03-12,SOL,3924834,824866408,961084771,24797384,bykaranteli.com
2026-03-11,BTC,115170995,90886036978,55901769037,2734624091,bykaranteli.com
2026-03-11,ETH,57012016,11849529237,11646795622,660718564,bykaranteli.com
2026-03-11,SOL,1663117,829553588,957159936,34086120,bykaranteli.com
2026-03-10,BTC,250924792,90019308698,55786598042,3604844161,bykaranteli.com
2026-03-10,ETH,12585948,11572052623,11589783605,812288196,bykaranteli.com
2026-03-10,SOL,0,815619883,955496819,43901485,bykaranteli.com
2026-03-09,BTC,167030145,88341576063,55535673250,3912549347,bykaranteli.com
2026-03-09,ETH,-51319432,11525876689,11577197657,951441098,bykaranteli.com
2026-03-09,SOL,-2484239,814374818,955496819,38103420,bykaranteli.com
2026-03-06,BTC,-348828618,87074777525,55368643105,3075158054,bykaranteli.com
2026-03-06,ETH,-82851909,11282725544,11628517089,828791071,bykaranteli.com
2026-03-06,SOL,-8225456,807389036,957981058,57331207,bykaranteli.com
2026-03-05,BTC,-227833839,91439688680,55717471723,6496478788,bykaranteli.com
2026-03-05,ETH,-90936512,11994388214,11711368999,1338352892,bykaranteli.com
2026-03-05,SOL,-5227367,855791662,966206515,121081665,bykaranteli.com
2026-03-04,BTC,461770841,94567719758,55945305562,6492762335,bykaranteli.com
2026-03-04,ETH,169413840,12527121638,11802305510,1994441140,bykaranteli.com
2026-03-04,SOL,19063688,900435129,971433881,121084649,bykaranteli.com
2026-03-03,BTC,225152715,87581934250,55483534721,4017671206,bykaranteli.com
2026-03-03,ETH,-10752854,11309149584,11632891670,1176311160,bykaranteli.com
2026-03-03,SOL,1030415,802810362,952370193,52605768,bykaranteli.com
2026-03-02,BTC,458187575,88341219282,55258382006,5786558487,bykaranteli.com
2026-03-02,ETH,38691153,11656320593,11643644524,1556508952,bykaranteli.com
2026-03-02,SOL,17408993,826643768,951339778,67792408,bykaranteli.com
2026-02-27,BTC,-27550287,83402042155,54800194431,2568380617,bykaranteli.com
2026-02-27,ETH,-42999162,10955600308,11604953371,679567361,bykaranteli.com
2026-02-27,SOL,1306319,753157029,933930785,25706231,bykaranteli.com
2026-02-26,BTC,254455466,85937317576,54827744718,3253063024,bykaranteli.com
2026-02-26,ETH,6574175,11599159186,11647952533,893675553,bykaranteli.com
2026-02-26,SOL,507779,795501003,932624465,31800419,bykaranteli.com
2026-02-25,BTC,506511302,87604117607,54573289251,4359187635,bykaranteli.com
2026-02-25,ETH,157138660,11842077446,11641378358,1122488574,bykaranteli.com
2026-02-25,SOL,30863691,823721044,932116686,48618854,bykaranteli.com
2026-02-24,BTC,257710106,81301631698,54066777949,2455853872,bykaranteli.com
2026-02-24,ETH,9227061,10473481780,11484239698,550269317,bykaranteli.com
2026-02-24,SOL,3777726,697120292,901252995,26109471,bykaranteli.com
2026-02-23,BTC,-203816310,80737762722,53809067843,3351388638,bykaranteli.com
2026-02-23,ETH,-49476564,10457329924,11475012637,724535194,bykaranteli.com
2026-02-23,SOL,7985215,689292234,897475269,25168473,bykaranteli.com
2026-02-20,BTC,88042244,85313411547,54012884153,3699449399,bykaranteli.com
2026-02-20,ETH,17211,11141305756,11524489201,766910749,bykaranteli.com
2026-02-20,SOL,3777419,737442415,889490054,35490002,bykaranteli.com
2026-02-19,BTC,-165761964,84369825351,53924841910,2396833640,bykaranteli.com
2026-02-19,ETH,-130186533,11004228773,11524471990,677031766,bykaranteli.com
2026-02-19,SOL,5943638,710272051,885712635,21431386,bykaranteli.com
2026-02-18,BTC,-133269749,83625226368,54090603874,2762168832,bykaranteli.com
2026-02-18,ETH,-41827441,11120567869,11654658523,892435341,bykaranteli.com
2026-02-18,SOL,2398031,697132171,879768997,20260171,bykaranteli.com
2026-02-17,BTC,-104867619,85519530681,54223873623,3054077138,bykaranteli.com
2026-02-17,ETH,48630522,11466901240,11696485964,848542143,bykaranteli.com
2026-02-17,SOL,2193792,726227472,877370966,24215558,bykaranteli.com
2026-02-13,BTC,15202871,87037845396,54328741242,3690646781,bykaranteli.com
2026-02-13,ETH,10264680,11719185083,11647855442,1104192298,bykaranteli.com
2026-02-13,SOL,1571573,720780107,875177173,40988398,bykaranteli.com
2026-02-12,BTC,-410366338,82864899677,54313538371,3561752895,bykaranteli.com
2026-02-12,ETH,-113098808,10969185894,11637590762,880328367,bykaranteli.com
2026-02-12,SOL,2704147,656290403,873605600,27120464,bykaranteli.com
2026-02-11,BTC,-276301047,85764982917,54723904709,3803905927,bykaranteli.com
2026-02-11,ETH,-129181233,11272776581,11750689570,1137240698,bykaranteli.com
2026-02-11,SOL,478901,673986346,870901453,34244140,bykaranteli.com
2026-02-10,BTC,166559595,87747754533,55000205756,3382233997,bykaranteli.com
2026-02-10,ETH,13818424,11755077650,11879870803,825829759,bykaranteli.com
2026-02-10,SOL,8430461,700207878,870422553,36832089,bykaranteli.com
2026-02-09,BTC,144996901,90052982843,54833646161,4475239861,bykaranteli.com
2026-02-09,ETH,57048105,12415817908,11866052379,1189394837,bykaranteli.com
2026-02-09,SOL,-14501,733177652,861992092,36536314,bykaranteli.com
2026-02-06,BTC,371149761,89432690365,54688649261,8038414858,bykaranteli.com
2026-02-06,ETH,-16745549,11965707612,11809004273,1649269404,bykaranteli.com
2026-02-06,SOL,-11863337,727970704,862006593,60367230,bykaranteli.com
2026-02-05,BTC,-434150444,80762895984,54317499500,14700122594,bykaranteli.com
2026-02-05,ETH,-80792316,10903400555,11825749822,2505001752,bykaranteli.com
2026-02-05,SOL,2824872,674614251,873869930,94860843,bykaranteli.com
2026-02-04,BTC,-544942116,93507785821,54751649943,7142989362,bykaranteli.com
2026-02-04,ETH,-79477259,12708304950,11906542138,2266743359,bykaranteli.com
2026-02-04,SOL,-6706199,789470990,871045058,61673495,bykaranteli.com
2026-02-03,BTC,-272021147,97008239335,55296592060,8588039589,bykaranteli.com
2026-02-03,ETH,14055074,13387977116,11986019397,2774317576,bykaranteli.com
2026-02-03,SOL,1241254,854299738,877751257,58021150,bykaranteli.com
2026-02-02,BTC,561894759,100377444310,55568613206,7676652467,bykaranteli.com
2026-02-02,ETH,-2855775,13686810240,11971964323,2701790580,bykaranteli.com
2026-02-02,SOL,5583044,882943745,876510002,51176533,bykaranteli.com
2026-01-30,BTC,-509695860,106959527708,55006718447,5322302373,bykaranteli.com
2026-01-30,ETH,-252869388,15856718091,11974820099,1799943998,bykaranteli.com
2026-01-30,SOL,-11241156,991618106,870926958,58450715,bykaranteli.com
2026-01-29,BTC,-817868771,107647863484,55516414307,7509892412,bykaranteli.com
2026-01-29,ETH,-155613001,16750315050,12227689486,2152633747,bykaranteli.com
2026-01-29,SOL,-2220590,998516538,882168114,72609391,bykaranteli.com
2026-01-28,BTC,-19644889,115350890302,56334283078,3265835721,bykaranteli.com
2026-01-28,ETH,28095097,18223150315,12383302487,1085340243,bykaranteli.com
2026-01-28,SOL,6687280,1077605552,884388704,35071436,bykaranteli.com
2026-01-27,BTC,-147371018,114989259219,56353927967,3576159038,bykaranteli.com
2026-01-27,ETH,-63533363,18153455683,12355207390,1513104090,bykaranteli.com
2026-01-27,SOL,1865702,1079340781,877701423,34069661,bykaranteli.com
2026-01-26,BTC,6842669,113539069488,56501298985,3191814020,bykaranteli.com
2026-01-26,ETH,116987639,17623052701,12418740753,1229895051,bykaranteli.com
2026-01-26,SOL,2463466,1051813279,875835721,35849635,bykaranteli.com
2026-01-23,BTC,-103567252,115883177899,56494456316,3360979571,bykaranteli.com
2026-01-23,ETH,-41735839,17702252777,12301753115,1311768553,bykaranteli.com
2026-01-23,SOL,1870202,1078040341,873372255,31451539,bykaranteli.com
2026-01-22,BTC,-32108140,115993091652,56598023568,3304262515,bykaranteli.com
2026-01-22,ETH,-41977170,17730490397,12343488953,1239230470,bykaranteli.com
2026-01-22,SOL,1707440,1088998391,871502053,26454149,bykaranteli.com
2026-01-21,BTC,-708711817,116476692107,56630131708,5513102795,bykaranteli.com
2026-01-21,ETH,-297511608,18283086815,12385466123,2204811879,bykaranteli.com
2026-01-21,SOL,2915373,1103400221,869794613,45677921,bykaranteli.com
2026-01-20,BTC,-483384405,116734990123,57338843525,5276277816,bykaranteli.com
2026-01-20,ETH,-229946204,18410831382,12682977731,2233627738,bykaranteli.com
2026-01-20,SOL,3080610,1073881909,866879240,46408377,bykaranteli.com
2026-01-16,BTC,-394677331,124562809279,57822227931,3596668645,bykaranteli.com
2026-01-16,ETH,4644467,20424853155,12912923936,1193385459,bykaranteli.com
2026-01-16,SOL,-2218798,1211132673,863798630,34578405,bykaranteli.com
2026-01-15,BTC,100181657,125176652557,58216905262,3985098788,bykaranteli.com
2026-01-15,ETH,164370689,20457316710,12908279468,1590072312,bykaranteli.com
2026-01-15,SOL,8942847,1188733217,866017428,42558516,bykaranteli.com
2026-01-14,BTC,843620502,128044313851,58116723604,6260938193,bykaranteli.com
2026-01-14,ETH,174996007,20840449338,12743908779,2482452563,bykaranteli.com
2026-01-14,SOL,23566250,1228769543,857074581,53768496,bykaranteli.com
2026-01-13,BTC,753725335,123002869434,57273103102,4791260963,bykaranteli.com
2026-01-13,ETH,129989537,19615273132,12568912772,1534668987,bykaranteli.com
2026-01-13,SOL,5911314,1175325335,833508331,41819909,bykaranteli.com
2026-01-12,BTC,116667803,118652084400,56519377768,3139517637,bykaranteli.com
2026-01-12,ETH,5042036,18882920804,12438923236,940656481,bykaranteli.com
2026-01-12,SOL,10674249,1143696398,827597017,36403781,bykaranteli.com
2026-01-09,BTC,-249990156,116856492874,56402709964,2968486862,bykaranteli.com
2026-01-09,ETH,-93815132,18698802129,12433881200,1107908687,bykaranteli.com
2026-01-09,SOL,0,1091194320,816922768,21912808,bykaranteli.com
2026-01-08,BTC,-398946849,117655268503,56652700120,3083686980,bykaranteli.com
2026-01-08,ETH,-159167875,18925804635,12527696332,1150531396,bykaranteli.com
2026-01-08,SOL,13643436,1104106059,816922768,16936943,bykaranteli.com
2026-01-07,BTC,-486083849,118363571912,57051646970,3297521207,bykaranteli.com
2026-01-07,ETH,-98445342,19314432811,12686864208,1295668390,bykaranteli.com
2026-01-07,SOL,1969894,1077937959,803279331,22214640,bykaranteli.com
2026-01-06,BTC,-243238017,120854669053,57537730819,4324392635,bykaranteli.com
2026-01-06,ETH,114737131,20057568959,12785309550,1721383219,bykaranteli.com
2026-01-06,SOL,9219150,1100415398,801309438,57227505,bykaranteli.com
2026-01-05,BTC,697251551,123520760211,57780968836,5857828705,bykaranteli.com
2026-01-05,ETH,168125992,19952548922,12670572419,2242767235,bykaranteli.com
2026-01-05,SOL,16242767,1090880087,792090287,43283891,bykaranteli.com
2026-01-02,BTC,471141074,116952026714,57083717285,5364404806,bykaranteli.com
2026-01-02,ETH,174428532,19045803011,12502446427,2261742971,bykaranteli.com
2026-01-02,SOL,9647572,1018606705,775847521,34963075,bykaranteli.com
2025-12-31,BTC,-348095085,113292479708,56612576212,2834600700,bykaranteli.com
2025-12-31,ETH,-72058595,17947470104,12328017895,808112007,bykaranteli.com
2025-12-31,SOL,2289318,950818782,766199949,34399916,bykaranteli.com
2025-12-30,BTC,355016868,114438587269,56960671296,3569638511,bykaranteli.com
2025-12-30,ETH,67836552,17994331882,12400076490,1095812314,bykaranteli.com
2025-12-30,SOL,5208532,950667821,763910631,33158304,bykaranteli.com
2025-12-29,BTC,-19291383,113074786306,56605654428,2269852616,bykaranteli.com
2025-12-29,ETH,-9630811,17722289311,12332239939,892334502,bykaranteli.com
2025-12-29,SOL,2928185,936300848,758702099,18080160,bykaranteli.com
2025-12-26,BTC,-275881989,113529982523,56624945811,2959474159,bykaranteli.com
2025-12-26,ETH,-38698863,17725720966,12341870749,902428079,bykaranteli.com
2025-12-26,SOL,0,926375961,755773915,27918908,bykaranteli.com
2025-12-24,BTC,-175285362,113832911202,56900827801,1573981031,bykaranteli.com
2025-12-24,ETH,-52704917,17863253813,12380569612,689417578,bykaranteli.com
2025-12-24,SOL,1480339,930592100,755773915,15773607,bykaranteli.com
2025-12-23,BTC,-188637800,114289220345,57076113163,3163346815,bykaranteli.com
2025-12-23,ETH,-95528641,18021192577,12433274529,999096679,bykaranteli.com
2025-12-23,SOL,4195005,940961407,754293576,28566171,bykaranteli.com
2025-12-22,BTC,-142193041,114991473081,57264750962,3682229882,bykaranteli.com
2025-12-22,ETH,84589450,18202602052,12528803170,1302354931,bykaranteli.com
2025-12-22,SOL,7466162,938434208,750098571,32654112,bykaranteli.com
2025-12-19,BTC,-158248300,114872463377,57406944003,4343135241,bykaranteli.com
2025-12-19,ETH,-75890469,18208460649,12444213720,1709106389,bykaranteli.com
2025-12-19,SOL,3568661,946780078,742632409,35181262,bykaranteli.com
2025-12-18,BTC,-161324878,111040711929,57565192303,5158916555,bykaranteli.com
2025-12-18,ETH,-96616646,17070320492,12520104189,2150556049,bykaranteli.com
2025-12-18,SOL,13156236,876338769,739063748,77738074,bykaranteli.com
2025-12-17,BTC,457292993,112573517688,57726517181,5933830245,bykaranteli.com
2025-12-17,ETH,-22426419,17343912083,12616720835,2204364371,bykaranteli.com
2025-12-17,SOL,10985336,900409621,725907513,67215738,bykaranteli.com
2025-12-16,BTC,-277085591,114278997266,57269224188,4260736543,bykaranteli.com
2025-12-16,ETH,-224255963,18172255788,12639147254,1172509815,bykaranteli.com
2025-12-16,SOL,3641862,926326694,714922176,39526430,bykaranteli.com
2025-12-15,BTC,-357688527,112267732499,57546309779,5290333434,bykaranteli.com
2025-12-15,ETH,-224781048,18267302090,12863403217,2099336920,bykaranteli.com
2025-12-15,SOL,35198802,898556013,711280314,51086383,bykaranteli.com
2025-12-12,BTC,49164016,118270887765,57903998306,3567317338,bykaranteli.com
2025-12-12,ETH,-19405096,19420405881,13088184265,1841323786,bykaranteli.com
2025-12-12,SOL,3598925,908246671,676081512,25343137,bykaranteli.com
2025-12-11,BTC,-77341872,119925373570,57854834290,3800245756,bykaranteli.com
2025-12-11,ETH,-42373410,20308802405,13107589361,1472057213,bykaranteli.com
2025-12-11,SOL,11024341,928727483,672482587,32423794,bykaranteli.com
2025-12-10,BTC,223520564,122430883010,57932176161,4037388056,bykaranteli.com
2025-12-10,ETH,57584733,21429303043,13149962771,2237811010,bykaranteli.com
2025-12-10,SOL,4853011,949179998,661458247,26455034,bykaranteli.com
2025-12-09,BTC,151742057,122104138657,57708655597,4272112608,bykaranteli.com
2025-12-09,ETH,177637275,21035625775,13092378039,2411528250,bykaranteli.com
2025-12-09,SOL,16542612,950400539,656605236,49505876,bykaranteli.com
2025-12-08,BTC,-60479858,118498437887,57556913541,3136189150,bykaranteli.com
2025-12-08,ETH,35493100,19606118746,12914740764,1343413708,bykaranteli.com
2025-12-08,SOL,1179298,890108266,640062624,22219725,bykaranteli.com
2025-12-05,BTC,54789576,117108762688,57617393399,4071107712,bykaranteli.com
2025-12-05,ETH,-75206471,18935832820,12879247664,1768887004,bykaranteli.com
2025-12-05,SOL,15676725,877620979,638883326,27280300,bykaranteli.com
2025-12-04,BTC,-194637120,120682415797,57562603823,3102001322,bykaranteli.com
2025-12-04,ETH,-41570243,19635677588,12954454134,1746712029,bykaranteli.com
2025-12-04,SOL,4589725,910069945,623206601,42389092,bykaranteli.com
2025-12-03,BTC,-14898323,121962983723,57757240944,4223320732,bykaranteli.com
2025-12-03,ETH,140160880,19696992536,12996024377,1651677386,bykaranteli.com
2025-12-03,SOL,-32193714,915077485,618616877,32716434,bykaranteli.com
2025-12-02,BTC,58499450,119586841117,57772139266,5257349537,bykaranteli.com
2025-12-02,ETH,-9912116,18657097847,12855863497,1646858473,bykaranteli.com
2025-12-02,SOL,45773189,929704023,650810591,56714429,bykaranteli.com
2025-12-01,BTC,8479171,111942076793,57713639816,5918310628,bykaranteli.com
2025-12-01,ETH,-79057404,17208512501,12865775613,1627292389,bykaranteli.com
2025-12-01,SOL,-13548713,790913260,605037402,54348604,bykaranteli.com
2025-11-28,BTC,71370991,119390455140,57705160645,3398799703,bykaranteli.com
2025-11-28,ETH,76549059,19154864522,12944833018,1112741839,bykaranteli.com
2025-11-28,SOL,5365409,888253249,618586115,30007699,bykaranteli.com
2025-11-26,BTC,21122763,117663681176,57633789655,4567813001,bykaranteli.com
2025-11-26,ETH,60817601,18880085169,12868283959,1386631752,bykaranteli.com
2025-11-26,SOL,-8096109,917990226,613220706,50614718,bykaranteli.com
2025-11-25,BTC,128635670,114071971373,57612666891,4686702092,bykaranteli.com
2025-11-25,ETH,78584896,18257451849,12807466358,1108425316,bykaranteli.com
2025-11-25,SOL,53080025,888247735,621316815,37506412,bykaranteli.com
2025-11-24,BTC,-151081933,116201914193,57484031221,5442610084,bykaranteli.com
2025-11-24,ETH,96670778,18442847590,12728881462,1535552443,bykaranteli.com
2025-11-24,SOL,57986618,843813696,568236790,62247342,bykaranteli.com
2025-11-21,BTC,238473962,110110142946,57635113154,11006311412,bykaranteli.com
2025-11-21,ETH,55711270,16858533694,12632210684,2297083324,bykaranteli.com
2025-11-21,SOL,10578972,719453462,510250171,69865392,bykaranteli.com
2025-11-20,BTC,-903112547,113019798007,57396639191,8922801106,bykaranteli.com
2025-11-20,ETH,-261586582,17428725972,12576499414,2763032704,bykaranteli.com
2025-11-20,SOL,23663067,744635219,499671199,64485106,bykaranteli.com
2025-11-19,BTC,75469580,117344861625,58299751738,6891320960,bykaranteli.com
2025-11-19,ETH,-37351793,18193466848,12838085996,2540205407,bykaranteli.com
2025-11-19,SOL,55605392,714796006,476008132,53178401,bykaranteli.com
2025-11-18,BTC,-372766939,122293705844,58224282157,5843912526,bykaranteli.com
2025-11-18,ETH,-74222962,19596185615,12875437789,1752980713,bykaranteli.com
2025-11-18,SOL,30091565,593734899,420402740,73143356,bykaranteli.com
2025-11-17,BTC,-254512006,121009468032,58597049096,7652533464,bykaranteli.com
2025-11-17,ETH,-182800193,18759351562,12949660751,2912820485,bykaranteli.com
2025-11-17,SOL,8260999,513475894,390311175,34654208,bykaranteli.com
2025-11-14,BTC,-492108484,125344525813,58851561102,6949158754,bykaranteli.com
2025-11-14,ETH,-177904493,19998925947,13132460945,2010777728,bykaranteli.com
2025-11-14,SOL,12038681,541312769,382050176,42402980,bykaranteli.com
2025-11-13,BTC,-869864241,130535978662,59343669586,6525366446,bykaranteli.com
2025-11-13,ETH,-259715312,20295637383,13310365437,2544462896,bykaranteli.com
2025-11-13,SOL,1488605,533432970,370011495,52616926,bykaranteli.com
2025-11-12,BTC,-277975150,135808429582,60213533827,3662903480,bykaranteli.com
2025-11-12,ETH,-183770702,22141871409,13570080749,1883000152,bykaranteli.com
2025-11-12,SOL,18057563,574415066,368522889,35415528,bykaranteli.com
2025-11-11,BTC,523983160,137833195245,60491508977,2743887200,bykaranteli.com
2025-11-11,ETH,-107183241,22475250398,13753851451,1131869295,bykaranteli.com
2025-11-11,SOL,7981908,568353218,350465326,23524796,bykaranteli.com
2025-11-10,BTC,1152918,141539858259,59967525817,4148480735,bykaranteli.com
2025-11-10,ETH,0,23429676061,13861034692,1629116821,bykaranteli.com
2025-11-10,SOL,6775125,598360389,342483419,39634362,bykaranteli.com
2025-11-07,BTC,-558442369,138081725413,59966372899,5039872644,bykaranteli.com
2025-11-07,ETH,-46624490,22664047048,13861034692,1774970370,bykaranteli.com
2025-11-07,SOL,12693194,575930904,335708294,46040510,bykaranteli.com
2025-11-06,BTC,240025835,135431143344,60524815268,4765416124,bykaranteli.com
2025-11-06,ETH,12509900,21753796250,13907659182,1620483147,bykaranteli.com
2025-11-06,SOL,29219672,538379920,323015100,27945446,bykaranteli.com
2025-11-05,BTC,-136996456,139146463201,60284789433,4073240806,bykaranteli.com
2025-11-05,ETH,-118580531,22738084433,13895149282,1793942941,bykaranteli.com
2025-11-05,SOL,9703053,531354148,293795428,50806442,bykaranteli.com
2025-11-04,BTC,-577736016,134529401206,60421785889,8930477755,bykaranteli.com
2025-11-04,ETH,-219373422,21124963630,14013729813,4152315320,bykaranteli.com
2025-11-04,SOL,14831172,488801394,284092375,68530150,bykaranteli.com
2025-11-03,BTC,-186512480,143509332664,60999521905,4692475894,bykaranteli.com
2025-11-03,ETH,-135756733,24015107894,14233103236,2509660693,bykaranteli.com
2025-11-03,SOL,70052109,513354083,269261202,67592918,bykaranteli.com
2025-10-31,BTC,-191596716,147731750197,61186034385,4254810277,bykaranteli.com
2025-10-31,ETH,-98204103,26019319533,14368859969,1607905579,bykaranteli.com
2025-10-31,SOL,44483515,502040366,199209093,64814517,bykaranteli.com
2025-10-30,BTC,-488426030,143944369912,61377631101,5174224262,bykaranteli.com
2025-10-30,ETH,-184311750,24992394349,14467064072,2092683012,bykaranteli.com
2025-10-30,SOL,37328160,439969690,154725578,52711368,bykaranteli.com
2025-10-29,BTC,-470706614,149975436821,61866057132,7068717964,bykaranteli.com
2025-10-29,ETH,-81444164,26600560968,14651375822,2428717695,bykaranteli.com
2025-10-29,SOL,47943651,432292414,117397417,79502841,bykaranteli.com
2025-10-28,BTC,202483340,154811246977,62336763746,4177851004,bykaranteli.com
2025-10-28,ETH,246020903,27664539080,14732819986,1642086925,bykaranteli.com
2025-10-28,SOL,69453766,288917340,69453766,57910600,bykaranteli.com
2025-10-27,BTC,149297173,155887840251,62134280405,4077981251,bykaranteli.com
2025-10-27,ETH,133912602,28354294657,14486799084,1841313784,bykaranteli.com
2025-10-24,BTC,90604971,149961508015,61984983232,3337386596,bykaranteli.com
2025-10-24,ETH,-93595651,26386083623,14352886482,1409499317,bykaranteli.com
2025-10-23,BTC,20325415,149430555572,61894378261,3681254682,bykaranteli.com
2025-10-23,ETH,-127513347,26023410481,14446482133,1523657416,bykaranteli.com
2025-10-22,BTC,-101285733,146269744209,61874052847,6577264109,bykaranteli.com
2025-10-22,ETH,-18772933,25814562108,14573995479,2632307413,bykaranteli.com
2025-10-21,BTC,477185401,151577656889,61975338580,7410065269,bykaranteli.com
2025-10-21,ETH,141658235,27167573548,14592768412,3169235417,bykaranteli.com
2025-10-20,BTC,-40468311,149663366960,61498153179,4865525503,bykaranteli.com
2025-10-20,ETH,-145683517,26830387754,14451110177,2147605069,bykaranteli.com
2025-10-17,BTC,-366585053,143934686386,61538621490,8199759083,bykaranteli.com
2025-10-17,ETH,-232276278,25981428716,14596793694,2489072515,bykaranteli.com
2025-10-16,BTC,-536436462,146435124899,61905206543,8077333566,bykaranteli.com
2025-10-16,ETH,-56876626,26508421774,14829069972,2896381403,bykaranteli.com
2025-10-15,BTC,-104114644,151319572513,62441643005,4554587676,bykaranteli.com
2025-10-15,ETH,169655608,27369449211,14885946598,2135625955,bykaranteli.com
2025-10-14,BTC,102582381,153549637126,62545757649,6915897687,bykaranteli.com
2025-10-14,ETH,236216937,28016461475,14716290990,3589642698,bykaranteli.com
2025-10-13,BTC,-326515434,157179520753,62443175268,6629541943,bykaranteli.com
2025-10-13,ETH,-428521778,28748375684,14480074053,2820823999,bykaranteli.com
2025-10-10,BTC,-4503772,158964621381,62769690702,9782200371,bykaranteli.com
2025-10-10,ETH,-174825972,27508588713,14908595831,4769140558,bykaranteli.com
2025-10-09,BTC,197684065,164793004460,62774194474,5317752881,bykaranteli.com
2025-10-09,ETH,-8543554,29901359533,15083421803,2340499192,bykaranteli.com
2025-10-08,BTC,440725128,168002961067,62576510410,5150595741,bykaranteli.com
2025-10-08,ETH,69045978,31172947812,15091965357,2053345313,bykaranteli.com
2025-10-07,BTC,875607450,164909175397,62135785281,7780367923,bykaranteli.com
2025-10-07,ETH,420865301,30848237028,15022919379,4048457994,bykaranteli.com
2025-10-06,BTC,1205182659,169543558664,61260177831,6529404781,bykaranteli.com
2025-10-06,ETH,181727423,32027479365,14602054078,2647106198,bykaranteli.com
2025-10-03,BTC,985081713,164496693923,60054995173,7518173461,bykaranteli.com
2025-10-03,ETH,233547489,30567316073,14420326655,2288065821,bykaranteli.com
2025-10-02,BTC,627244402,161025456701,59069913459,5588138444,bykaranteli.com
2025-10-02,ETH,307052615,30187965644,14186779166,2243251803,bykaranteli.com
2025-10-01,BTC,675814065,155894962519,58442669057,5033164215,bykaranteli.com
2025-10-01,ETH,80790822,28732535993,13879726552,2039306716,bykaranteli.com
2025-09-30,BTC,429957109,150770861541,57766854992,3263954190,bykaranteli.com
2025-09-30,ETH,127474414,27396282255,13798935730,1465965613,bykaranteli.com
2025-09-29,BTC,521951765,150407519260,57336897883,4611178201,bykaranteli.com
2025-09-29,ETH,546955295,27544416638,13671461316,1892290347,bykaranteli.com
2025-09-26,BTC,-418254386,143562763307,56814946118,3920237655,bykaranteli.com
2025-09-26,ETH,-248307316,26011932337,13124506020,2104996113,bykaranteli.com
2025-09-25,BTC,-258459966,144351490007,57233200504,5418014485,bykaranteli.com
2025-09-25,ETH,-251199597,25591405871,13372813336,3314873580,bykaranteli.com
2025-09-24,BTC,240997524,149735910901,57491660470,2582804035,bykaranteli.com
2025-09-24,ETH,-79362314,27417896902,13624012933,972041428,bykaranteli.com
2025-09-23,BTC,-103609723,147173920452,57250662946,3163529490,bykaranteli.com
2025-09-23,ETH,-140745458,27476548686,13703375247,1610708018,bykaranteli.com
2025-09-22,BTC,-363169442,148088421511,57354272669,3431120736,bykaranteli.com
2025-09-22,ETH,-75947775,27515848035,13844120705,2055866894,bykaranteli.com
2025-09-19,BTC,222619088,152305515493,57717442110,2934265384,bykaranteli.com
2025-09-19,ETH,47752369,29636236521,13920068480,1678496785,bykaranteli.com
2025-09-18,BTC,163025718,155053126936,57494823022,3450865612,bykaranteli.com
2025-09-18,ETH,213072332,30538980532,13872316112,1542885888,bykaranteli.com
2025-09-17,BTC,-51282427,152453010527,57331797305,4237521571,bykaranteli.com
2025-09-17,ETH,-1889793,29718644495,13659243779,2351929370,bykaranteli.com
2025-09-16,BTC,292266165,153775068406,57383079731,2947301486,bykaranteli.com
2025-09-16,ETH,-61743481,29595040893,13661133572,1705267547,bykaranteli.com
2025-09-15,BTC,260017760,151715759625,57090813566,3030861666,bykaranteli.com
2025-09-15,ETH,359726846,29722657616,13722877053,2092928107,bykaranteli.com
2025-09-12,BTC,642350175,153178171662,56830795806,3887720361,bykaranteli.com
2025-09-12,ETH,405553515,30351672213,13363150207,2551985440,bykaranteli.com
2025-09-11,BTC,552782166,149643377115,56188445631,2836003815,bykaranteli.com
2025-09-11,ETH,113121390,28507306426,12957596692,1529202541,bykaranteli.com
2025-09-10,BTC,757144699,147829102101,55635663464,3883642144,bykaranteli.com
2025-09-10,ETH,171544481,27733885504,12844475302,2283413895,bykaranteli.com
2025-09-09,BTC,23054895,144300710209,54878518765,3027821589,bykaranteli.com
2025-09-09,ETH,44156311,27391959886,12672930821,1293564511,bykaranteli.com
2025-09-08,BTC,368251608,145413877718,54855463870,3015131089,bykaranteli.com
2025-09-08,ETH,-96686205,27386079288,12628774509,1523093843,bykaranteli.com
2025-09-05,BTC,-160178188,144045093698,54487212262,3871778028,bykaranteli.com
2025-09-05,ETH,-446714443,27642359491,12725460715,2787655819,bykaranteli.com
2025-09-04,BTC,-227482223,142302458277,54647390450,2686520112,bykaranteli.com
2025-09-04,ETH,-167409948,27779451089,13172175158,2618072164,bykaranteli.com
2025-09-03,BTC,301324766,145246909238,54874872673,2783029771,bykaranteli.com
2025-09-03,ETH,-38244160,29209855855,13339585105,2075084562,bykaranteli.com
2025-09-02,BTC,332760614,143207919204,54573547907,3930839856,bykaranteli.com
2025-09-02,ETH,-135367142,27985856920,13377829265,1858996820,bykaranteli.com
2025-08-29,BTC,-126642751,139951410320,54240787293,4310153532,bykaranteli.com
